Date,Time,Latitude,Longitude,Vehicles,Condition,Driver Age,Driver Sex
2021-01-03,HOUR22.0,39.744019,-105.153877,1.0,Clear,15.0,M
2021-01-04,HOUR15.0,39.709036,-105.286693,2.0,Clear,,
2021-01-04,HOUR20.0,39.737692,-105.431195,1.0,Clear,17.0,M
2021-01-05,HOUR22.0,39.732119,-104.307153,1.0,Clear,24.0,F
2021-01-06,HOUR8.0,39.749651,-105.54888,2.0,Clear,,
2021-01-07,HOUR20.0,39.7402,-104.663214,1.0,Clear,39.0,M
2021-01-08,HOUR5.0,39.744354,-105.434951,2.0,Clear,32.0,M
2021-01-08,HOUR13.0,39.732428,-104.308942,1.0,Clear,,
2021-01-08,HOUR16.0,39.719182,-105.402122,2.0,Clear,83.0,F
2021-01-09,HOUR11.0,39.738196,-104.47362,1.0,Sleet or Hail,29.0,M
2021-01-09,HOUR19.0,39.740092,-104.699352,1.0,Sleet or Hail,28.0,M
2021-01-10,HOUR9.0,39.716195,-105.397067,2.0,Clear,26.0,F
2021-01-10,HOUR12.0,39.731254,-105.426701,2.0,Clear,31.0,F
2021-01-10,HOUR19.0,39.74138,-105.51172,2.0,Clear,0.0,
2021-01-13,HOUR17.0,39.710538,-106.713253,3.0,Clear,28.0,M
2021-01-15,HOUR1.0,39.709008,-105.286147,1.0,Wind,42.0,M
2021-01-15,HOUR15.0,39.740092,-104.699352,2.0,Clear,65.0,F
2021-01-16,HOUR20.0,39.738167,-104.458916,1.0,Clear,24.0,M
2021-01-17,HOUR13.0,39.716698,-105.696332,2.0,Clear,52.0,M
2021-01-17,HOUR14.0,39.716698,-105.696332,2.0,Clear,21.0,M
2021-01-17,HOUR14.0,39.72364,-105.181688,2.0,Clear,21.0,M
2021-01-18,HOUR12.0,39.743043,-105.682758,2.0,Clear,19.0,F
2021-01-18,HOUR19.0,39.74446,-105.47648,2.0,Clear,28.0,M
2021-01-18,HOUR22.0,39.731254,-105.426701,1.0,Sleet or Hail,37.0,M
2021-01-20,HOUR8.0,39.73922,-105.15875,2.0,Clear,22.0,M
2021-01-21,HOUR6.0,39.738091,-104.424422,2.0,Clear,60.0,M
2021-01-21,HOUR15.0,39.740845,-104.71598,2.0,Clear,32.0,M
2021-01-22,HOUR16.0,39.724683,-105.418762,2.0,Clear,,
2021-01-24,HOUR6.0,39.729989,-105.425775,2.0,Clear,44.0,M
2021-01-24,HOUR11.0,39.712653,-105.696968,2.0,Clear,57.0,F
2021-01-26,HOUR2.0,39.738404,-104.514771,2.0,Sleet or Hail,60.0,F
2021-01-26,HOUR12.0,39.742875,-104.737022,1.0,Sleet or Hail,63.0,M
2021-01-26,HOUR12.0,39.74338,-104.73788,2.0,Sleet or Hail,36.0,M
2021-01-26,HOUR13.0,39.729343,-104.291091,1.0,Sleet or Hail,17.0,F
2021-01-26,HOUR22.0,39.74058,-104.714352,1.0,Sleet or Hail,69.0,M
2021-01-28,HOUR8.0,39.711597,-106.697881,2.0,Clear,37.0,M
2021-01-29,HOUR9.0,39.745004,-105.538117,3.0,Clear,21.0,F
2021-01-31,HOUR15.0,39.74486,-105.47406,2.0,Clear,24.0,M
2021-02-01,HOUR8.0,39.741,-105.51808,1.0,Clear,27.0,F
2021-02-01,HOUR21.0,39.74658,-105.46451,2.0,Clear,39.0,M
2021-02-02,HOUR2.0,39.74451,-105.48542,1.0,Clear,29.0,M
2021-02-02,HOUR10.0,39.73956,-104.67828,2.0,Clear,56.0,M
2021-02-02,HOUR14.0,39.713941,-105.368658,1.0,Clear,58.0,F
2021-02-04,HOUR7.0,39.739956,-104.610401,2.0,Clear,31.0,M
2021-02-06,HOUR3.0,39.740125,-104.719879,2.0,Clear,18.0,M
2021-02-06,HOUR6.0,39.708506,-105.196869,2.0,Clear,30.0,M
2021-02-08,HOUR_UNKNOWN,39.74491,-105.46688,2.0,Clear,32.0,F
2021-02-11,HOUR7.0,39.716817,-105.190486,1.0,Clear,48.0,F
2021-02-11,HOUR14.0,39.74162,-105.49581,1.0,Clear,32.0,M
2021-02-11,HOUR18.0,39.719182,-105.402122,1.0,Clear,16.0,F
2021-02-12,HOUR9.0,39.739289,-104.650583,1.0,Sleet or Hail,29.0,F
2021-02-12,HOUR20.0,39.713886,-105.313056,1.0,Clear,23.0,M
2021-02-13,HOUR11.0,39.71498,-105.377051,1.0,Clear,36.0,F
2021-02-13,HOUR21.0,39.709008,-105.286147,2.0,Sleet or Hail,,
2021-02-14,HOUR10.0,39.715184,-104.220504,1.0,Sleet or Hail,30.0,F
2021-02-14,HOUR14.0,39.710105,-105.350078,2.0,Clear,42.0,M
2021-02-15,HOUR10.0,39.740272,-105.499445,2.0,Clear,24.0,F
2021-02-15,HOUR10.0,39.744354,-105.434951,3.0,Clear,24.0,F
2021-02-15,HOUR12.0,39.74382,-105.49039,3.0,Clear,18.0,
2021-02-15,HOUR14.0,39.74124,-105.51419,2.0,Clear,17.0,M
2021-02-15,HOUR17.0,39.7437,-105.48227,1.0,Clear,27.0,F
2021-02-17,HOUR1.0,39.736798,-104.402732,1.0,Clear,39.0,M
2021-02-17,HOUR7.0,39.72061,-105.18687,2.0,Clear,35.0,M
2021-02-17,HOUR16.0,39.724683,-105.418762,2.0,Sleet or Hail,50.0,M
2021-02-17,HOUR16.0,39.724683,-105.418762,2.0,Sleet or Hail,47.0,F
2021-02-18,HOUR10.0,39.717183,-105.696256,2.0,Clear,24.0,M
2021-02-18,HOUR15.0,39.74602,-104.98877,2.0,Clear,53.0,F
2021-02-18,HOUR18.0,39.708874,-104.203692,1.0,Clear,37.0,M
2021-02-19,HOUR17.0,39.715021,-105.382002,2.0,Clear,35.0,M
2021-02-19,HOUR20.0,39.747851,-105.546227,2.0,Clear,,
2021-02-19,HOUR23.0,39.739875,-104.628091,1.0,Clear,38.0,M
2021-02-20,HOUR9.0,39.74475,-105.48639,1.0,Clear,36.0,M
2021-02-20,HOUR19.0,39.740125,-104.719879,2.0,Sleet or Hail,28.0,M
2021-02-21,HOUR19.0,39.74133,-105.51308,1.0,Clear,21.0,F
2021-02-23,HOUR0.0,39.725705,-105.420646,2.0,Clear,37.0,F
2021-02-23,HOUR5.0,39.713394,-105.19313,2.0,Clear,29.0,M
2021-02-23,HOUR9.0,39.73138,-105.17064,2.0,Clear,24.0,M
