Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2018-01-01,540.0,1,DRY,39.741506,-104.734692,25,M
2018-01-03,1700.0,2,DRY,39.742843,-105.683023,22,M
2018-01-05,1510.0,2,DRY,39.748952,-105.149442,18,F
2018-01-06,1715.0,1,DRY,39.715445,-105.383667,53,M
2018-01-07,1035.0,2,DRY,39.739801,-105.159144,19,M
2018-01-07,1440.0,2,DRY,39.739801,-105.159144,44,F
2018-01-10,853.0,2,DRY,39.726678,-105.422066,20,M
2018-01-10,1323.0,2,DRY,39.740127,-104.71902,0,
2018-01-10,1634.0,4,DRY,39.743616,-105.15438,72,M
2018-01-11,1754.0,2,DRY,39.725927,-105.178164,18,M
2018-01-12,1100.0,1,DRY,39.744759,-105.4747,93,M
2018-01-12,1900.0,2,ICY,39.7381,-104.427516,29,M
2018-01-12,1915.0,1,DRY,39.714289,-105.369153,22,M
2018-01-13,620.0,2,DRY,39.737695,-105.431191,24,M
2018-01-13,1558.0,3,DRY,39.720049,-105.695828,41,M
2018-01-14,645.0,3,DRY,39.740481,-105.432702,21,M
2018-01-15,615.0,1,ICY,39.728417,-104.272511,30,M
2018-01-15,630.0,1,ICY,39.718751,-104.234709,49,F
2018-01-16,1725.0,2,DRY,39.739801,-105.159144,0,
2018-01-16,1845.0,2,DRY,39.739801,-105.159144,0,
2018-01-18,1545.0,2,DRY,39.723296,-105.182219,76,M
2018-01-18,1732.0,2,DRY,39.720186,-105.186949,56,M
2018-01-19,1155.0,1,DRY,39.715335,-105.391639,62,M
2018-01-20,630.0,2,DRY,39.744888,-105.457318,22,M
2018-01-20,1641.0,1,DRY,39.742593,-104.736523,25,M
2018-01-20,1728.0,2,DRY,39.720186,-105.186949,32,M
2018-01-21,1929.0,1,ICY,39.739801,-105.159144,25,M
2018-01-21,1956.0,2,ICY,39.741475,-105.522983,0,
2018-01-22,1056.0,2,WET,39.714068,-105.312353,38,F
2018-01-23,1530.0,1,DRY,39.747947,-105.67196,62,F
2018-01-26,245.0,2,DRY,39.740147,-104.728542,38,M
2018-01-26,1600.0,3,DRY,39.724894,-105.179757,19,F
2018-01-26,1925.0,2,DRY,39.740134,-104.716388,0,
2018-01-27,634.0,3,DRY,39.746248,-105.465723,23,M
2018-01-27,650.0,3,DRY,39.712303,-105.362614,49,M
2018-01-27,925.0,2,DRY,39.744411,-105.488957,28,M
2018-01-28,1300.0,2,DRY,39.734458,-104.333253,21,M
2018-01-28,1834.0,2,ICY,39.710905,-105.697271,24,M
2018-01-28,1945.0,2,DRY,39.741475,-105.522983,25,M
2018-01-29,840.0,3,DRY,39.745222,-105.47048,41,F
2018-01-30,644.0,2,DRY,39.709013,-105.286143,21,M
2018-01-30,1418.0,2,DRY,39.734373,-105.165983,40,M
2018-01-30,1959.0,1,DRY,39.736549,-105.687407,55,M
2018-01-31,830.0,2,DRY,39.72159,-105.69559,39,M
2018-02-01,2200.0,1,DRY,39.731135,-105.170061,35,M
2018-02-02,950.0,2,DRY,39.728988,-105.42438,19,M
2018-02-02,1608.0,2,DRY,39.739801,-105.159144,27,F
2018-02-05,1705.0,3,DRY,39.711777,-106.701514,21,M
2018-02-05,2115.0,1,ICY,39.736549,-105.687407,23,M
2018-02-10,1120.0,1,SNOWY W/VIS ICY ROAD TREATMENT,39.741308,-105.513778,52,M
2018-02-10,1120.0,1,SLUSHY W/VIS ICY ROAD TREATMENT,39.741215,-105.495956,22,F
2018-02-10,1523.0,1,SLUSHY,39.739705,-105.159264,30,M
2018-02-10,2055.0,1,ICY,39.740038,-104.668224,27,F
2018-02-11,725.0,3,WET,39.711111,-105.298789,54,M
2018-02-11,730.0,3,WET,39.711111,-105.298789,77,M
2018-02-11,1016.0,2,WET,39.731256,-105.426689,36,M
2018-02-12,1820.0,2,DRY,39.739324,-105.159744,0,
2018-02-13,722.0,2,WET,39.709629,-105.292912,59,F
2018-02-13,736.0,2,WET,39.712542,-105.304303,16,M
2018-02-13,825.0,4,WET,39.709412,-105.291646,78,M
2018-02-13,1700.0,1,DRY,39.714575,-105.192224,47,F
2018-02-15,1730.0,1,WET,39.740135,-104.715894,19,M
2018-02-16,717.0,2,DRY,39.710042,-105.3181,34,F
2018-02-16,717.0,2,WET,39.709102,-105.287791,44,M
2018-02-16,1845.0,1,ICY,39.73863,-104.645102,37,M
2018-02-18,530.0,1,DRY,39.738071,-104.415817,38,F
2018-02-18,1100.0,2,DRY,39.724183,-105.694858,46,M
2018-02-18,1320.0,2,DRY,39.717265,-105.696255,21,F
2018-02-18,1330.0,2,DRY,39.717265,-105.696255,26,M
2018-02-18,1528.0,1,DRY,39.724894,-105.179757,27,M
2018-02-18,1930.0,2,DRY,39.744411,-105.488957,0,
2018-02-19,1534.0,1,SNOWY,39.717088,-105.398702,19,M
2018-02-19,1820.0,1,SNOWY,39.740149,-104.730564,17,M
2018-02-21,257.0,2,WET,39.719178,-105.402112,31,M
2018-02-21,1343.0,1,DRY,39.744888,-105.457318,48,M
2018-02-21,1510.0,1,WET,39.745138,-105.440266,58,F
2018-02-21,1515.0,2,DRY,39.745108,-105.436642,25,F
2018-02-21,1622.0,3,DRY,39.739801,-105.159144,26,M
2018-02-22,1501.0,2,SNOWY,39.739801,-105.159144,69,M
2018-02-22,2029.0,2,SNOWY,39.739888,-104.627854,0,U
2018-02-23,513.0,1,SNOWY W/VIS ICY ROAD TREATMENT,39.73973,-104.589778,57,F
2018-02-23,1715.0,3,WET,39.748676,-105.547626,72,M
2018-02-24,326.0,1,DRY,39.739788,-104.594368,35,M
2018-02-25,740.0,2,DRY,39.747158,-105.544661,44,F
2018-02-26,641.0,4,DRY,39.725175,-105.179322,0,
2018-02-26,1330.0,1,DRY,39.71234,-105.193936,63,M
2018-02-27,750.0,1,WET,39.745222,-105.47048,23,F
2018-02-27,852.0,2,ICY,39.740321,-105.504953,39,F
