Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2019-01-01,515.0,1,ICY,39.732641,-104.375681,40,M
2019-01-01,1621.0,2,DRY,39.714325,-105.192405,30,M
2019-01-02,2045.0,2,DRY,39.74013,-104.716046,40,M
2019-01-03,1310.0,2,DRY,39.720183,-105.186957,34,F
2019-01-04,900.0,3,DRY,39.743399,-105.433483,42,M
2019-01-04,1015.0,1,DRY,39.710915,-106.708614,25,F
2019-01-04,1150.0,2,DRY,39.718945,-105.695986,32,M
2019-01-04,1530.0,1,DRY,39.70908,-105.319307,45,M
2019-01-05,843.0,2,DRY,39.741932,-105.433131,26,F
2019-01-05,2019.0,2,DRY,39.710188,-105.295233,41,M
2019-01-06,640.0,2,DRY,39.733957,-105.428175,41,M
2019-01-06,903.0,2,DRY,39.743529,-105.532264,35,M
2019-01-07,753.0,2,DRY,39.726676,-105.422064,73,M
2019-01-07,1135.0,2,DRY,39.715184,-104.220504,32,M
2019-01-08,827.0,1,WET W/VIS ICY ROAD TREATMENT,39.743847,-105.48102,20,F
2019-01-08,2015.0,1,DRY,39.745221,-105.470475,35,M
2019-01-08,2054.0,2,DRY,39.715404,-105.375448,48,M
2019-01-08,2058.0,1,DRY,39.71238,-105.193904,46,F
2019-01-08,2100.0,1,DRY W/VIS ICY ROAD TREATMENT,39.74635,-105.460842,39,M
2019-01-09,2138.0,2,DRY,39.741932,-105.433131,20,M
2019-01-10,800.0,2,DRY,39.730604,-105.17073,22,M
2019-01-10,1019.0,2,DRY,39.739791,-105.159158,73,F
2019-01-10,1541.0,2,DRY,39.731072,-105.170139,0,
2019-01-10,2200.0,1,WET,39.744386,-105.680388,33,M
2019-01-11,635.0,2,SNOWY,39.743529,-105.532264,33,M
2019-01-11,1028.0,1,ICY,39.744412,-105.488961,46,F
2019-01-11,1243.0,1,WET,39.732757,-105.168012,23,F
2019-01-11,2030.0,1,ICY,39.742101,-104.735722,0,
2019-01-12,531.0,1,WET W/VIS ICY ROAD TREATMENT,39.712378,-105.364853,75,M
2019-01-13,645.0,2,DRY,39.714783,-105.377856,61,M
2019-01-14,918.0,2,ICY,39.740988,-105.521142,35,M
2019-01-14,1815.0,2,DRY,39.744355,-105.434957,0,U
2019-01-17,435.0,1,DRY,39.741309,-105.513813,30,F
2019-01-19,1100.0,2,DRY,39.740121,-104.720016,23,M
2019-01-20,2245.0,1,DRY,39.74635,-105.460842,28,F
2019-01-21,1900.0,3,WET,39.744655,-105.48746,27,F
2019-01-22,520.0,2,ICY,39.746391,-105.461069,56,M
2019-01-23,1820.0,2,DRY,39.74013,-104.716046,67,M
2019-01-23,2156.0,2,DRY,39.711954,-105.194215,23,M
2019-01-24,910.0,2,WET W/VIS ICY ROAD TREATMENT,39.743847,-105.48102,24,M
2019-01-24,1017.0,1,SNOWY W/VIS ICY ROAD TREATMENT,39.745221,-105.470475,18,F
2019-01-24,1053.0,1,SNOWY,39.7412,-105.495991,66,M
2019-01-25,827.0,1,SNOWY,39.739791,-105.159158,36,M
2019-01-25,1912.0,1,DRY,39.746585,-105.463266,44,F
2019-01-25,2124.0,1,DRY,39.746659,-105.463138,34,F
2019-01-26,350.0,1,WET,39.710732,-106.711229,32,M
2019-01-26,715.0,2,DRY,39.744355,-105.434957,41,M
2019-01-26,1513.0,2,DRY,39.745221,-105.470475,39,M
2019-01-27,632.0,4,DRY,39.745145,-105.440269,25,M
2019-01-27,1330.0,1,DRY,39.740285,-104.659989,35,M
2019-01-27,2215.0,2,SNOWY,39.741474,-105.52298,0,
2019-01-28,825.0,1,ICY,39.738231,-104.492384,27,F
2019-01-28,1030.0,2,SLUSHY,39.749459,-104.748088,19,F
2019-01-29,1616.0,2,DRY,39.709008,-105.286147,0,
2019-01-29,1820.0,1,DRY,39.741309,-105.513813,52,M
2019-01-30,1559.0,2,DRY,39.739701,-105.159272,33,M
2019-01-31,1120.0,2,DRY,39.725858,-105.178271,60,F
2019-01-31,1618.0,2,DRY,39.73961,-105.159386,0,
2019-02-01,1533.0,2,DRY,39.71238,-105.193904,21,M
2019-02-01,1624.0,2,DRY,39.73961,-105.159386,64,M
2019-02-01,2310.0,1,DRY,39.712303,-105.362615,33,M
2019-02-02,618.0,2,DRY,39.720183,-105.186957,40,F
2019-02-02,2015.0,1,DRY,39.738243,-104.499653,43,M
2019-02-02,2101.0,2,DRY,39.740125,-104.728509,27,M
2019-02-03,1324.0,1,DRY,39.740121,-104.71988,28,F
2019-02-04,1145.0,1,DRY,39.739647,-104.583305,66,M
2019-02-05,949.0,2,DRY,39.71238,-105.193904,35,M
2019-02-06,1100.0,2,SNOWY,39.715073,-105.370526,29,M
2019-02-06,1130.0,1,ICY,39.71381,-105.696783,45,M
2019-02-06,1355.0,3,SNOWY,39.732119,-104.307157,0,U
2019-02-06,1700.0,2,SNOWY,39.725705,-105.420646,25,M
2019-02-06,1900.0,2,ICY,39.74347,-105.443465,0,
2019-02-07,823.0,2,SNOWY,39.738661,-104.526905,30,M
2019-02-08,225.0,1,DRY,39.708875,-104.203692,36,M
2019-02-08,2143.0,2,DRY,39.744361,-105.53543,45,M
2019-02-09,1700.0,2,DRY,39.709498,-105.697826,22,M
2019-02-10,2046.0,2,DRY,39.743664,-105.450527,28,M
2019-02-11,719.0,2,DRY,39.71238,-105.193904,59,M
2019-02-12,1520.0,1,DRY,39.720183,-105.186957,51,F
2019-02-15,1344.0,3,DRY,39.713081,-105.314542,0,
2019-02-15,1602.0,2,DRY,39.739791,-105.159158,57,F
2019-02-16,752.0,2,SNOWY,39.715972,-105.696445,19,F
2019-02-16,1630.0,2,SNOWY,39.740669,-104.733107,52,F
2019-02-16,2009.0,2,ICY,39.7402,-104.663214,27,M
2019-02-16,2255.0,1,WET,39.746391,-105.461069,32,M
2019-02-17,840.0,1,ICY,39.738798,-104.533435,56,M
2019-02-17,1130.0,2,DRY,39.745221,-105.470475,61,F
2019-02-17,1745.0,2,SNOWY,39.740611,-105.497658,21,M
2019-02-18,44.0,1,WET,39.739791,-105.159158,32,M
2019-02-18,2250.0,1,ICY,39.7402,-104.663214,54,M
2019-02-20,830.0,2,DRY,39.747931,-105.67199,51,M
2019-02-21,1020.0,2,DRY,39.717905,-105.189549,38,M
2019-02-21,1222.0,1,DRY,39.738151,-104.449536,55,M
2019-02-21,1242.0,2,DRY,39.739791,-105.159158,20,F
2019-02-21,1810.0,1,DRY,39.709831,-105.195841,20,M
2019-02-22,324.0,1,SLUSHY,39.741309,-105.513813,38,M
2019-02-22,2337.0,1,SNOWY,39.740774,-104.733337,39,F
2019-02-23,1700.0,1,DRY,39.713428,-105.367893,38,M
2019-02-23,1830.0,3,DRY,39.722532,-105.183395,51,M
2019-02-25,2306.0,1,DRY,39.709101,-105.287978,0,
2019-02-26,1515.0,1,DRY,39.745221,-105.470475,59,M
2019-02-26,1617.0,2,DRY,39.739791,-105.159158,27,M
2019-02-26,1640.0,3,DRY,39.739889,-105.159033,96,M
2019-02-27,915.0,2,DRY,39.731072,-105.170139,29,F
2019-02-27,1651.0,2,DRY,39.712506,-105.304211,27,M
2019-02-28,740.0,2,DRY,39.711783,-106.701514,41,M
2019-03-01,118.0,1,DRY,39.732757,-105.168012,24,M
2019-03-02,1713.0,1,ICY,39.745221,-105.470475,24,F
2019-03-02,1805.0,2,ICY,39.741309,-105.513813,52,M
2019-03-03,130.0,2,SNOWY W/VIS ICY ROAD TREATMENT,39.710656,-105.297027,35,M
2019-03-03,725.0,2,ICY,39.710396,-106.694587,24,F
2019-03-03,910.0,1,ICY,39.745627,-105.438458,25,F
2019-03-03,1550.0,1,DRY W/VIS ICY ROAD TREATMENT,39.745221,-105.470475,22,M
2019-03-04,705.0,1,SLUSHY,39.744412,-105.488961,25,M
2019-03-04,737.0,1,ICY,39.740309,-105.504955,25,M
2019-03-04,1640.0,1,DRY,39.746626,-105.543024,65,M
2019-03-04,1812.0,2,DRY,39.714325,-105.192405,37,M
2019-03-06,910.0,2,DRY,39.737692,-105.431195,57,M
2019-03-06,1420.0,1,WET,39.745626,-105.466444,42,M
2019-03-06,1750.0,2,DRY,39.710095,-105.294874,44,M
2019-03-07,129.0,2,SLUSHY,39.746565,-105.151278,27,F
2019-03-07,536.0,1,SLUSHY,39.740865,-105.520381,36,M
