Date,Time,Latitude,Longitude,Vehicles,Condition,Driver Age,Driver Sex
2024-02-08,HOUR22,39.74618,-105.4658,1.0,Clear,33.0,M
2024-02-09,HOUR19,39.74045,-104.69198,2.0,Cloudy,24.0,M
2024-02-09,HOUR19,39.74035,-104.68681,1.0,Clear,65.0,M
2024-02-10,HOUR4,39.73336,-104.36436,1.0,Clear,41.0,M
2024-02-10,HOUR6,39.73275,-105.16804,1.0,Snow,17.0,F
2024-02-10,HOUR7,39.73336,-104.36406,1.0,Snow,65.0,M
2024-02-10,HOUR7,39.73847,-104.4222,2.0,Snow,35.0,M
2024-02-10,HOUR7,39.73848,-104.4222,2.0,Snow,35.0,M
2024-02-10,HOUR7,39.74541,-105.46668,2.0,Snow,19.0,F
2024-02-10,HOUR9,39.71431,-105.36946,1.0,Cloudy,19.0,M
2024-02-11,HOUR7,39.72212,-104.24857,1.0,Clear,43.0,F
2024-02-11,HOUR12,39.72748,-105.4221,3.0,Cloudy,29.0,M
2024-02-12,HOUR9,39.72332,-105.4159,2.0,Clear,,
2024-02-13,HOUR14,39.74218,-104.7352,2.0,Clear,26.0,M
2024-02-13,HOUR18,39.73508,-105.1656,2.0,Clear,26.0,F
2024-02-14,HOUR16,39.73345,-105.167128,3.0,Clear,49.0,M
2024-02-14,HOUR17,39.72323,-105.1822,2.0,Clear,27.0,M
2024-02-15,HOUR6,39.74027,-105.06261,2.0,,,U
2024-02-16,HOUR5,39.73992,-104.583,2.0,Snow,59.0,M
2024-02-16,HOUR6,39.74024,-104.73106,2.0,Snow,28.0,M
2024-02-16,HOUR18,39.72838,-105.17456,1.0,Freezing Rain or Freezing Drizzle,17.0,F
2024-02-17,HOUR7,39.73839,-104.4215,2.0,Clear,70.0,F
2024-02-17,HOUR10,39.74087,-105.51618,2.0,Clear,38.0,M
2024-02-17,HOUR10,39.74424,-105.44249,2.0,Clear,18.0,M
2024-02-17,HOUR19,39.74755,-105.67291,1.0,Clear,22.0,M
2024-02-19,HOUR6,39.71602,-105.39142,2.0,Clear,36.0,M
2024-02-19,HOUR16,39.73787,-104.6407,1.0,Clear,24.0,M
2024-02-19,HOUR22,39.74353,-105.4511,1.0,Clear,55.0,M
2024-02-21,HOUR5,39.7112,-106.70584,1.0,Clear,62.0,F
2024-02-21,HOUR14,39.74382,-105.48329,2.0,Clear,34.0,M
2024-02-22,HOUR1,39.72087,-105.18634,2.0,Clear,41.0,M
2024-02-22,HOUR10,39.74253,-105.43326,1.0,Clear,55.0,M
2024-02-23,HOUR8,39.74023,-104.60994,1.0,Clear,49.0,F
2024-02-23,HOUR8,39.72342,-105.4158,2.0,Clear,39.0,M
2024-02-23,HOUR14,39.71072,-105.2962,1.0,Clear,59.0,M
2024-02-24,HOUR7,39.74002,-105.43235,2.0,Clear,70.0,M
2024-02-24,HOUR10,39.73244,-104.30896,2.0,Clear,43.0,F
2024-02-24,HOUR10,39.71597,-105.38734,1.0,Clear,27.0,M
2024-02-24,HOUR15,39.72232,-105.18357,2.0,Clear,,
2024-02-24,HOUR15,39.72232,-105.18357,2.0,Clear,26.0,M
2024-02-27,HOUR9,39.74609,-105.67683,1.0,Cloudy,27.0,M
2024-02-27,HOUR9,39.74634,-105.67632,4.0,Snow,36.0,M
2024-02-27,HOUR9,39.74023,-104.66451,1.0,Blowing Snow,20.0,M
2024-02-27,HOUR10,39.74011,-104.72648,1.0,Blowing Snow,18.0,M
2024-02-27,HOUR11,39.71744,-104.22814,2.0,Blowing Snow,20.0,M
2024-03-01,HOUR17,39.71671,-105.69666,2.0,Clear,,
2024-03-02,HOUR4,39.74001,-104.68173,1.0,Clear,30.0,M
2024-03-02,HOUR13,39.73151,-105.1696,1.0,Clear,43.0,F
2024-03-02,HOUR15,39.7435,-105.49116,3.0,Clear,21.0,M
2024-03-02,HOUR15,39.74254,-105.49316,2.0,Clear,22.0,M
2024-03-03,HOUR15,39.74087,-104.716,2.0,Clear,54.0,M
2024-03-04,HOUR8,39.73331,-105.16802,4.0,Clear,23.0,F
2024-03-06,HOUR17,39.71563,-104.22551,2.0,Clear,23.0,M
2024-03-06,HOUR21,39.71935,-105.18862,2.0,Clear,80.0,F
2024-03-07,HOUR10,39.73485,-105.16594,2.0,Clear,19.0,F
2024-03-07,HOUR19,39.71616,-105.397,2.0,Snow,25.0,M
2024-03-08,HOUR5,39.71765,-104.23057,1.0,Snow,75.0,M
2024-03-08,HOUR17,39.71209,-105.19449,2.0,Cloudy,33.0,M
2024-03-09,HOUR11,39.74038,-104.71305,2.0,Clear,54.0,M
2024-03-10,HOUR10,39.74244,-105.49337,2.0,Clear,17.0,M
2024-03-10,HOUR10,39.74244,-105.49337,2.0,Clear,17.0,M
2024-03-11,HOUR2,39.74164,-105.68432,1.0,Clear,42.0,M
2024-03-11,HOUR12,39.71603,-105.37302,2.0,Cloudy,23.0,M
2024-03-11,HOUR13,39.72474,-105.4189,1.0,Cloudy,41.0,F
2024-03-12,HOUR8,39.73833,-104.46203,2.0,Clear,29.0,M
2024-03-12,HOUR16,39.71418,-105.31154,3.0,Cloudy,20.0,M
2024-03-13,HOUR18,39.71538,-105.39288,1.0,Snow,33.0,M
2024-03-13,HOUR20,39.71989,-105.40453,2.0,Snow,40.0,M
2024-03-14,HOUR11,39.70873,-105.34775,2.0,Snow,24.0,M
2024-03-14,HOUR20,39.74016,-104.69074,1.0,Snow,27.0,F
2024-03-16,HOUR0,39.74072,-105.51693,1.0,Clear,53.0,M
2024-03-16,HOUR9,39.70876,-105.28366,1.0,Clear,70.0,M
2024-03-16,HOUR13,39.73882,-105.16036,2.0,Clear,,
2024-03-16,HOUR13,39.73882,-105.16036,2.0,Clear,47.0,M
2024-03-16,HOUR14,39.7177,-105.6962,3.0,Clear,66.0,F
2024-03-17,HOUR6,39.74011,-104.72539,1.0,Clear,,
2024-03-18,HOUR5,39.74551,-105.46663,1.0,Clear,44.0,M
2024-03-18,HOUR8,39.74076,-105.51708,3.0,Clear,25.0,M
2024-03-18,HOUR9,39.74139,-105.52297,2.0,Clear,24.0,M
2024-03-18,HOUR16,39.71571,-105.39425,1.0,Clear,25.0,M
2024-03-19,HOUR7,39.738208,-104.477456,2.0,Clear,,
2024-03-20,HOUR9,39.74005,-104.61282,2.0,Clear,49.0,M
2024-03-20,HOUR22,39.71331,-105.36714,1.0,Clear,19.0,M
2024-03-23,HOUR15,39.74074,-105.49658,2.0,Clear,,
2024-03-23,HOUR21,39.74138,-104.73449,2.0,Clear,39.0,M
2024-03-24,HOUR18,39.71667,-105.39755,2.0,Snow,34.0,M
2024-03-24,HOUR18,39.73872,-105.43183,2.0,Snow,24.0,F
2024-03-24,HOUR21,39.74042,-104.72799,2.0,Snow,29.0,M
2024-03-24,HOUR23,39.73326,-104.3782,1.0,Snow,38.0,M
2024-03-25,HOUR6,39.73433,-105.42834,3.0,Cloudy,19.0,M
2024-03-25,HOUR11,39.71306,-105.30522,1.0,Fog,30.0,M
2024-03-26,HOUR15,39.72565,-105.17923,2.0,Clear,29.0,F
2024-03-27,HOUR0,39.72619,-104.26328,1.0,Clear,21.0,M
2024-03-28,HOUR12,39.72675,-105.42212,2.0,Clear,26.0,F
2024-03-28,HOUR17,39.71602,-105.19182,2.0,Clear,,
2024-03-29,HOUR11,39.71396,-105.30978,2.0,Snow,51.0,F
2024-03-30,HOUR6,39.729,-105.4242,2.0,Cloudy,28.0,M
2024-03-30,HOUR18,39.73289,-104.36646,2.0,Clear,,
2024-04-01,HOUR8,39.738302,-104.527346,2.0,Clear,64.0,M
2024-04-01,HOUR13,39.72643,-105.17778,1.0,Cloudy,40.0,M
2024-04-01,HOUR18,39.725,-105.41939,1.0,Blowing Snow,31.0,M
2024-04-01,HOUR18,39.71288,-105.36668,1.0,Snow,25.0,M
2024-04-02,HOUR4,39.72713,-105.17691,1.0,Cloudy,28.0,M
2024-04-02,HOUR14,39.71268,-105.30481,2.0,Clear,32.0,M
2024-04-03,HOUR7,39.74007,-104.72487,2.0,Clear,17.0,M
2024-04-03,HOUR11,39.73171,-105.16978,3.0,Clear,91.0,F
2024-04-04,HOUR16,39.73327,-105.16745,2.0,Clear,87.0,M
2024-04-04,HOUR17,39.717429,-105.189978,2.0,Clear,26.0,M
2024-04-06,HOUR21,39.73787,-105.68663,4.0,Blowing Snow,22.0,M
2024-04-06,HOUR22,39.73513,-105.16559,3.0,Wind,,
2024-04-07,HOUR3,39.73861,-104.64264,2.0,Clear,,
2024-04-12,HOUR16,39.74375,-105.48136,2.0,Clear,27.0,M
2024-04-13,HOUR14,39.73999,-104.61613,1.0,Wind,38.0,M
2024-04-17,HOUR22,39.74669,-105.46345,2.0,Rain,54.0,M
2024-04-19,HOUR17,39.71547,-105.38392,1.0,Snow,19.0,M
2024-04-19,HOUR19,39.74003,-104.58551,1.0,Snow,19.0,F
2024-04-19,HOUR21,39.74006,-104.58713,1.0,Freezing Rain or Freezing Drizzle,23.0,M
2024-04-19,HOUR22,39.71225,-105.36079,2.0,Snow,23.0,F
2024-04-19,HOUR23,39.72811,-105.42309,1.0,Snow,29.0,M
2024-04-20,HOUR1,39.73414,-104.38484,1.0,Snow,34.0,F
2024-04-20,HOUR1,39.73797,-104.63748,1.0,Snow,20.0,F
2024-04-20,HOUR5,39.73457,-104.3287,2.0,Snow,,
2024-04-20,HOUR5,39.74025,-104.66368,1.0,Snow,29.0,M
2024-04-20,HOUR8,39.73485,-104.38936,1.0,Snow,28.0,F
2024-04-20,HOUR21,39.71298,-105.30522,1.0,Clear,46.0,M
2024-04-22,HOUR22,39.74277,-105.68309,1.0,Clear,38.0,F
2024-04-23,HOUR19,39.74254,-104.73646,1.0,Clear,61.0,M
2024-04-24,HOUR13,39.71454,-105.19261,2.0,Clear,27.0,M
2024-04-24,HOUR13,39.71454,-105.19261,2.0,Clear,27.0,M
2024-04-24,HOUR13,39.71454,-105.19261,2.0,Clear,27.0,M
2024-04-24,HOUR14,39.73761,-104.43376,2.0,Clear,41.0,M
2024-04-24,HOUR15,39.743902,-105.481036,2.0,Clear,69.0,M
2024-04-24,HOUR23,39.73442,-104.33379,1.0,Clear,43.0,M
2024-04-25,HOUR10,39.74035,-105.15986,2.0,Clear,45.0,M
2024-04-27,HOUR9,39.72492,-105.179713,2.0,Freezing Rain or Freezing Drizzle,28.0,F
2024-04-27,HOUR11,39.73876,-104.52932,2.0,Snow,19.0,M
2024-04-27,HOUR13,39.73393,-104.38437,2.0,Snow,64.0,F
2024-04-29,HOUR21,39.73347,-104.31506,1.0,Clear,61.0,M
2024-05-02,HOUR22,39.740217,-104.674189,1.0,Clear,,
2024-05-02,HOUR22,39.74024,-104.67587,1.0,Clear,36.0,M
2024-05-05,HOUR18,39.71356,-105.19492,1.0,Clear,37.0,M
2024-05-06,HOUR13,39.70806,-105.28132,1.0,Wind,58.0,F
2024-05-07,HOUR7,39.70867,-105.19193,4.0,Cloudy,,
2024-05-07,HOUR23,39.72981,-104.27892,2.0,Clear,,
2024-05-09,HOUR10,39.74032,-104.70257,2.0,Clear,,
2024-05-11,HOUR16,39.74566,-105.43874,1.0,Clear,29.0,M
2024-05-12,HOUR3,39.74401,-105.68142,1.0,Freezing Rain or Freezing Drizzle,37.0,M
2024-05-13,HOUR5,39.74025,-104.67938,1.0,Clear,19.0,M
2024-05-13,HOUR12,39.74668,-105.43708,1.0,Clear,37.0,M
2024-05-14,HOUR6,39.73805,-104.63839,1.0,Clear,,U
2024-05-14,HOUR9,39.73061,-105.1723,2.0,Clear,53.0,M
2024-05-14,HOUR12,39.71495,-105.37826,2.0,Clear,32.0,M
2024-05-15,HOUR21,39.70861,-105.19699,1.0,Cloudy,34.0,M
2024-05-16,HOUR8,39.73325,-104.36802,2.0,Clear,18.0,M
2024-05-17,HOUR11,39.7402,-104.66302,2.0,Clear,18.0,F
2024-05-17,HOUR18,39.73815,-104.45892,2.0,Clear,36.0,M
2024-05-18,HOUR12,39.731,-105.16929,2.0,Clear,37.0,F
2024-05-20,HOUR15,39.73994,-104.60575,2.0,Cloudy,,
2024-05-20,HOUR16,39.73964,-104.71612,2.0,Rain,57.0,M
2024-05-21,HOUR14,39.7403,-104.60849,1.0,Rain,69.0,M
2024-05-21,HOUR14,39.70909,-105.31933,2.0,Clear,,
2024-05-24,HOUR15,39.7212,-105.40889,2.0,Clear,43.0,M
2024-05-27,HOUR12,39.71088,-106.70919,2.0,Clear,18.0,M
2024-05-27,HOUR17,39.74801,-105.672,1.0,Clear,,
2024-05-28,HOUR8,39.74463,-105.48878,2.0,Clear,20.0,M
2024-05-29,HOUR20,39.74049,-104.66098,1.0,Clear,22.0,M
2024-05-30,HOUR12,39.71869,-105.1888,1.0,Clear,38.0,F
2024-05-30,HOUR16,39.7295,-105.17232,2.0,Clear,58.0,M
2024-05-30,HOUR20,39.73838,-104.41262,1.0,Clear,48.0,M
2024-05-30,HOUR23,39.73977,-104.58035,1.0,Sleet or Hail,25.0,M
2024-05-31,HOUR4,39.73351,-104.31621,1.0,Clear,39.0,F
2024-05-31,HOUR6,39.72892,-105.17333,2.0,Cloudy,24.0,M
2024-05-31,HOUR20,39.71001,-104.20589,2.0,Clear,46.0,M
2024-06-04,HOUR3,39.72118,-105.40974,1.0,Clear,35.0,M
2024-06-04,HOUR7,39.74102,-105.15805,1.0,Cloudy,23.0,F
2024-06-04,HOUR15,39.72566,-105.17919,2.0,Clear,,
2024-06-05,HOUR3,39.74032,-104.60937,1.0,Clear,53.0,F
2024-06-06,HOUR17,39.72629,-105.42077,2.0,Clear,65.0,M
2024-06-06,HOUR17,39.73613,-105.16385,2.0,Clear,31.0,F
2024-06-07,HOUR7,39.72195,-105.41246,2.0,Cloudy,40.0,M
2024-06-08,HOUR9,39.73999,-104.67829,1.0,Clear,25.0,M
2024-06-08,HOUR13,39.7462,-105.46054,1.0,Clear,22.0,M
2024-06-08,HOUR13,39.746337,-105.46088,1.0,Clear,22.0,M
2024-06-10,HOUR22,39.74009,-104.66729,2.0,Clear,25.0,F
2024-06-11,HOUR15,39.70996,-105.29445,2.0,Clear,25.0,M
2024-06-11,HOUR19,39.73566,-105.164437,2.0,Clear,20.0,M
2024-06-12,HOUR21,39.73831,-104.54044,1.0,Clear,18.0,M
2024-06-13,HOUR6,39.74546,-105.4396,1.0,Clear,45.0,M
2024-06-13,HOUR21,39.74406,-105.45606,2.0,Cloudy,33.0,M
2024-06-14,HOUR16,39.71318,-105.3144,2.0,Clear,52.0,M
2024-06-15,HOUR8,39.70837,-105.2822,0.0,Clear,70.0,M
2024-06-15,HOUR23,39.7429,-104.73693,3.0,Clear,,
2024-06-16,HOUR15,39.7109,-105.69728,2.0,Clear,30.0,M
2024-06-16,HOUR16,39.74004,-104.68235,1.0,Clear,41.0,M
2024-06-17,HOUR0,39.72891,-105.17397,1.0,Clear,23.0,M
2024-06-17,HOUR17,39.71391,-105.31257,1.0,Cloudy,37.0,M
2024-06-18,HOUR8,39.71313,-105.19333,2.0,Clear,61.0,F
2024-06-18,HOUR12,39.74665,-105.46221,1.0,Clear,34.0,M
2024-06-19,HOUR12,39.71106,-105.6973,6.0,Clear,38.0,M
2024-06-20,HOUR8,39.74478,-105.47456,2.0,Clear,,
2024-06-20,HOUR8,39.73842,-104.47747,2.0,Clear,18.0,M
2024-06-20,HOUR14,39.72521,-105.41964,2.0,Cloudy,60.0,F
2024-06-21,HOUR17,39.71903,-105.40177,1.0,Cloudy,33.0,M
2024-06-22,HOUR5,39.7289,-104.27387,1.0,Clear,26.0,M
2024-06-24,HOUR17,39.73876,-104.53178,1.0,Clear,82.0,F
2024-06-24,HOUR17,39.7246,-105.18074,2.0,Clear,31.0,F
2024-06-25,HOUR15,39.72494,-105.18019,3.0,Clear,85.0,M
2024-06-26,HOUR6,39.70954,-105.19557,1.0,Clear,72.0,F
2024-06-26,HOUR18,39.73836,-104.48153,2.0,Cloudy,,
2024-06-27,HOUR17,39.7203,-105.40629,2.0,Cloudy,39.0,M
2024-06-28,HOUR13,39.74667,-105.54343,2.0,Clear,57.0,M
2024-06-29,HOUR4,39.72769,-105.423,1.0,Clear,,
2024-06-29,HOUR8,39.74733,-105.15011,2.0,Clear,20.0,M
2024-06-29,HOUR21,39.7106,-106.71294,1.0,Clear,,U
2024-06-29,HOUR21,39.7251,-104.26002,1.0,Clear,18.0,M
2024-07-01,HOUR16,39.71393,-105.36863,3.0,Clear,68.0,M
2024-07-02,HOUR14,39.73868,-104.52814,2.0,Clear,71.0,M
2024-07-03,HOUR14,39.73251,-104.31045,2.0,Clear,56.0,M
2024-07-05,HOUR0,39.73946,-104.57114,2.0,Clear,17.0,M
2024-07-05,HOUR13,39.744266,-105.485188,2.0,Clear,29.0,M
2024-07-09,HOUR13,39.73323,-104.3606,1.0,Clear,23.0,M
2024-07-10,HOUR14,39.740701,-105.158024,2.0,Clear,28.0,M
2024-07-11,HOUR12,39.71937,-105.69595,2.0,Clear,77.0,M
2024-07-12,HOUR18,39.74626,-105.54149,2.0,Clear,20.0,M
2024-07-13,HOUR3,39.74007,-104.73011,1.0,Clear,30.0,M
2024-07-15,HOUR15,39.71997,-105.40485,1.0,Rain,46.0,M
2024-07-18,HOUR13,39.71018,-105.29444,2.0,Clear,80.0,M
2024-07-18,HOUR14,39.72774,-105.17543,2.0,Clear,,
2024-07-20,HOUR2,39.70906,-105.31936,1.0,Clear,21.0,M
2024-07-20,HOUR5,39.71405,-105.19502,1.0,Clear,67.0,M
2024-07-20,HOUR22,39.73887,-105.16075,2.0,Cloudy,34.0,F
2024-07-21,HOUR7,39.72008,-105.18734,1.0,Clear,39.0,F
2024-07-22,HOUR16,39.73911,-105.15839,2.0,Clear,39.0,M
2024-07-26,HOUR9,39.71072,-106.71083,2.0,Clear,,
2024-07-27,HOUR9,39.72921,-105.42456,3.0,Clear,64.0,M
2024-07-27,HOUR17,39.74334,-105.44416,2.0,Cloudy,30.0,M
2024-07-28,HOUR1,39.74029,-104.6651,1.0,Cloudy,25.0,M
2024-07-29,HOUR10,39.73827,-105.43164,1.0,Clear,21.0,M
2024-08-01,HOUR17,39.74016,-104.72895,2.0,Clear,45.0,M
2024-08-03,HOUR11,39.71003,-104.20609,1.0,Clear,26.0,M
2024-08-04,HOUR18,39.73864,-104.52694,2.0,Clear,31.0,M
2024-08-06,HOUR16,39.74462,-105.48726,2.0,Clear,,
2024-08-06,HOUR18,39.735,-104.391,2.0,Rain,71.0,M
2024-08-07,HOUR11,39.73841,-104.46118,2.0,Clear,32.0,M
2024-08-07,HOUR22,39.73999,-104.58754,1.0,Clear,30.0,M
2024-08-08,HOUR13,39.7111,-105.69722,1.0,Cloudy,22.0,M
2024-08-08,HOUR20,39.71179,-105.35326,1.0,Cloudy,53.0,F
2024-08-09,HOUR14,39.72663,-105.422,2.0,Cloudy,17.0,M
2024-08-09,HOUR17,39.71581,-105.1911,1.0,Cloudy,20.0,M
2024-08-11,HOUR3,39.74439,-105.15343,1.0,Cloudy,20.0,F
2024-08-11,HOUR22,39.74134,-105.51364,1.0,Clear,22.0,M
2024-08-12,HOUR4,39.74868,-105.67058,1.0,Clear,,
2024-08-12,HOUR7,39.741188,-105.013934,2.0,Clear,,
2024-08-12,HOUR20,39.73056,-105.69245,1.0,Clear,24.0,F
2024-08-14,HOUR18,39.74009,-104.72256,2.0,Clear,26.0,M
2024-08-14,HOUR21,39.72047,-105.40708,1.0,Rain,34.0,M
2024-08-15,HOUR13,39.74787,-105.67226,2.0,Clear,63.0,M
2024-08-15,HOUR23,39.73394,-104.31733,1.0,Cloudy,47.0,M
2024-08-17,HOUR11,39.71739,-104.2288,1.0,Clear,19.0,F
2024-08-17,HOUR15,39.71646,-105.69637,4.0,Clear,38.0,M
2024-08-18,HOUR8,39.72007,-105.41036,4.0,Cloudy,28.0,M
2024-08-19,HOUR13,39.7085,-105.28244,2.0,Rain,58.0,F
2024-08-20,HOUR10,39.71604,-105.19146,2.0,Clear,28.0,M
2024-08-21,HOUR5,39.74222,-104.73588,1.0,Clear,,
2024-08-21,HOUR16,39.73906,-105.15935,2.0,Cloudy,18.0,F
2024-08-22,HOUR8,39.73903,-105.16068,2.0,Cloudy,38.0,M
2024-08-22,HOUR8,39.73903,-105.16068,2.0,Cloudy,25.0,F
2024-08-22,HOUR14,39.7144,-105.19231,2.0,Clear,41.0,M
2024-08-22,HOUR18,39.7308,-105.1704,3.0,Cloudy,39.0,M
2024-08-23,HOUR15,39.73805,-104.41842,1.0,Cloudy,25.0,M
2024-08-24,HOUR8,39.7402,-104.61232,2.0,Clear,27.0,M
2024-08-24,HOUR19,39.74002,-104.61262,1.0,Cloudy,19.0,F
2024-08-25,HOUR17,39.74431,-105.47757,3.0,Clear,41.0,M
2024-08-25,HOUR21,39.73848,-104.52347,2.0,Clear,34.0,F
2024-08-27,HOUR14,39.73818,-104.45802,1.0,Clear,66.0,M
2024-08-28,HOUR15,39.73058,-105.17236,2.0,Clear,25.0,M
2024-09-02,HOUR14,39.74041,-105.15984,2.0,Clear,31.0,F
2024-09-02,HOUR15,39.73426,-104.33229,1.0,Clear,19.0,M
2024-09-03,HOUR1,39.74164,-105.49591,1.0,Clear,33.0,F
2024-09-04,HOUR15,39.72064,-105.40761,2.0,Rain,56.0,M
2024-09-04,HOUR16,39.71155,-105.30166,2.0,Rain,,
2024-09-05,HOUR16,39.74002,-104.68172,2.0,Clear,53.0,M
2024-09-06,HOUR10,39.713424,-105.36789,1.0,Clear,28.0,M
2024-09-08,HOUR13,39.74342,-105.49123,2.0,Clear,18.0,M
2024-09-08,HOUR20,39.71732,-105.18997,2.0,Clear,30.0,M
2024-09-09,HOUR17,39.73639,-105.42996,2.0,Clear,23.0,F
2024-09-10,HOUR18,39.7125,-105.30422,1.0,Wind,48.0,M
2024-09-11,HOUR6,39.71716,-105.19011,2.0,Clear,19.0,M
2024-09-11,HOUR8,39.73272,-105.16844,2.0,Clear,63.0,M
2024-09-11,HOUR8,39.7326,-105.16861,2.0,Clear,34.0,M
2024-09-11,HOUR17,39.7331,-104.36552,2.0,Clear,,U
2024-09-12,HOUR2,39.73058,-104.29892,1.0,Clear,30.0,M
2024-09-13,HOUR6,39.72257,-105.18388,3.0,Clear,35.0,M
2024-09-13,HOUR6,39.72907,-104.28948,2.0,Clear,53.0,M
