Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2014-01-01,230.0,1,DRY,39.715214,-104.220196,26,M
2014-01-01,809.0,2,SNOWY,39.74021,-104.71604,17,F
2014-01-01,1027.0,2,SNOWY,39.738658,-104.644386,29,M
2014-01-01,1245.0,1,DRY,39.714281,-105.311318,18,M
2014-01-01,1508.0,2,WET,39.747885,-105.15042,42,F
2014-01-01,1600.0,1,ICY,39.733901,-104.319316,44,M
2014-01-01,1645.0,6,ICY,39.730355,-104.295918,31,M
2014-01-01,1805.0,3,ICY,39.739866,-104.654323,20,M
2014-01-02,905.0,2,DRY,39.726733,-105.422002,42,F
2014-01-03,1722.0,2,DRY,39.73984,-105.159293,27,F
2014-01-04,630.0,1,SNOWY,39.738218,-104.440155,18,F
2014-01-04,915.0,1,ICY,39.733901,-104.319316,18,M
2014-01-04,1120.0,2,ICY,39.708433,-106.691931,55,M
2014-01-04,1339.0,3,SNOWY,39.73984,-105.159293,37,M
2014-01-04,1355.0,2,ICY,39.738187,-104.414107,28,M
2014-01-04,1420.0,3,SNOWY,39.746313,-105.460502,38,F
2014-01-04,1800.0,2,ICY,39.727366,-104.26852,18,M
2014-01-04,2100.0,1,ICY,39.749692,-105.548822,25,F
2014-01-04,2211.0,1,SNOWY,39.708558,-105.197047,30,M
2014-01-05,1.0,1,ICY,39.721332,-105.185546,21,M
2014-01-05,2109.0,1,ICY W/VIS ICY ROAD TREATMENT,39.725194,-105.179547,36,M
2014-01-06,30.0,1,SNOWY,39.712941,-105.193638,18,F
2014-01-09,1341.0,2,DRY,39.73984,-105.159293,18,F
2014-01-10,653.0,2,ICY,39.712625,-105.304159,31,M
2014-01-10,653.0,1,ICY,39.712625,-105.304159,61,F
2014-01-10,705.0,3,ICY,39.712625,-105.304159,0,
2014-01-10,711.0,2,ICY,39.710283,-105.295155,24,F
2014-01-10,1930.0,1,ICY,39.728031,-105.693535,27,F
2014-01-10,2120.0,1,ICY,39.728031,-105.693535,31,F
2014-01-11,1200.0,2,DRY,39.745032,-105.436478,0,
2014-01-11,1320.0,2,DRY,39.730995,-105.170467,50,F
2014-01-12,1220.0,2,ICY,39.724201,-105.694989,48,M
2014-01-12,1300.0,1,ICY,39.733136,-105.690868,49,M
2014-01-17,2015.0,2,DRY,39.739025,-105.431997,37,M
2014-01-17,2300.0,2,DRY,39.715554,-105.375386,31,M
2014-01-18,1254.0,1,DRY,39.744607,-105.680158,38,F
2014-01-19,330.0,1,DRY,39.709197,-105.348504,18,F
2014-01-19,1657.0,1,DRY,39.71356,-105.307706,49,M
2014-01-20,844.0,2,DRY,39.740041,-104.603997,70,M
2014-01-23,520.0,1,ICY,39.741664,-104.718358,28,M
2014-01-23,750.0,1,SNOWY,39.746313,-105.460502,25,M
2014-01-23,915.0,2,ICY,39.723276,-105.182498,36,M
2014-01-23,1650.0,2,DRY,39.712365,-105.697087,32,M
2014-01-24,1413.0,3,DRY,39.73984,-105.159293,0,
2014-01-25,1020.0,2,DRY,39.737691,-105.431198,51,F
2014-01-27,1433.0,1,SLUSHY,39.743567,-105.443484,43,M
