COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,20220118,P,1,5,5,3,17,52,99,144,164,211,237,230,269,342,383,426,362,231,141,55,36,18,10,5,01/18/2022
000223,20220118,S,13,5,4,10,40,106,88,298,410,378,262,186,176,165,156,150,162,147,128,94,54,46,26,7,01/18/2022
000223,20220119,P,4,3,2,2,7,44,61,62,107,174,169,162,185,233,264,331,342,216,135,39,45,14,15,6,01/19/2022
000223,20220119,S,8,4,7,8,35,119,90,245,331,270,211,185,133,136,153,180,172,132,101,60,61,36,33,15,01/19/2022
000223,20220120,P,5,3,3,4,10,35,58,79,105,148,183,175,226,283,335,408,415,234,183,67,25,29,16,10,01/20/2022
000223,20220120,S,10,11,6,5,36,112,84,267,369,345,300,251,208,245,268,240,351,300,251,209,147,122,64,32,01/20/2022
000223,20220121,P,9,2,4,5,11,36,51,86,106,147,175,184,224,340,394,455,483,309,170,83,30,19,18,16,01/21/2022
000223,20220121,S,29,19,16,13,27,83,162,526,569,480,366,318,374,381,385,393,497,527,587,547,486,325,159,59,01/21/2022
000223,20220122,P,12,4,4,7,12,28,44,73,83,154,251,324,396,565,829,922,971,805,293,171,89,43,26,7,01/22/2022
000223,20220122,S,45,9,7,6,27,129,545,700,742,705,631,650,506,341,279,284,236,186,182,105,104,62,34,17,01/22/2022
000223,20220123,P,1,3,9,6,14,31,53,125,182,423,802,947,931,1003,952,915,928,882,788,457,265,100,33,5,01/23/2022
000223,20220123,S,9,9,4,9,15,98,778,874,677,419,365,356,282,201,195,185,142,103,96,75,72,44,26,16,01/23/2022
000223,20220124,P,4,2,8,8,11,41,130,167,197,238,267,298,270,385,412,424,354,278,163,63,49,20,9,8,01/24/2022
000223,20220124,S,6,4,6,2,27,104,110,273,384,343,295,232,195,153,147,198,179,143,91,93,71,44,39,18,01/24/2022
000223,20220125,P,5,6,0,2,7,34,48,65,77,104,100,111,162,209,219,265,337,192,116,55,25,13,14,6,01/25/2022
000223,20220125,S,5,6,3,5,29,109,81,203,276,213,160,133,112,95,126,130,104,125,74,45,44,35,25,10,01/25/2022
000223,20220126,P,3,1,1,4,9,33,54,93,116,179,151,184,266,364,429,457,450,244,169,67,40,23,14,7,01/26/2022
000223,20220126,S,7,4,6,7,39,108,106,307,434,450,330,238,196,166,150,200,204,158,153,87,77,60,42,23,01/26/2022
000223,20220127,P,7,0,4,6,2,29,64,58,93,138,126,168,152,246,279,169,364,206,132,45,43,30,19,8,01/27/2022
000223,20220127,S,13,8,4,8,32,118,104,285,333,257,221,216,152,206,267,266,327,298,245,215,168,98,46,42,01/27/2022
000223,20220128,P,7,3,3,2,3,32,42,72,118,180,210,248,284,453,518,643,616,345,162,83,44,38,23,9,01/28/2022
000223,20220128,S,25,12,11,18,52,101,174,539,639,601,513,435,422,395,454,578,724,792,733,666,433,247,95,46,01/28/2022
000223,20220129,P,2,7,2,1,11,37,51,87,122,166,264,301,393,567,839,990,1007,827,381,214,103,56,27,17,01/29/2022
000223,20220129,S,27,21,12,11,48,181,677,831,793,650,598,643,515,339,288,314,244,219,157,113,91,78,45,24,01/29/2022
000223,20220130,P,13,8,4,11,11,28,67,126,195,510,858,1071,965,930,923,927,946,902,885,735,316,100,28,8,01/30/2022
000223,20220130,S,10,6,11,9,14,78,728,786,534,342,427,329,249,205,169,171,141,118,95,84,64,47,32,22,01/30/2022
000223,20220131,P,5,2,6,1,12,49,150,195,197,256,339,317,326,390,429,438,423,301,134,83,48,27,15,10,01/31/2022
000223,20220131,S,5,3,3,6,38,81,109,283,386,367,292,223,172,149,165,165,180,156,116,99,72,34,29,8,01/31/2022
000223,20220201,P,6,2,2,1,9,39,63,86,131,148,202,222,242,213,261,253,277,137,105,32,20,8,7,6,02/01/2022
000223,20220201,S,11,5,1,7,44,104,82,228,306,248,207,172,157,138,157,139,143,111,75,63,49,51,32,28,02/01/2022
000223,20220202,P,3,4,2,0,5,18,39,41,59,77,86,115,185,178,234,226,249,186,127,39,29,14,6,13,02/02/2022
000223,20220202,S,12,3,5,8,32,113,52,181,215,136,104,135,97,97,114,119,143,122,76,64,55,33,29,22,02/02/2022
000223,20220203,P,3,3,1,3,10,39,68,72,112,129,173,180,191,193,283,297,320,213,130,53,27,22,17,11,02/03/2022
000223,20220203,S,15,5,5,8,38,100,53,163,291,242,202,184,218,192,242,241,353,285,262,199,146,85,68,30,02/03/2022
000223,20220204,P,3,5,4,4,9,35,59,83,129,169,171,233,235,358,501,577,511,370,159,84,53,20,14,11,02/04/2022
000223,20220204,S,16,19,7,12,25,73,135,439,577,574,490,443,340,417,432,624,733,865,764,632,434,225,83,57,02/04/2022
000223,20220205,P,9,4,0,7,10,33,54,72,136,193,287,314,420,577,826,967,809,479,252,163,99,54,33,15,02/05/2022
000223,20220205,S,33,19,10,4,21,148,746,757,651,608,474,500,413,301,328,332,261,263,202,147,100,68,48,35,02/05/2022
000223,20220206,P,4,1,8,10,11,15,51,76,165,317,839,953,1005,975,966,923,937,890,813,667,291,80,21,21,02/06/2022
000223,20220206,S,10,6,8,6,9,69,628,825,671,507,429,371,264,245,241,222,179,141,114,83,61,37,24,26,02/06/2022
000223,20220207,P,5,3,2,6,14,43,131,203,214,287,357,357,357,408,561,547,554,306,153,78,52,17,17,6,02/07/2022
000223,20220207,S,6,12,4,4,35,82,95,298,579,480,320,234,203,159,215,174,183,119,115,76,64,33,32,15,02/07/2022
000223,20220208,P,2,2,3,2,7,35,69,110,138,163,188,217,255,308,342,413,389,242,135,59,42,22,15,7,02/08/2022
000223,20220208,S,9,5,6,8,43,109,105,247,414,379,270,197,175,154,167,186,181,175,96,78,69,41,26,15,02/08/2022
000223,20220209,P,2,7,2,4,13,39,72,90,133,172,219,227,246,305,386,412,375,233,138,62,50,28,10,11,02/09/2022
000223,20220209,S,10,6,5,11,44,131,95,291,400,346,257,201,164,191,187,216,218,177,129,131,95,66,45,22,02/09/2022
000223,20220210,P,4,3,9,4,5,42,69,95,128,177,218,215,251,335,424,475,480,309,134,86,48,33,21,12,02/10/2022
000223,20220210,S,15,10,5,12,41,127,107,307,503,451,342,264,225,247,241,259,285,353,245,231,193,151,73,43,02/10/2022
000223,20220211,P,7,8,4,3,9,34,76,99,148,200,254,275,328,476,482,516,473,281,165,65,46,19,17,10,02/11/2022
000223,20220211,S,31,18,11,17,39,109,138,505,639,558,469,417,357,442,391,509,467,339,298,577,767,558,285,121,02/11/2022
000223,20220212,P,6,9,7,8,11,26,49,75,107,193,225,342,441,572,694,923,942,819,354,200,101,60,28,17,02/12/2022
000223,20220212,S,56,42,21,20,34,136,549,775,865,696,589,620,574,341,307,317,275,210,184,125,100,88,43,27,02/12/2022
000223,20220213,P,7,9,9,7,19,37,83,149,236,486,895,1013,1028,994,956,994,846,508,288,238,196,160,31,7,02/13/2022
000223,20220213,S,11,9,13,9,14,95,812,843,326,377,395,363,288,253,206,205,146,108,63,64,53,60,18,9,02/13/2022
000223,20220214,P,9,5,5,5,16,55,183,244,263,320,341,311,294,357,447,464,448,254,167,59,50,31,13,11,02/14/2022
000223,20220214,S,12,6,3,9,34,78,126,285,392,379,308,235,189,163,173,182,176,163,136,100,67,38,23,25,02/14/2022
000223,20220215,P,7,1,7,4,13,42,84,104,142,198,220,199,279,300,414,386,434,257,169,74,44,37,16,11,02/15/2022
000223,20220215,S,11,7,7,8,44,123,97,286,451,330,299,205,182,153,200,197,218,175,108,109,90,73,36,19,02/15/2022
000223,20220216,P,6,4,1,1,16,44,67,93,122,212,182,141,190,289,201,266,256,189,71,32,26,16,10,6,02/16/2022
000223,20220216,S,13,11,3,11,39,125,83,244,387,313,228,184,179,226,181,137,124,153,123,71,53,54,40,23,02/16/2022
000223,20220217,P,9,0,6,3,5,25,55,64,98,140,175,229,242,380,537,544,532,305,190,80,50,35,21,19,02/17/2022
000223,20220217,S,31,10,16,9,46,119,150,323,459,524,404,355,288,303,284,333,374,340,296,271,221,149,90,50,02/17/2022
000223,20220218,P,6,2,2,7,14,30,65,97,163,219,280,280,297,443,648,682,725,476,250,128,64,60,24,19,02/18/2022
000223,20220218,S,35,26,9,15,34,123,221,567,627,622,646,614,588,636,631,694,819,742,487,442,415,253,117,93,02/18/2022
000223,20220219,P,6,3,8,8,18,36,49,98,140,229,336,327,412,586,803,865,803,594,339,188,121,59,25,13,02/19/2022
000223,20220219,S,36,34,31,35,69,276,919,743,530,377,550,600,513,450,426,381,333,271,180,129,132,89,61,26,02/19/2022
000223,20220220,P,8,3,3,10,19,18,58,97,222,404,618,718,631,915,916,980,771,780,411,326,220,96,41,22,02/20/2022
000223,20220220,S,22,17,7,3,14,108,768,681,412,490,472,446,333,288,256,262,241,212,153,91,89,58,39,25,02/20/2022
000223,20220221,P,7,1,11,15,41,56,163,240,395,657,908,876,806,771,844,690,614,379,197,119,57,29,21,10,02/21/2022
000223,20220221,S,16,12,10,6,43,110,246,443,469,328,322,305,227,272,262,230,211,155,116,63,61,28,23,21,02/21/2022
000223,20220222,P,5,3,3,5,14,32,69,108,126,164,241,234,210,268,272,332,337,193,121,64,34,28,8,12,02/22/2022
000223,20220222,S,10,24,5,12,37,99,73,181,296,221,196,151,134,109,147,146,175,136,86,59,45,40,38,20,02/22/2022
000223,20220223,P,7,5,3,2,11,36,64,92,102,131,152,152,202,211,308,348,437,169,118,48,38,18,15,6,02/23/2022
000223,20220223,S,13,7,15,10,45,133,90,238,328,296,226,217,146,146,174,170,164,166,116,75,78,42,42,33,02/23/2022
000223,20220224,P,9,2,9,5,12,35,61,71,113,146,210,241,294,418,475,591,508,266,170,76,35,38,19,8,02/24/2022
000223,20220224,S,23,11,15,14,40,109,115,385,565,417,335,284,246,244,273,319,333,344,247,212,187,124,77,41,02/24/2022
000223,20220225,P,8,2,5,5,12,33,56,114,136,233,244,297,320,431,534,643,655,457,215,81,46,49,15,10,02/25/2022
000223,20220225,S,49,31,17,17,41,89,174,592,705,604,484,390,365,387,429,540,744,821,639,469,348,218,111,75,02/25/2022
000223,20220226,P,4,5,5,12,13,35,55,81,149,213,299,408,429,574,786,968,918,743,296,177,113,52,36,10,02/26/2022
000223,20220226,S,41,19,22,17,36,228,638,1002,742,600,530,543,359,298,328,319,318,254,170,112,99,76,62,25,02/26/2022
000223,20220227,P,15,8,7,11,11,41,78,149,275,533,915,989,1005,951,917,906,929,915,845,436,269,88,34,15,02/27/2022
000223,20220227,S,11,8,10,10,17,86,721,813,555,401,427,418,299,225,286,265,203,170,128,98,76,45,31,16,02/27/2022
000223,20220228,P,6,3,7,6,19,59,140,211,218,289,357,327,303,397,463,459,475,314,173,84,39,29,16,9,02/28/2022
000223,20220228,S,12,8,7,12,36,102,107,313,431,415,322,238,193,156,182,171,187,166,117,75,60,50,29,25,02/28/2022
000223,20220301,P,6,3,1,6,7,48,81,109,169,232,225,193,244,285,365,428,419,251,174,65,37,22,20,9,03/01/2022
000223,20220301,S,13,6,4,13,38,129,118,243,388,392,272,228,136,145,183,176,184,180,125,94,75,52,37,23,03/01/2022
000223,20220302,P,10,3,3,4,6,42,86,117,180,200,237,217,230,262,378,381,442,261,187,79,41,32,17,14,03/02/2022
000223,20220302,S,12,7,9,13,43,138,103,173,329,349,357,255,189,183,204,194,247,233,169,129,122,85,58,29,03/02/2022
000223,20220303,P,6,6,3,3,12,44,68,118,157,208,218,210,262,341,352,454,447,289,164,83,44,27,24,13,03/03/2022
000223,20220303,S,14,8,2,15,41,152,94,234,331,449,398,247,231,197,264,289,329,358,274,250,193,134,72,46,03/03/2022
000223,20220304,P,7,3,6,4,12,39,75,102,149,223,241,265,338,350,447,487,592,326,178,100,51,29,21,8,03/04/2022
000223,20220304,S,28,27,10,11,35,115,186,491,578,508,414,338,322,419,447,567,783,663,535,455,351,211,90,73,03/04/2022
000223,20220305,P,2,8,13,12,9,34,75,89,139,204,305,323,365,529,580,550,598,416,211,119,71,42,42,15,03/05/2022
000223,20220305,S,44,17,9,8,29,162,631,682,346,295,368,390,337,288,308,307,246,229,153,136,108,69,52,35,03/05/2022
000223,20220306,P,12,6,6,7,14,26,65,136,241,482,810,903,907,935,945,697,546,670,294,254,173,112,30,10,03/06/2022
000223,20220306,S,26,24,17,8,11,71,432,556,458,246,254,275,250,207,211,187,136,116,90,95,49,59,24,12,03/06/2022
000223,20220307,P,7,4,3,2,10,42,116,196,186,255,304,324,315,432,481,534,522,267,172,77,44,29,10,11,03/07/2022
000223,20220307,S,14,12,6,13,23,94,114,321,565,463,290,244,192,185,170,173,192,157,97,69,70,34,35,19,03/07/2022
000223,20220308,P,3,3,4,4,8,49,69,124,149,205,216,283,254,317,398,427,494,300,163,69,44,30,12,8,03/08/2022
000223,20220308,S,14,4,6,12,29,118,102,312,465,393,317,218,177,163,162,186,197,158,115,95,66,57,27,21,03/08/2022
000223,20220309,P,3,5,2,9,13,42,73,102,141,162,194,175,198,264,326,262,267,158,84,40,23,24,10,7,03/09/2022
000223,20220309,S,11,7,4,8,44,123,86,246,359,301,173,166,157,136,135,116,177,116,102,79,72,61,19,41,03/09/2022
000223,20220310,P,3,5,5,6,8,36,51,87,115,114,169,199,293,362,409,498,410,226,157,54,49,27,14,11,03/10/2022
000223,20220310,S,15,6,12,16,55,118,89,283,608,465,241,187,173,172,228,239,251,261,207,169,141,99,63,48,03/10/2022
000223,20220311,P,5,3,4,7,5,41,56,130,164,225,324,294,312,419,516,481,477,289,162,86,48,38,28,24,03/11/2022
000223,20220311,S,28,17,16,16,44,78,163,468,556,459,389,341,343,389,386,500,651,711,427,532,402,196,103,49,03/11/2022
000223,20220312,P,8,6,4,5,14,31,68,115,134,261,318,337,345,541,759,799,779,527,272,167,90,51,20,27,03/12/2022
000223,20220312,S,38,21,7,15,32,183,605,753,558,463,553,633,538,490,504,489,420,293,240,181,154,92,70,50,03/12/2022
000223,20220313,P,9,7,4,9,26,52,87,191,338,743,780,720,806,842,835,820,610,377,284,160,63,28,18,7,03/13/2022
000223,20220313,S,16,16,10,12,52,504,541,305,331,411,452,363,407,450,438,372,282,197,161,110,80,46,17,16,03/13/2022
000223,20220314,P,4,5,4,9,46,78,150,164,214,297,327,278,364,405,494,539,382,216,120,63,39,26,14,7,03/14/2022
000223,20220314,S,11,11,16,34,101,123,311,437,407,348,281,336,305,291,297,288,233,166,108,71,57,37,26,15,03/14/2022
000223,20220315,P,3,9,1,18,37,78,122,173,254,293,288,289,327,388,410,591,356,267,122,77,46,17,10,5,03/15/2022
000223,20220315,S,12,5,12,41,128,103,326,409,312,313,331,263,216,226,288,296,206,155,123,102,76,54,16,15,03/15/2022
000223,20220316,P,5,5,3,15,50,98,127,193,273,334,318,295,341,425,394,405,263,143,71,29,19,9,13,3,03/16/2022
000223,20220316,S,5,3,12,50,140,80,278,369,380,285,300,239,287,258,243,285,180,161,118,71,66,58,25,20,03/16/2022
000223,20220317,P,2,3,2,10,32,51,73,91,158,245,247,214,307,418,449,519,386,180,98,52,42,20,13,8,03/17/2022
000223,20220317,S,7,4,4,20,85,71,250,423,451,328,230,236,221,227,268,245,234,136,135,117,88,45,37,19,03/17/2022
000223,20220318,P,2,5,9,13,40,103,154,220,408,614,449,394,548,699,792,863,529,265,119,78,57,14,14,9,03/18/2022
000223,20220318,S,8,7,10,39,102,260,772,788,570,515,585,433,412,423,467,626,570,450,346,269,201,78,53,32,03/18/2022
000223,20220319,P,9,8,7,13,48,109,154,244,352,447,476,477,572,705,744,791,502,296,132,92,75,34,15,3,03/19/2022
000223,20220319,S,11,16,13,28,166,779,699,512,327,426,475,419,343,350,347,299,239,186,158,108,89,41,18,13,03/19/2022
000223,20220320,P,5,6,8,15,36,88,136,258,462,726,806,754,811,766,833,637,446,306,249,130,67,47,10,6,03/20/2022
000223,20220320,S,11,9,7,7,46,453,445,314,307,340,393,343,327,354,361,290,240,201,117,101,79,50,29,19,03/20/2022
000223,20220321,P,3,5,4,14,33,57,98,147,203,219,219,275,287,329,401,432,250,141,86,41,29,13,9,3,03/21/2022
000223,20220321,S,9,11,12,34,87,105,303,378,292,263,283,243,202,188,189,169,164,99,88,69,41,25,24,17,03/21/2022
000223,20220323,P,5,5,5,6,7,40,64,93,145,205,316,303,280,441,501,557,552,343,227,104,70,30,17,10,03/23/2022
000223,20220323,S,10,4,9,13,38,131,107,355,586,500,386,272,221,222,242,239,231,184,172,151,84,67,48,19,03/23/2022
000223,20220324,P,2,4,3,3,15,54,82,105,134,174,301,276,261,394,424,466,458,328,193,102,54,36,22,16,03/24/2022
000223,20220324,S,29,12,7,4,38,112,85,274,413,467,330,269,237,211,218,270,277,277,231,173,141,107,63,53,03/24/2022
000223,20220325,P,7,5,6,10,14,46,73,118,191,234,351,302,381,393,470,554,550,343,216,128,54,46,19,16,03/25/2022
000223,20220325,S,23,13,12,11,32,73,128,345,497,428,384,361,317,292,332,399,489,500,338,270,213,148,77,48,03/25/2022
000223,20220326,P,9,7,12,9,18,38,84,110,167,261,418,435,407,485,540,601,529,384,242,171,90,64,27,18,03/26/2022
000223,20220326,S,18,14,12,8,25,85,390,470,340,348,362,420,338,276,286,246,243,192,148,132,87,68,33,16,03/26/2022
000223,20220327,P,10,2,9,5,10,20,50,100,158,376,698,691,673,611,630,637,589,383,238,170,110,57,22,7,03/27/2022
000223,20220327,S,12,9,5,7,7,36,181,328,279,232,270,312,191,191,186,208,170,154,114,91,76,31,27,16,03/27/2022
000223,20220328,P,4,2,4,6,10,32,93,125,157,249,289,301,252,251,331,394,319,216,129,89,60,27,16,7,03/28/2022
000223,20220328,S,16,5,7,12,27,95,113,203,280,283,209,183,178,152,180,195,199,200,131,104,97,46,44,21,03/28/2022
000223,20220329,P,3,5,1,3,9,51,64,83,114,151,179,192,179,208,218,227,234,165,101,42,28,24,21,8,03/29/2022
000223,20220329,S,8,8,10,7,36,107,70,194,198,244,192,149,153,153,143,149,173,131,99,78,56,51,31,18,03/29/2022
000223,20220330,P,6,4,2,2,7,39,54,64,93,150,152,212,308,382,500,476,462,256,182,18,0,0,0,0,03/30/2022
000223,20220330,S,9,9,6,10,32,136,111,454,513,428,287,186,175,156,147,157,178,163,114,30,0,0,0,0,03/30/2022
000223,20220401,P,7,1,5,6,4,30,72,86,142,151,219,221,243,335,371,443,439,344,187,78,68,32,42,16,04/01/2022
000223,20220401,S,23,23,15,13,31,93,106,330,436,388,304,306,266,291,298,368,441,495,406,341,251,164,78,33,04/01/2022
000223,20220402,P,10,4,3,3,13,48,49,98,162,194,279,286,368,416,507,570,594,454,270,124,74,63,48,12,04/02/2022
000223,20220402,S,41,24,12,12,15,75,397,576,406,402,469,451,319,259,246,213,210,179,147,117,98,86,46,33,04/02/2022
000223,20220403,P,6,5,8,8,7,11,39,106,173,333,599,600,566,639,628,631,624,394,287,149,99,55,12,7,04/03/2022
000223,20220403,S,20,15,12,6,12,22,169,343,296,284,272,230,165,159,153,149,154,120,89,71,67,37,33,18,04/03/2022
000223,20220404,P,4,6,3,5,10,40,78,130,174,194,257,228,238,248,286,303,299,195,171,67,28,34,6,6,04/04/2022
000223,20220404,S,13,10,10,10,30,100,98,178,263,300,215,154,112,99,144,133,146,151,109,78,53,46,29,14,04/04/2022
000223,20220405,P,5,1,4,8,11,34,67,72,87,116,161,159,145,184,161,189,179,143,106,36,27,18,8,13,04/05/2022
000223,20220405,S,20,8,8,11,40,109,76,155,187,167,143,93,86,96,96,114,111,101,92,66,43,44,28,11,04/05/2022
000223,20220406,P,8,5,2,1,7,32,76,82,134,131,167,195,228,242,229,224,253,176,147,56,43,18,15,14,04/06/2022
000223,20220406,S,11,7,4,11,31,125,85,198,265,238,178,167,114,121,134,141,176,139,128,70,87,42,32,11,04/06/2022
000223,20220407,P,4,2,1,4,8,43,65,84,94,151,169,211,209,254,253,274,318,202,124,77,50,23,15,8,04/07/2022
000223,20220407,S,12,6,5,10,37,119,80,187,305,299,231,186,141,168,165,156,174,186,168,122,102,61,59,23,04/07/2022
000223,20220408,P,5,5,5,5,11,25,51,74,149,163,221,199,200,280,319,421,338,275,156,86,56,29,23,13,04/08/2022
000223,20220408,S,16,9,1,2,38,76,93,207,365,368,289,257,210,209,246,272,371,392,437,291,214,114,63,33,04/08/2022
000223,20220409,P,4,3,3,6,12,23,43,88,125,182,254,235,286,377,467,446,451,263,184,111,72,50,18,12,04/09/2022
000223,20220409,S,26,18,10,6,27,59,175,350,387,365,370,323,240,201,196,234,213,165,137,117,93,57,36,21,04/09/2022
000223,20220410,P,6,6,7,6,9,20,48,86,134,276,485,614,459,530,500,445,350,267,160,134,58,40,9,7,04/10/2022
000223,20220410,S,7,11,12,4,4,31,100,174,236,248,210,197,168,140,159,149,154,116,121,95,65,39,35,20,04/10/2022
000223,20220411,P,6,1,6,3,10,33,70,109,124,164,174,203,187,217,234,257,253,174,119,68,56,23,12,11,04/11/2022
000223,20220411,S,15,6,4,13,33,87,101,164,214,197,190,140,147,128,139,143,155,112,124,77,83,39,27,19,04/11/2022
000223,20220412,P,9,2,7,1,5,46,40,63,91,121,102,127,133,173,189,207,242,161,96,33,26,9,12,8,04/12/2022
000223,20220412,S,12,3,10,5,44,120,83,145,283,216,151,90,94,75,87,102,103,110,91,62,46,53,23,13,04/12/2022
000223,20220415,P,4,8,2,6,11,27,49,72,132,174,174,229,300,436,586,588,510,317,180,80,53,25,8,9,04/15/2022
000223,20220415,S,22,15,16,10,24,93,119,410,606,536,389,316,224,216,200,257,307,341,283,250,137,104,62,50,04/15/2022
000223,20220416,P,8,5,3,5,5,31,34,70,138,192,252,313,346,514,626,663,583,341,174,93,63,30,20,14,04/16/2022
000223,20220416,S,16,13,5,7,13,30,258,549,561,479,401,313,281,212,182,180,167,170,157,113,64,49,42,26,04/16/2022
000223,20220417,P,7,5,2,5,8,8,36,54,155,203,393,466,429,445,441,407,380,229,125,74,58,33,15,7,04/17/2022
000223,20220417,S,25,7,7,5,7,10,82,212,252,244,213,172,126,119,119,145,144,143,140,105,86,50,26,21,04/17/2022
000223,20220418,P,7,4,7,3,6,30,69,119,138,187,184,203,240,302,285,281,276,190,140,68,52,24,15,10,04/18/2022
000223,20220418,S,14,7,4,13,27,103,92,223,292,302,264,209,157,140,154,163,148,117,103,74,63,48,54,30,04/18/2022
000223,20220419,P,4,2,2,5,4,45,48,78,119,143,169,162,217,251,230,240,290,182,156,48,43,31,11,9,04/19/2022
000223,20220419,S,15,4,2,13,29,132,94,174,226,251,203,162,127,124,148,123,174,159,104,88,72,54,36,26,04/19/2022
000223,20220420,P,2,3,2,5,4,39,60,103,106,161,158,178,183,223,236,238,254,204,143,54,41,25,9,6,04/20/2022
000223,20220420,S,11,2,5,14,35,152,85,162,246,226,202,159,139,122,134,124,151,143,111,108,95,36,31,23,04/20/2022
000223,20220421,P,9,3,0,4,10,29,59,67,110,134,133,180,183,231,256,284,302,254,142,87,45,30,20,9,04/21/2022
000223,20220421,S,9,14,3,8,27,122,92,199,246,220,234,154,171,160,191,162,195,157,156,144,99,59,53,22,04/21/2022
