Date,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
20210111,0,7,2170,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,8,2650,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,9,1927,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,10,1551,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,11,1369,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,12,1226,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,13,1225,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,14,1238,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,15,1225,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,16,1162,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,17,1034,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,18,754,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,19,530,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,20,417,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,21,270,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,22,190,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210111,0,23,125,0.0,0.0,,1.4999999999999982,0.0,0.0,0.0,0.0,1
20210301,0,7,2025,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,8,2462,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,9,2164,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,10,1651,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,11,1411,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,13,1268,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,14,1334,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,15,1277,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,16,1122,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,17,1047,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,18,795,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,19,619,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,20,452,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,21,333,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,22,200,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210301,0,23,153,0.0,0.0,,3.0999999999999988,0.0,0.0,0.0,0.0,1
20210308,0,7,1922,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,8,2190,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,9,1901,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,10,1730,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,11,1503,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,12,1382,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,13,1310,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,14,1358,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,15,1329,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,16,1219,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,17,1051,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,19,614,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,20,445,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,21,329,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,22,215,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210308,0,23,159,0.0,0.0,,3.499999999999999,0.0,0.0,0.0,0.0,1
20210405,0,7,1659,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,8,1787,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,9,2070,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,10,1796,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,11,1643,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,12,1395,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,13,1385,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,14,1386,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,16,1269,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,18,961,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,19,693,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,20,486,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,21,378,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,22,237,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210405,0,23,161,0.0,0.0,,1.4999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,7,1219,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,8,1541,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,9,1627,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,10,1572,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,12,1253,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,13,1235,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,14,1237,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,15,1220,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,16,1173,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,17,1022,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,18,875,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,19,590,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,20,463,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,21,334,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210412,0,23,172,0.0,0.0,,0.6999999999999991,0.0,0.0,0.0,0.0,1
20210524,0,7,1310,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,8,1504,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,9,1759,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,10,1760,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,11,1674,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,12,1586,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,13,1390,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,14,1401,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,15,1215,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,16,1354,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,17,1228,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,18,970,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,19,795,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,20,584,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,21,404,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,22,327,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210524,0,23,216,0.0,0.0,,2.0000000000000018,0.0,0.0,0.0,0.0,1
20210531,0,8,1106,,,,,0.0,0.0,0.0,0.0,1
20210531,0,9,1358,,,,,0.0,0.0,0.0,0.0,1
20210531,0,10,1764,,,,,0.0,0.0,0.0,0.0,1
20210531,0,11,1929,,,,,0.0,0.0,0.0,0.0,1
20210531,0,12,1943,,,,,0.0,0.0,0.0,0.0,1
20210531,0,13,1807,,,,,0.0,0.0,0.0,0.0,1
20210531,0,14,1776,,,,,0.0,0.0,0.0,0.0,1
20210531,0,15,1516,,,,,0.0,0.0,0.0,0.0,1
20210531,0,16,1279,,,,,0.0,0.0,0.0,0.0,1
