Date,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
20210406,0,0,115,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2
20210407,0,0,133,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,1,83,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,2,96,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,3,113,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,4,230,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,5,478,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,6,805,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,7,1617,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,8,1857,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,9,1741,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,10,1542,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,11,1375,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,12,1318,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,13,1232,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,14,1255,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,15,1294,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,16,1321,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,17,1188,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,18,954,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,19,750,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,20,633,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,21,437,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,22,369,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210407,0,23,226,0.05,0.7,,0.6999999999999991,0.0,0.0,0.0,0.0,3
20210413,0,1,88,0.02,0.1,,0.799999999999999,0.0,0.0,0.0,0.0,2
20210413,0,2,90,0.02,0.1,,0.799999999999999,0.0,0.0,0.0,0.0,2
20210414,0,0,126,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,1,105,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,2,82,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,3,131,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,4,198,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,5,448,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,6,727,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,7,1339,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,8,1579,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,9,1570,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,10,1404,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,11,1383,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,12,1243,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
20210414,0,13,1241,0.07,0.3,,0.3999999999999991,0.0,0.0,0.0,0.0,3
