Statistics for cluster_123.csv:
               Date  Direction         Time      TRAFFIC         PRCP         SNOW       SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code    MorF    DayOfWeek
count  1.373000e+03     1373.0  1373.000000  1373.000000  1234.000000  1234.000000  93.000000   1234.000000    1373.0      1373.0          1373.0  1373.0  1373.000000
mean   2.016689e+07        0.0    12.370721   939.008012     0.008193     0.138493   9.940860      0.886386       0.0         0.0             0.0     0.0     1.121631
std    1.099553e+04        0.0     6.686455   622.477000     0.042471     0.820461  14.759457      1.370270       0.0         0.0             0.0     0.0     0.787423
min    2.015012e+07        0.0     0.000000    62.000000     0.000000     0.000000   0.000000      0.000000       0.0         0.0             0.0     0.0     1.000000
25%    2.016072e+07        0.0     7.000000   364.000000     0.000000     0.000000   2.000000      0.000000       0.0         0.0             0.0     0.0     1.000000
50%    2.017010e+07        0.0    13.000000   969.000000     0.000000     0.000000   2.500000      0.000000       0.0         0.0             0.0     0.0     1.000000
75%    2.017073e+07        0.0    18.000000  1362.000000     0.000000     0.000000   2.500000      1.500000       0.0         0.0             0.0     0.0     1.000000
max    2.024030e+07        0.0    23.000000  3373.000000     0.310000     6.000000  35.500000      7.900000       0.0         0.0             0.0     0.0     7.000000

