Statistics for cluster_496.csv:
               Date  Direction        Time      TRAFFIC        PRCP   SNOW  SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code   MorF  DayOfWeek
count  5.030000e+02      503.0  503.000000   503.000000  487.000000  487.0  44.0    487.000000     503.0       503.0           503.0  503.0      503.0
mean   2.021086e+07        0.0   15.031809  1222.194831    0.000616    0.0   0.0      0.599795       0.0         0.0             0.0    0.0        1.0
std    9.698985e+02        0.0    4.911465   634.950205    0.002407    0.0   0.0      1.026190       0.0         0.0             0.0    0.0        0.0
min    2.021011e+07        0.0    7.000000   125.000000    0.000000    0.0   0.0      0.000000       0.0         0.0             0.0    0.0        1.0
25%    2.021061e+07        0.0   11.000000   638.000000    0.000000    0.0   0.0      0.000000       0.0         0.0             0.0    0.0        1.0
50%    2.021080e+07        0.0   15.000000  1278.000000    0.000000    0.0   0.0      0.000000       0.0         0.0             0.0    0.0        1.0
75%    2.021101e+07        0.0   19.000000  1691.500000    0.000000    0.0   0.0      0.800000       0.0         0.0             0.0    0.0        1.0
max    2.022013e+07        0.0   23.000000  2854.000000    0.010000    0.0   0.0      3.500000       0.0         0.0             0.0    0.0        1.0

