Statistics for cluster_67.csv:
               Date  Direction        Time      TRAFFIC        PRCP        SNOW  SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code   MorF  DayOfWeek
count  5.940000e+02      594.0  594.000000   594.000000  454.000000  454.000000   0.0    454.000000     594.0       594.0           594.0  594.0      594.0
mean   2.015168e+07        0.0   13.754209  1081.153199    0.001189    0.011454   NaN      0.990308       0.0         0.0             0.0    0.0        3.0
std    3.422231e+03        0.0    4.778767   402.923317    0.004735    0.066784   NaN      1.168476       0.0         0.0             0.0    0.0        0.0
min    2.014041e+07        0.0    5.000000   138.000000    0.000000    0.000000   NaN      0.000000       0.0         0.0             0.0    0.0        3.0
25%    2.015043e+07        0.0   10.000000   803.000000    0.000000    0.000000   NaN      0.000000       0.0         0.0             0.0    0.0        3.0
50%    2.015072e+07        0.0   14.000000  1078.500000    0.000000    0.000000   NaN      0.000000       0.0         0.0             0.0    0.0        3.0
75%    2.015099e+07        0.0   18.000000  1315.250000    0.000000    0.000000   NaN      1.800000       0.0         0.0             0.0    0.0        3.0
max    2.016112e+07        0.0   23.000000  2314.000000    0.020000    0.400000   NaN      3.300000       0.0         0.0             0.0    0.0        3.0

