Statistics for cluster_31.csv:
               Date  Direction          Time       TRAFFIC          PRCP          SNOW         SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code     MorF     DayOfWeek
count  1.618100e+04    16181.0  16181.000000  16181.000000  15238.000000  15269.000000  1562.000000  15269.000000   16181.0     16181.0         16181.0  16181.0  16181.000000
mean   2.020704e+07        0.0     12.224028   1305.968791      0.027893      0.252328     1.520615      2.916406       0.0         0.0             0.0      0.0      4.746555
std    2.905898e+04        0.0      6.436487    904.391477      0.054724      0.625825     2.332691      3.793677       0.0         0.0             0.0      0.0      1.686154
min    2.014012e+07        0.0      0.000000      7.000000      0.000000      0.000000     0.000000      0.000000       0.0         0.0             0.0      0.0      1.000000
25%    2.018082e+07        0.0      7.000000    473.000000      0.000000      0.000000     0.000000      0.000000       0.0         0.0             0.0      0.0      4.000000
50%    2.022032e+07        0.0     12.000000   1235.000000      0.000000      0.000000     0.000000      1.500000       0.0         0.0             0.0      0.0      5.000000
75%    2.023051e+07        0.0     18.000000   1970.000000      0.030000      0.000000     3.000000      4.700000       0.0         0.0             0.0      0.0      6.000000
max    2.024122e+07        0.0     23.000000   3968.000000      0.260000      4.400000    11.000000     21.000000       0.0         0.0             0.0      0.0      7.000000

