Statistics for cluster_204.csv:
               Date  Direction         Time      TRAFFIC         PRCP         SNOW        SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code    MorF    DayOfWeek
count  1.710000e+03     1710.0  1710.000000  1710.000000  1546.000000  1546.000000  110.000000   1546.000000    1710.0      1710.0          1710.0  1710.0  1710.000000
mean   2.017916e+07        0.0    14.797661  1061.793567     0.000906     0.011384    0.327273      1.275873       0.0         0.0             0.0     0.0     1.998830
std    8.716600e+03        0.0     5.026553   507.485714     0.003482     0.064158    0.743277      1.829926       0.0         0.0             0.0     0.0     0.034189
min    2.016011e+07        0.0     6.000000   125.000000     0.000000     0.000000    0.000000      0.000000       0.0         0.0             0.0     0.0     1.000000
25%    2.017082e+07        0.0    11.000000   673.000000     0.000000     0.000000    0.000000      0.000000       0.0         0.0             0.0     0.0     2.000000
50%    2.018052e+07        0.0    15.000000  1060.000000     0.000000     0.000000    0.000000      0.000000       0.0         0.0             0.0     0.0     2.000000
75%    2.019042e+07        0.0    19.000000  1381.000000     0.000000     0.000000    0.000000      2.100000       0.0         0.0             0.0     0.0     2.000000
max    2.019123e+07        0.0    23.000000  3001.000000     0.020000     0.400000    2.000000      7.100000       0.0         0.0             0.0     0.0     2.000000

