Statistics for cluster_434.csv:
               Date  Direction        Time      TRAFFIC        PRCP        SNOW        SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code   MorF   DayOfWeek
count  8.770000e+02      877.0  877.000000   877.000000  877.000000  877.000000  877.000000    877.000000     877.0       877.0           877.0  877.0  877.000000
mean   2.022974e+07        0.0    8.473204   766.717218    0.045086    0.813113   32.657355      3.751425       0.0         0.0             0.0    0.0    3.181300
std    7.810025e+03        0.0    7.126917   777.858976    0.040371    0.790078    3.137140      2.391879       0.0         0.0             0.0    0.0    1.807573
min    2.019033e+07        0.0    0.000000    71.000000    0.000000    0.000000   23.000000      0.300000       0.0         0.0             0.0    0.0    1.000000
25%    2.022123e+07        0.0    3.000000   160.000000    0.010000    0.100000   30.500000      2.200000       0.0         0.0             0.0    0.0    2.000000
50%    2.023023e+07        0.0    6.000000   420.000000    0.040000    0.700000   33.500000      3.100000       0.0         0.0             0.0    0.0    3.000000
75%    2.023040e+07        0.0   14.000000  1202.000000    0.070000    1.400000   35.000000      4.700000       0.0         0.0             0.0    0.0    4.000000
max    2.024032e+07        0.0   23.000000  3481.000000    0.130000    3.000000   42.500000     14.100000       0.0         0.0             0.0    0.0    7.000000

