Statistics for cluster_6.csv:
               Date    Direction         Time      TRAFFIC         PRCP         SNOW        SNWD  SNOW_DAY_SUM     Vehicles   Driver Age  Condition_Code    MorF    DayOfWeek
count  1.915000e+03  1915.000000  1915.000000  1915.000000  1755.000000  1755.000000  402.000000   1755.000000  1915.000000  1915.000000     1915.000000  1915.0  1915.000000
mean   2.018992e+07     0.499739    12.657963  1486.386945     0.022473     0.262222   15.110448      2.583647     1.720104    37.209399        1.039687     2.0     4.061619
std    3.204452e+04     0.500131     5.607735   945.624406     0.060067     0.796395   10.690940      3.978202     0.605606    16.822744        0.203141     0.0     2.002706
min    2.014010e+07     0.000000     0.000000     9.000000     0.000000     0.000000    0.000000      0.000000     1.000000    15.000000        1.000000     2.0     1.000000
25%    2.016090e+07     0.000000     8.000000   757.500000     0.000000     0.000000    7.000000      0.000000     1.000000    24.000000        1.000000     2.0     2.000000
50%    2.019020e+07     0.000000    13.000000  1401.000000     0.000000     0.000000   15.000000      0.600000     2.000000    33.000000        1.000000     2.0     4.000000
75%    2.022052e+07     1.000000    17.000000  2104.500000     0.000000     0.000000   21.500000      3.700000     2.000000    48.000000        1.000000     2.0     6.000000
max    2.024123e+07     1.000000    23.000000  4418.000000     0.360000     6.500000   38.000000     22.800000     4.000000    91.000000        3.000000     2.0     7.000000

