Statistics for cluster_71.csv:
               Date  Direction         Time      TRAFFIC         PRCP         SNOW       SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code    MorF    DayOfWeek
count  3.544000e+03     3544.0  3544.000000  3544.000000  3115.000000  3115.000000  71.000000   3115.000000    3544.0      3544.0          3544.0  3544.0  3544.000000
mean   2.017399e+07        0.0    13.838318  1062.857506     0.002228     0.030562   0.161972      1.479069       0.0         0.0             0.0     0.0     4.362302
std    2.492837e+04        0.0     6.218624   600.076493     0.009027     0.120706   0.235655      2.081283       0.0         0.0             0.0     0.0     0.770396
min    2.014042e+07        0.0     0.000000     7.000000     0.000000     0.000000   0.000000      0.000000       0.0         0.0             0.0     0.0     4.000000
25%    2.015102e+07        0.0     9.000000   560.000000     0.000000     0.000000   0.000000      0.000000       0.0         0.0             0.0     0.0     4.000000
50%    2.017032e+07        0.0    15.000000  1090.000000     0.000000     0.000000   0.000000      0.200000       0.0         0.0             0.0     0.0     4.000000
75%    2.018091e+07        0.0    19.000000  1482.000000     0.000000     0.000000   0.500000      2.200000       0.0         0.0             0.0     0.0     4.000000
max    2.024112e+07        0.0    23.000000  2759.000000     0.080000     0.800000   0.500000      8.100000       0.0         0.0             0.0     0.0     6.000000

