Statistics for cluster_373.csv:
               Date  Direction        Time      TRAFFIC        PRCP        SNOW  SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code   MorF   DayOfWeek
count  5.330000e+02      533.0  533.000000   533.000000  533.000000  533.000000  21.0    533.000000     533.0       533.0           533.0  533.0  533.000000
mean   2.021492e+07        0.0   11.283302   988.247655    0.280150    3.690244   6.0      7.106191       0.0         0.0             0.0    0.0    5.060038
std    1.853783e+04        0.0    7.029238   899.769174    0.055755    1.044435   0.0      4.021640       0.0         0.0             0.0    0.0    1.836390
min    2.018011e+07        0.0    0.000000     0.000000    0.110000    2.200000   6.0      3.200000       0.0         0.0             0.0    0.0    1.000000
25%    2.021032e+07        0.0    5.000000   204.000000    0.240000    2.700000   6.0      4.500000       0.0         0.0             0.0    0.0    3.000000
50%    2.022042e+07        0.0   11.000000   736.000000    0.270000    3.500000   6.0      5.900000       0.0         0.0             0.0    0.0    6.000000
75%    2.023013e+07        0.0   17.000000  1580.000000    0.330000    4.500000   6.0      8.800000       0.0         0.0             0.0    0.0    7.000000
max    2.024113e+07        0.0   23.000000  3897.000000    0.390000    6.000000   6.0     19.500000       0.0         0.0             0.0    0.0    7.000000

