Statistics for cluster_20.csv:
               Date  Direction         Time      TRAFFIC         PRCP         SNOW       SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code    MorF  DayOfWeek
count  1.986000e+03     1986.0  1986.000000  1986.000000  1727.000000  1727.000000  66.000000   1727.000000    1986.0      1986.0          1986.0  1986.0     1986.0
mean   2.016592e+07        1.0    14.132427  1066.727593     0.001204     0.008512   1.424242      1.044760       0.0         0.0             0.0     0.0        3.0
std    1.585886e+04        0.0     5.646879   606.464647     0.005670     0.055125   1.969464      1.134947       0.0         0.0             0.0     0.0        0.0
min    2.014012e+07        1.0     0.000000    42.000000     0.000000     0.000000   0.000000      0.000000       0.0         0.0             0.0     0.0        3.0
25%    2.015045e+07        1.0    10.000000   575.000000     0.000000     0.000000   0.000000      0.000000       0.0         0.0             0.0     0.0        3.0
50%    2.017073e+07        1.0    14.000000  1052.000000     0.000000     0.000000   0.000000      0.500000       0.0         0.0             0.0     0.0        3.0
75%    2.018050e+07        1.0    19.000000  1495.750000     0.000000     0.000000   1.500000      1.900000       0.0         0.0             0.0     0.0        3.0
max    2.019102e+07        1.0    23.000000  3185.000000     0.040000     0.400000   5.000000      3.600000       0.0         0.0             0.0     0.0        3.0

