Statistics for cluster_176.csv:
               Date  Direction         Time      TRAFFIC         PRCP         SNOW         SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code    MorF    DayOfWeek
count  4.868000e+03     4868.0  4868.000000  4868.000000  4868.000000  4868.000000  4830.000000   4868.000000    4868.0      4868.0          4868.0  4868.0  4868.000000
mean   2.020021e+07        1.0    11.446385  1119.259449     0.018661     0.267030    14.878054      4.307190       0.0         0.0             0.0     0.0     4.063065
std    1.949695e+04        0.0     6.956748  1076.435327     0.034853     0.463391     4.567360      4.157024       0.0         0.0             0.0     0.0     1.974339
min    2.015123e+07        1.0     0.000000    22.000000     0.000000     0.000000     4.000000      0.000000       0.0         0.0             0.0     0.0     1.000000
25%    2.019010e+07        1.0     5.000000   183.000000     0.000000     0.000000    11.000000      1.700000       0.0         0.0             0.0     0.0     2.000000
50%    2.019120e+07        1.0    11.000000   772.000000     0.000000     0.000000    15.000000      3.200000       0.0         0.0             0.0     0.0     4.000000
75%    2.021022e+07        1.0    18.000000  1767.250000     0.020000     0.400000    18.000000      6.000000       0.0         0.0             0.0     0.0     6.000000
max    2.024123e+07        1.0    23.000000  4219.000000     0.200000     2.200000    31.500000     38.100000       0.0         0.0             0.0     0.0     7.000000

