Statistics for cluster_440.csv:
               Date  Direction        Time      TRAFFIC        PRCP        SNOW  SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code   MorF   DayOfWeek
count  5.210000e+02      521.0  521.000000   521.000000  506.000000  506.000000  42.0    506.000000     521.0       521.0           521.0  521.0  521.000000
mean   2.021003e+07        1.0    8.621881  1130.117083    0.000731    0.000198   0.0      0.603557       0.0         0.0             0.0    0.0    1.182342
std    3.753097e+03        0.0    5.156122   853.833128    0.002825    0.004446   0.0      1.024409       0.0         0.0             0.0    0.0    0.938163
min    2.019042e+07        1.0    0.000000    37.000000    0.000000    0.000000   0.0      0.000000       0.0         0.0             0.0    0.0    1.000000
25%    2.021053e+07        1.0    4.000000   165.000000    0.000000    0.000000   0.0      0.000000       0.0         0.0             0.0    0.0    1.000000
50%    2.021073e+07        1.0    8.000000  1208.000000    0.000000    0.000000   0.0      0.000000       0.0         0.0             0.0    0.0    1.000000
75%    2.021101e+07        1.0   13.000000  1867.000000    0.000000    0.000000   0.0      0.800000       0.0         0.0             0.0    0.0    1.000000
max    2.021121e+07        1.0   20.000000  2951.000000    0.030000    0.100000   0.0      3.500000       0.0         0.0             0.0    0.0    6.000000

