Statistics for cluster_528.csv:
               Date  Direction        Time      TRAFFIC        PRCP        SNOW   SNWD  SNOW_DAY_SUM  Vehicles  Driver Age  Condition_Code   MorF   DayOfWeek
count  8.460000e+02      846.0  846.000000   846.000000  846.000000  846.000000  112.0    846.000000     846.0       846.0           846.0  846.0  846.000000
mean   2.022289e+07        0.0   12.826241  1065.546099    0.052400    0.051537    0.0      0.578487       0.0         0.0             0.0    0.0    1.107565
std    6.249734e+03        0.0    6.264907   630.731796    0.063302    0.149132    0.0      0.977854       0.0         0.0             0.0    0.0    0.310014
min    2.021052e+07        0.0    0.000000    72.000000    0.000000    0.000000    0.0      0.000000       0.0         0.0             0.0    0.0    1.000000
25%    2.022061e+07        0.0    8.000000   491.500000    0.000000    0.000000    0.0      0.000000       0.0         0.0             0.0    0.0    1.000000
50%    2.022083e+07        0.0   13.000000  1118.500000    0.000000    0.000000    0.0      0.000000       0.0         0.0             0.0    0.0    1.000000
75%    2.022112e+07        0.0   18.000000  1518.000000    0.100000    0.000000    0.0      1.000000       0.0         0.0             0.0    0.0    1.000000
max    2.024082e+07        0.0   23.000000  2593.000000    0.190000    0.700000    0.0      3.000000       0.0         0.0             0.0    0.0    2.000000

