,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,1986.0,1986.0,1986.0,1727.0,1727.0,66.0,1727.0,1986.0,1986.0,1986.0,1986.0,1986.0
mean,1.0,14.132426988922457,1066.7275931520644,0.0012044006948465549,0.008511870295309787,1.4242424242424243,1.0447596988998258,0.0,0.0,0.0,0.0,3.0
std,0.0,5.646878797362081,606.4646470112717,0.0056702986281396365,0.05512482152568018,1.9694638556693238,1.1349473510831305,0.0,0.0,0.0,0.0,0.0
min,1.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
25%,1.0,10.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
50%,1.0,14.0,1052.0,0.0,0.0,0.0,0.5000000000000018,0.0,0.0,0.0,0.0,3.0
75%,1.0,19.0,1495.75,0.0,0.0,1.5,1.900000000000002,0.0,0.0,0.0,0.0,3.0
max,1.0,23.0,3185.0,0.04,0.4,5.0,3.599999999999993,0.0,0.0,0.0,0.0,3.0
