,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,21870.0,21870.0,21870.0,19400.0,19422.0,1134.0,19422.0,21870.0,21870.0,21870.0,21870.0,21870.0
mean,1.0,12.542249657064472,1242.1122542295382,0.005697422680412371,0.0625733704046957,0.7848324514991182,2.814123159303882,0.0,0.0,0.0,0.0,4.382807498856882
std,0.0,6.388616117751136,964.9800635229452,0.018493110818531392,0.22200000219730257,1.3148883072402084,4.019808939625911,0.0,0.0,0.0,0.0,2.027872176450175
min,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,1.0,8.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
50%,1.0,13.0,1101.0,0.0,0.0,0.0,1.0000000000000009,0.0,0.0,0.0,0.0,5.0
75%,1.0,18.0,1821.0,0.0,0.0,1.3,4.500000000000002,0.0,0.0,0.0,0.0,6.0
max,1.0,23.0,4567.0,0.14,2.2,5.5,22.09999999999999,0.0,0.0,0.0,0.0,7.0
