,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,1311.0,1311.0,1311.0,1153.0,1153.0,108.0,1153.0,1311.0,1311.0,1311.0,1311.0,1311.0
mean,0.0,14.24332570556827,1094.8962623951181,0.022610581092801393,0.11751951431049436,0.0,0.6072853425845606,0.0,0.0,0.0,0.0,2.212051868802441
std,0.0,5.500546752832344,571.4337651984877,0.09135478264193068,0.2959303036654774,0.0,0.8929404857232377,0.0,0.0,0.0,0.0,0.9324717135357056
min,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,10.0,638.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
50%,0.0,14.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
75%,0.0,19.0,1450.5,0.0,0.0,0.0,1.3999999999999964,0.0,0.0,0.0,0.0,2.0
max,0.0,23.0,3443.0,0.63,1.5,0.0,3.2999999999999963,0.0,0.0,0.0,0.0,7.0
