,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,528.0,528.0,528.0,492.0,492.0,0.0,492.0,528.0,528.0,528.0,528.0,528.0
mean,0.0,14.049242424242424,968.3712121212121,0.004898373983739838,0.0,,0.29329268292682836,0.0,0.0,0.0,0.0,1.0
std,0.0,5.518765588294028,461.3741196240526,0.01617715813781455,0.0,,0.4811896871057199,0.0,0.0,0.0,0.0,0.0
min,0.0,5.0,161.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,9.0,581.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
50%,0.0,14.0,993.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
75%,0.0,19.0,1274.0,0.0,0.0,,0.4999999999999893,0.0,0.0,0.0,0.0,1.0
max,0.0,23.0,2149.0,0.08,0.0,,1.600000000000001,0.0,0.0,0.0,0.0,1.0
