,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,612.0,612.0,612.0,600.0,600.0,153.0,600.0,612.0,612.0,612.0,612.0,612.0
mean,1.0,13.065359477124183,868.1993464052288,0.10918333333333334,1.3615,4.339869281045751,3.3329999999999957,0.0,0.0,0.0,0.0,5.223856209150327
std,0.0,7.5810282653212075,940.4321652376887,0.060805662591798156,0.7548625343351628,2.512242127884159,2.42152513373056,0.0,0.0,0.0,0.0,1.4039526265703166
min,1.0,0.0,25.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0
25%,1.0,6.0,176.0,0.08,1.1,2.0,1.4999999999999971,0.0,0.0,0.0,0.0,4.0
50%,1.0,14.0,455.5,0.11,1.5,5.0,2.9999999999999964,0.0,0.0,0.0,0.0,6.0
75%,1.0,20.0,1273.75,0.15,1.5,6.0,4.5999999999999925,0.0,0.0,0.0,0.0,6.0
max,1.0,23.0,3798.0,0.28,3.8,10.5,11.699999999999992,0.0,0.0,0.0,0.0,7.0
