,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,862.0,862.0,862.0,716.0,716.0,0.0,716.0,862.0,862.0,862.0,862.0,862.0
mean,1.0,15.564965197215777,1603.4164733178654,0.0009776536312849163,0.0,,0.23784916201117265,0.0,0.0,0.0,0.0,6.0
std,0.0,4.7012813570688134,782.8781924485276,0.006927763386245593,0.0,,0.5108395499053964,0.0,0.0,0.0,0.0,0.0
min,1.0,7.0,156.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0
25%,1.0,12.0,951.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0
50%,1.0,16.0,1631.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0
75%,1.0,20.0,2206.75,0.0,0.0,,0.0999999999999911,0.0,0.0,0.0,0.0,6.0
max,1.0,23.0,3351.0,0.05,0.0,,2.1,0.0,0.0,0.0,0.0,6.0
