,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,778.0,778.0,778.0,727.0,727.0,16.0,727.0,778.0,778.0,778.0,778.0,778.0
mean,0.0,13.933161953727506,1170.7043701799487,0.0019257221458046769,0.03053645116918845,0.5,2.713480055020633,0.0,0.0,0.0,0.0,1.0
std,0.0,4.645547600843605,503.15759459654583,0.00643937493714203,0.10246339656884436,0.0,2.5731308965591984,0.0,0.0,0.0,0.0,0.0
min,0.0,6.0,136.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,10.0,910.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
50%,0.0,14.0,1169.0,0.0,0.0,0.5,2.0000000000000013,0.0,0.0,0.0,0.0,1.0
75%,0.0,17.0,1503.0,0.0,0.0,0.5,5.100000000000001,0.0,0.0,0.0,0.0,1.0
max,0.0,23.0,2454.0,0.03,0.5,0.5,7.599999999999993,0.0,0.0,0.0,0.0,1.0
