,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,5018.0,5018.0,5018.0,4640.0,4642.0,1083.0,4642.0,5018.0,5018.0,5018.0,5018.0,5018.0
mean,0.4998007174172977,12.821841371064169,1431.207453168593,0.03010344827586207,0.3136148211977596,15.190027700831028,2.7702283498492024,1.6410920685532084,39.39996014348346,1.0414507772020725,1.003587086488641,4.106018333997609
std,0.5000497883756955,5.748720098918442,939.5207940815948,0.08388285483822708,0.948549232273252,11.944835940143335,4.2717848721530745,0.5196184674326881,16.313516213256694,0.2081545852049182,0.05979073273334427,1.957878054232902
min,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,-9.0,1.0,1.0,1.0
25%,0.0,8.0,680.25,0.0,0.0,3.5,0.0,1.0,26.0,1.0,1.0,2.0
50%,0.0,14.0,1327.5,0.0,0.0,15.0,0.8999999999999947,2.0,37.0,1.0,1.0,4.0
75%,1.0,17.0,2025.75,0.01,0.0,22.5,3.900000000000002,2.0,52.0,1.0,1.0,6.0
max,1.0,23.0,4578.0,0.84,10.8,42.5,38.1,4.0,93.0,3.0,2.0,7.0
