,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,2094.0,2094.0,2094.0,1897.0,1913.0,104.0,1913.0,2094.0,2094.0,2094.0,2094.0,2094.0
mean,1.0,14.745463228271252,1284.5740210124163,0.0057195571955719554,0.006952430737062207,0.0,0.6037114479874531,0.0,0.0,0.0,0.0,4.0
std,0.0,5.10685307718636,675.9682910074703,0.017159016838838723,0.03466465673215735,0.0,0.9943626795347407,0.0,0.0,0.0,0.0,0.0
min,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
25%,1.0,11.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
50%,1.0,15.0,1265.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
75%,1.0,19.0,1795.0,0.0,0.0,0.0,0.8999999999999965,0.0,0.0,0.0,0.0,4.0
max,1.0,23.0,3243.0,0.1,0.3,0.0,3.700000000000002,0.0,0.0,0.0,0.0,4.0
