,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,4868.0,4868.0,4868.0,4868.0,4868.0,4830.0,4868.0,4868.0,4868.0,4868.0,4868.0,4868.0
mean,1.0,11.446384552177486,1119.2594494658997,0.01866064092029581,0.2670295809367297,14.878053830227744,4.30718981101068,0.0,0.0,0.0,0.0,4.063064913722268
std,0.0,6.956748092656523,1076.4353271913287,0.034853497073162626,0.4633913115840667,4.567359541802785,4.157023963649574,0.0,0.0,0.0,0.0,1.9743391333964972
min,1.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,1.0,5.0,183.0,0.0,0.0,11.0,1.7,0.0,0.0,0.0,0.0,2.0
50%,1.0,11.0,772.0,0.0,0.0,15.0,3.2,0.0,0.0,0.0,0.0,4.0
75%,1.0,18.0,1767.25,0.02,0.4,18.0,6.0,0.0,0.0,0.0,0.0,6.0
max,1.0,23.0,4219.0,0.2,2.2,31.5,38.1,0.0,0.0,0.0,0.0,7.0
