,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,846.0,846.0,846.0,846.0,846.0,112.0,846.0,846.0,846.0,846.0,846.0,846.0
mean,0.0,12.826241134751774,1065.5460992907801,0.052399527186761226,0.05153664302600472,0.0,0.5784869976359325,0.0,0.0,0.0,0.0,1.107565011820331
std,0.0,6.264907187439332,630.7317959830917,0.06330193412275417,0.1491316179892849,0.0,0.9778544702150177,0.0,0.0,0.0,0.0,0.3100135212251651
min,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,8.0,491.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50%,0.0,13.0,1118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75%,0.0,18.0,1518.0,0.1,0.0,0.0,0.9999999999999972,0.0,0.0,0.0,0.0,1.0
max,0.0,23.0,2593.0,0.19,0.7,0.0,2.999999999999991,0.0,0.0,0.0,0.0,2.0
