,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,6102.0,6102.0,6102.0,6102.0,6102.0,6102.0,6102.0,6102.0,6102.0,6102.0,6102.0,6102.0
mean,0.0,12.030809570632579,1188.4759095378565,0.02970665355621108,0.4889216650278597,15.824106850213047,4.584611602753195,0.0,0.0,0.0,0.0,4.271222549983612
std,0.0,6.803662441608999,917.6726653840681,0.04663179873555697,0.755539137128239,5.758220734645592,3.4853383175697266,0.0,0.0,0.0,0.0,1.9056643402167386
min,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,6.0,342.25,0.0,0.0,11.5,1.8999999999999948,0.0,0.0,0.0,0.0,3.0
50%,0.0,12.0,1056.5,0.0,0.1,15.5,3.599999999999999,0.0,0.0,0.0,0.0,4.0
75%,0.0,18.0,1857.5,0.05,0.7,19.0,6.600000000000002,0.0,0.0,0.0,0.0,6.0
max,0.0,23.0,3760.0,0.21,4.3,38.5,14.700000000000005,0.0,0.0,0.0,0.0,7.0
