,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,623.0,623.0,623.0,623.0,623.0,101.0,623.0,623.0,623.0,623.0,623.0,623.0
mean,0.0,11.57784911717496,830.3595505617977,0.12632423756019265,1.959550561797753,2.611881188118812,5.427287319422149,0.0,0.0,0.0,0.0,3.056179775280899
std,0.0,7.024758045039394,642.0256321333256,0.05524692457740795,0.8563932764698722,1.9890845697814294,2.932700684484293,0.0,0.0,0.0,0.0,1.1968834851202714
min,0.0,0.0,69.0,0.0,0.0,0.7,0.6999999999999991,0.0,0.0,0.0,0.0,1.0
25%,0.0,5.0,238.5,0.07,1.5,1.0,2.899999999999993,0.0,0.0,0.0,0.0,2.0
50%,0.0,12.0,761.0,0.15,2.0,1.5,4.599999999999998,0.0,0.0,0.0,0.0,3.0
75%,0.0,18.0,1208.5,0.17,2.4,2.5,7.599999999999998,0.0,0.0,0.0,0.0,4.0
max,0.0,23.0,3365.0,0.2,4.0,6.0,11.999999999999998,0.0,0.0,0.0,0.0,6.0
