,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,16181.0,16181.0,16181.0,15238.0,15269.0,1562.0,15269.0,16181.0,16181.0,16181.0,16181.0,16181.0
mean,0.0,12.224028181200174,1305.968790556826,0.0278927680798005,0.25232824677451043,1.5206145966709346,2.9164057895081523,0.0,0.0,0.0,0.0,4.746554601075335
std,0.0,6.4364867779109005,904.391477432402,0.05472384793594184,0.6258245664115715,2.3326905842694328,3.7936770916447156,0.0,0.0,0.0,0.0,1.6861542689586377
min,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,7.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
50%,0.0,12.0,1235.0,0.0,0.0,0.0,1.4999999999999964,0.0,0.0,0.0,0.0,5.0
75%,0.0,18.0,1970.0,0.03,0.0,3.0,4.699999999999996,0.0,0.0,0.0,0.0,6.0
max,0.0,23.0,3968.0,0.26,4.4,11.0,21.0,0.0,0.0,0.0,0.0,7.0
