,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,1710.0,1710.0,1710.0,1546.0,1546.0,110.0,1546.0,1710.0,1710.0,1710.0,1710.0,1710.0
mean,0.0,14.79766081871345,1061.793567251462,0.0009055627425614488,0.011384217335058216,0.32727272727272727,1.2758732212160413,0.0,0.0,0.0,0.0,1.998830409356725
std,0.0,5.026552704474224,507.4857137267707,0.0034820122293461988,0.06415816709093196,0.7432767880494078,1.8299256481529158,0.0,0.0,0.0,0.0,0.03418927129848295
min,0.0,6.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,11.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
50%,0.0,15.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
75%,0.0,19.0,1381.0,0.0,0.0,0.0,2.100000000000002,0.0,0.0,0.0,0.0,2.0
max,0.0,23.0,3001.0,0.02,0.4,2.0,7.0999999999999925,0.0,0.0,0.0,0.0,2.0
