,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,11733.0,11733.0,11733.0,11247.0,11247.0,858.0,11247.0,11733.0,11733.0,11733.0,11733.0,11733.0
mean,0.9999147703059746,12.304525696752748,1245.1357709025824,0.01612341068729439,0.2259624788832578,1.314918414918415,3.3552413977060533,0.0,0.0,0.0,0.0,4.503537032302054
std,0.009231992960644982,6.6848784994795905,1073.4369059521327,0.037785466543978484,0.5866057075291914,2.1628962615846716,4.378993398816193,0.0,0.0,0.0,0.0,2.187765924865208
min,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,1.0,7.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
50%,1.0,12.0,983.0,0.0,0.0,0.0,1.7999999999999965,0.0,0.0,0.0,0.0,5.0
75%,1.0,18.0,1891.0,0.0,0.0,3.0,4.999999999999994,0.0,0.0,0.0,0.0,7.0
max,1.0,23.0,6413.0,0.21,3.0,10.0,25.500000000000004,0.0,0.0,0.0,0.0,7.0
