,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,533.0,533.0,533.0,533.0,533.0,21.0,533.0,533.0,533.0,533.0,533.0,533.0
mean,0.0,11.283302063789868,988.2476547842401,0.2801500938086304,3.690243902439024,6.0,7.106191369606002,0.0,0.0,0.0,0.0,5.0600375234521575
std,0.0,7.029238264537531,899.7691739392773,0.055755036059927494,1.0444350095970358,0.0,4.021640139848001,0.0,0.0,0.0,0.0,1.8363900920060299
min,0.0,0.0,0.0,0.11,2.2,6.0,3.200000000000002,0.0,0.0,0.0,0.0,1.0
25%,0.0,5.0,204.0,0.24,2.7,6.0,4.4999999999999964,0.0,0.0,0.0,0.0,3.0
50%,0.0,11.0,736.0,0.27,3.5,6.0,5.899999999999999,0.0,0.0,0.0,0.0,6.0
75%,0.0,17.0,1580.0,0.33,4.5,6.0,8.799999999999999,0.0,0.0,0.0,0.0,7.0
max,0.0,23.0,3897.0,0.39,6.0,6.0,19.5,0.0,0.0,0.0,0.0,7.0
