,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,1915.0,1915.0,1915.0,1755.0,1755.0,402.0,1755.0,1915.0,1915.0,1915.0,1915.0,1915.0
mean,0.49973890339425586,12.657963446475195,1486.3869451697128,0.022472934472934473,0.26222222222222225,15.11044776119403,2.583646723646723,1.7201044386422977,37.20939947780679,1.0396866840731072,2.0,4.061618798955614
std,0.500130531264461,5.607734901911431,945.6244060853871,0.060066797976495036,0.7963948605122002,10.690940080227273,3.9782017691919225,0.6056059855851215,16.822744077326455,0.20314123033518305,0.0,2.0027057170208775
min,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,2.0,1.0
25%,0.0,8.0,757.5,0.0,0.0,7.0,0.0,1.0,24.0,1.0,2.0,2.0
50%,0.0,13.0,1401.0,0.0,0.0,15.0,0.6000000000000018,2.0,33.0,1.0,2.0,4.0
75%,1.0,17.0,2104.5,0.0,0.0,21.5,3.700000000000002,2.0,48.0,1.0,2.0,6.0
max,1.0,23.0,4418.0,0.36,6.5,38.0,22.8,4.0,91.0,3.0,2.0,7.0
