,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,10084.0,10084.0,10084.0,9141.0,9143.0,462.0,9143.0,10084.0,10084.0,10084.0,10084.0,10084.0
mean,0.0,12.63843712812376,1278.9447639825466,0.004602341100536048,0.04856174122279339,0.9372294372294372,4.2602756206934265,0.0,0.0,0.0,0.0,4.860571201904007
std,0.0,6.0772551392618155,868.9829014282525,0.014837115290455925,0.1660137170351548,1.597571132088233,4.891963774580143,0.0,0.0,0.0,0.0,1.9818666976983852
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25%,0.0,8.0,534.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
50%,0.0,13.0,1164.5,0.0,0.0,0.0,2.300000000000002,0.0,0.0,0.0,0.0,6.0
75%,0.0,18.0,1846.0,0.0,0.0,2.0,7.400000000000001,0.0,0.0,0.0,0.0,6.0
max,0.0,23.0,3796.0,0.1,1.5,5.5,22.09999999999999,0.0,0.0,0.0,0.0,7.0
