,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0
mean,1.0,11.492213947190251,1188.9025050778605,0.03578199052132702,0.6612728503723765,32.64996614759648,4.270548408937031,0.0,0.0,0.0,0.0,4.547731888964116
std,0.0,7.027296780477999,1145.6042700709663,0.041178619779315695,0.7670663535043024,3.0830896957474283,3.2498143428093713,0.0,0.0,0.0,0.0,1.8051951717984882
min,1.0,0.0,6.0,0.0,0.0,20.0,0.6999999999999964,0.0,0.0,0.0,0.0,1.0
25%,1.0,5.0,187.0,0.0,0.0,31.0,2.1999999999999966,0.0,0.0,0.0,0.0,3.0
50%,1.0,12.0,792.0,0.02,0.3,32.5,3.0999999999999965,0.0,0.0,0.0,0.0,5.0
75%,1.0,18.0,1879.0,0.06,1.0,34.5,5.799999999999997,0.0,0.0,0.0,0.0,6.0
max,1.0,23.0,4332.0,0.19,3.0,42.5,16.599999999999994,0.0,0.0,0.0,0.0,7.0
