,Direction,Time,TRAFFIC,PRCP,SNOW,SNWD,SNOW_DAY_SUM,Vehicles,Driver Age,Condition_Code,MorF,DayOfWeek
count,594.0,594.0,594.0,454.0,454.0,0.0,454.0,594.0,594.0,594.0,594.0,594.0
mean,0.0,13.754208754208754,1081.1531986531986,0.0011894273127753304,0.011453744493392072,,0.9903083700440533,0.0,0.0,0.0,0.0,3.0
std,0.0,4.7787674150285255,402.92331663426864,0.004735314058201868,0.06678423180133462,,1.1684760710168864,0.0,0.0,0.0,0.0,0.0
min,0.0,5.0,138.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0
25%,0.0,10.0,803.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0
50%,0.0,14.0,1078.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0
75%,0.0,18.0,1315.25,0.0,0.0,,1.8000000000000007,0.0,0.0,0.0,0.0,3.0
max,0.0,23.0,2314.0,0.02,0.4,,3.3000000000000007,0.0,0.0,0.0,0.0,3.0
