Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2019-01-01,HOUR5,1,ICY,39.732641,-104.375681,40,M
2019-01-01,HOUR16,2,DRY,39.714325,-105.192405,30,M
2019-01-02,HOUR20,2,DRY,39.74013,-104.716046,40,M
2019-01-03,HOUR13,2,DRY,39.720183,-105.186957,34,F
2019-01-04,HOUR9,3,DRY,39.743399,-105.433483,42,M
2019-01-04,HOUR10,1,DRY,39.710915,-106.708614,25,F
2019-01-04,HOUR11,2,DRY,39.718945,-105.695986,32,M
2019-01-04,HOUR15,1,DRY,39.70908,-105.319307,45,M
2019-01-05,HOUR8,2,DRY,39.741932,-105.433131,26,F
2019-01-05,HOUR20,2,DRY,39.710188,-105.295233,41,M
2019-01-06,HOUR6,2,DRY,39.733957,-105.428175,41,M
2019-01-06,HOUR9,2,DRY,39.743529,-105.532264,35,M
2019-01-07,HOUR7,2,DRY,39.726676,-105.422064,73,M
2019-01-07,HOUR11,2,DRY,39.715184,-104.220504,32,M
2019-01-08,HOUR8,1,WET W/VIS ICY ROAD TREATMENT,39.743847,-105.48102,20,F
2019-01-08,HOUR20,1,DRY,39.745221,-105.470475,35,M
2019-01-08,HOUR20,2,DRY,39.715404,-105.375448,48,M
2019-01-08,HOUR20,1,DRY,39.71238,-105.193904,46,F
2019-01-08,HOUR21,1,DRY W/VIS ICY ROAD TREATMENT,39.74635,-105.460842,39,M
2019-01-09,HOUR21,2,DRY,39.741932,-105.433131,20,M
2019-01-10,HOUR8,2,DRY,39.730604,-105.17073,22,M
2019-01-10,HOUR10,2,DRY,39.739791,-105.159158,73,F
2019-01-10,HOUR15,2,DRY,39.731072,-105.170139,0,
2019-01-10,HOUR22,1,WET,39.744386,-105.680388,33,M
2019-01-11,HOUR6,2,SNOWY,39.743529,-105.532264,33,M
2019-01-11,HOUR10,1,ICY,39.744412,-105.488961,46,F
2019-01-11,HOUR12,1,WET,39.732757,-105.168012,23,F
2019-01-11,HOUR20,1,ICY,39.742101,-104.735722,0,
2019-01-12,HOUR5,1,WET W/VIS ICY ROAD TREATMENT,39.712378,-105.364853,75,M
2019-01-13,HOUR6,2,DRY,39.714783,-105.377856,61,M
2019-01-14,HOUR9,2,ICY,39.740988,-105.521142,35,M
2019-01-14,HOUR18,2,DRY,39.744355,-105.434957,0,U
2019-01-17,HOUR4,1,DRY,39.741309,-105.513813,30,F
2019-01-19,HOUR11,2,DRY,39.740121,-104.720016,23,M
2019-01-20,HOUR22,1,DRY,39.74635,-105.460842,28,F
2019-01-21,HOUR19,3,WET,39.744655,-105.48746,27,F
2019-01-22,HOUR5,2,ICY,39.746391,-105.461069,56,M
