Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2018-01-01,HOUR5,1,DRY,39.741506,-104.734692,25,M
2018-01-03,HOUR17,2,DRY,39.742843,-105.683023,22,M
2018-01-05,HOUR15,2,DRY,39.748952,-105.149442,18,F
2018-01-06,HOUR17,1,DRY,39.715445,-105.383667,53,M
2018-01-07,HOUR10,2,DRY,39.739801,-105.159144,19,M
2018-01-07,HOUR14,2,DRY,39.739801,-105.159144,44,F
2018-01-10,HOUR8,2,DRY,39.726678,-105.422066,20,M
2018-01-10,HOUR13,2,DRY,39.740127,-104.71902,0,
2018-01-10,HOUR16,4,DRY,39.743616,-105.15438,72,M
2018-01-11,HOUR17,2,DRY,39.725927,-105.178164,18,M
2018-01-12,HOUR11,1,DRY,39.744759,-105.4747,93,M
2018-01-12,HOUR19,2,ICY,39.7381,-104.427516,29,M
2018-01-12,HOUR19,1,DRY,39.714289,-105.369153,22,M
2018-01-13,HOUR6,2,DRY,39.737695,-105.431191,24,M
2018-01-13,HOUR15,3,DRY,39.720049,-105.695828,41,M
2018-01-14,HOUR6,3,DRY,39.740481,-105.432702,21,M
2018-01-15,HOUR6,1,ICY,39.728417,-104.272511,30,M
2018-01-15,HOUR6,1,ICY,39.718751,-104.234709,49,F
2018-01-16,HOUR17,2,DRY,39.739801,-105.159144,0,
2018-01-16,HOUR18,2,DRY,39.739801,-105.159144,0,
2018-01-18,HOUR15,2,DRY,39.723296,-105.182219,76,M
2018-01-18,HOUR17,2,DRY,39.720186,-105.186949,56,M
2018-01-19,HOUR11,1,DRY,39.715335,-105.391639,62,M
2018-01-20,HOUR6,2,DRY,39.744888,-105.457318,22,M
2018-01-20,HOUR16,1,DRY,39.742593,-104.736523,25,M
2018-01-20,HOUR17,2,DRY,39.720186,-105.186949,32,M
2018-01-21,HOUR19,1,ICY,39.739801,-105.159144,25,M
2018-01-21,HOUR19,2,ICY,39.741475,-105.522983,0,
2018-01-22,HOUR10,2,WET,39.714068,-105.312353,38,F
2018-01-23,HOUR15,1,DRY,39.747947,-105.67196,62,F
2018-01-26,HOUR2,2,DRY,39.740147,-104.728542,38,M
2018-01-26,HOUR16,3,DRY,39.724894,-105.179757,19,F
2018-01-26,HOUR19,2,DRY,39.740134,-104.716388,0,
2018-01-27,HOUR6,3,DRY,39.746248,-105.465723,23,M
2018-01-27,HOUR6,3,DRY,39.712303,-105.362614,49,M
2018-01-27,HOUR9,2,DRY,39.744411,-105.488957,28,M
2018-01-28,HOUR13,2,DRY,39.734458,-104.333253,21,M
2018-01-28,HOUR18,2,ICY,39.710905,-105.697271,24,M
2018-01-28,HOUR19,2,DRY,39.741475,-105.522983,25,M
2018-01-29,HOUR8,3,DRY,39.745222,-105.47048,41,F
2018-01-30,HOUR6,2,DRY,39.709013,-105.286143,21,M
2018-01-30,HOUR14,2,DRY,39.734373,-105.165983,40,M
2018-01-30,HOUR19,1,DRY,39.736549,-105.687407,55,M
2018-01-31,HOUR8,2,DRY,39.72159,-105.69559,39,M
2018-02-01,HOUR22,1,DRY,39.731135,-105.170061,35,M
2018-02-02,HOUR9,2,DRY,39.728988,-105.42438,19,M
2018-02-02,HOUR16,2,DRY,39.739801,-105.159144,27,F
2018-02-05,HOUR17,3,DRY,39.711777,-106.701514,21,M
2018-02-05,HOUR21,1,ICY,39.736549,-105.687407,23,M
2018-02-10,HOUR11,1,SNOWY W/VIS ICY ROAD TREATMENT,39.741308,-105.513778,52,M
