Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2015-01-01,HOUR15,1,SNOWY,39.740038,-104.682668,16,M
2015-01-02,HOUR11,2,WET,39.743193,-105.530377,16,F
2015-01-02,HOUR16,2,WET,39.739791,-105.159158,56,M
2015-01-03,HOUR7,2,WET,39.709008,-105.286147,22,M
2015-01-04,HOUR11,1,DRY,39.742296,-105.156027,0,
2015-01-04,HOUR14,2,DRY,39.73929,-104.650587,35,M
2015-01-05,HOUR8,1,DRY,39.7412,-105.495991,64,M
2015-01-05,HOUR12,1,DRY,39.728005,-105.693419,27,M
2015-01-05,HOUR16,1,WET,39.744354,-105.434957,0,
2015-01-05,HOUR17,4,WET,39.744412,-105.488961,25,M
2015-01-05,HOUR17,1,WET,39.743847,-105.48102,86,M
2015-01-07,HOUR7,2,WET,39.746176,-105.541341,38,M
2015-01-07,HOUR8,2,ICY,39.738131,-104.440155,34,M
2015-01-08,HOUR1,1,DRY,39.740012,-104.679615,17,F
2015-01-08,HOUR21,2,ICY,39.738143,-104.445784,58,M
2015-01-08,HOUR22,1,ICY,39.74409,-104.739064,50,F
2015-01-09,HOUR5,1,ICY,39.740108,-104.66558,26,M
2015-01-09,HOUR7,2,WET W/VIS ICY ROAD TREATMENT,39.744354,-105.434957,19,M
2015-01-10,HOUR6,2,DRY,39.744354,-105.434957,23,M
2015-01-10,HOUR6,2,DRY,39.744354,-105.434957,47,M
2015-01-10,HOUR6,2,DRY,39.740989,-104.733795,0,
2015-01-10,HOUR20,1,DRY,39.744939,-105.468351,50,M
2015-01-12,HOUR8,2,DRY,39.742704,-104.736734,54,M
2015-01-14,HOUR3,1,ICY W/VIS ICY ROAD TREATMENT,39.715336,-105.393544,19,F
2015-01-14,HOUR12,2,DRY,39.742564,-105.52659,24,F
2015-01-14,HOUR14,1,WET,39.741309,-105.513813,26,M
2015-01-14,HOUR17,2,DRY,39.724822,-105.179867,25,F
2015-01-14,HOUR17,2,DRY,39.732758,-105.168011,0,
2015-01-17,HOUR5,1,ICY,39.711783,-106.701514,36,M
2015-01-18,HOUR4,1,DRY,39.716698,-105.696332,78,M
2015-01-18,HOUR7,2,DRY,39.733957,-105.428175,25,M
2015-01-18,HOUR7,2,DRY,39.727878,-105.423152,32,M
2015-01-18,HOUR10,2,DRY,39.74347,-105.443465,65,M
2015-01-20,HOUR0,1,WET,39.713879,-105.309459,25,M
2015-01-20,HOUR14,1,DRY,39.712381,-105.193904,27,F
2015-01-21,HOUR10,3,SNOWY W/VIS ICY ROAD TREATMENT,39.716075,-105.191061,31,F
2015-01-21,HOUR15,1,ICY,39.738838,-104.535315,63,M
2015-01-21,HOUR20,1,SNOWY W/VIS ICY ROAD TREATMENT,39.744412,-105.488961,21,M
2015-01-22,HOUR8,3,ICY,39.740121,-104.71988,18,F
2015-01-22,HOUR14,2,DRY,39.738261,-105.161095,33,M
2015-01-23,HOUR19,2,DRY,39.742655,-105.492876,20,M
2015-01-23,HOUR19,3,DRY,39.721551,-105.41114,74,M
2015-01-24,HOUR1,1,DRY,39.744939,-105.468351,21,M
2015-01-24,HOUR8,1,DRY,39.740016,-104.679985,43,F
2015-01-24,HOUR16,2,DRY,39.733747,-105.166764,0,
2015-01-24,HOUR21,2,DRY,39.749651,-105.54888,18,M
2015-01-25,HOUR9,3,DRY,39.744472,-105.53596,20,M
2015-01-25,HOUR11,2,WET,39.712506,-105.304211,34,M
2015-01-25,HOUR15,2,DRY,39.730556,-105.692453,28,M
2015-01-25,HOUR22,1,DRY,39.713393,-105.193131,44,F
2015-01-26,HOUR2,2,DRY,39.725314,-105.179109,0,
2015-01-26,HOUR6,2,DRY,39.740094,-104.699983,36,M
2015-01-26,HOUR11,2,DRY,39.744412,-105.488961,65,M
2015-01-26,HOUR18,1,DRY,39.743847,-105.48102,26,M
2015-01-27,HOUR8,2,DRY,39.735298,-105.164824,26,M
2015-01-27,HOUR16,5,DRY,39.734671,-105.165609,64,M
2015-01-27,HOUR20,1,DRY,39.743847,-105.48102,20,M
2015-01-28,HOUR21,1,DRY,39.740296,-104.731859,46,M
2015-01-29,HOUR18,1,DRY,39.71802,-105.189438,49,F
2015-01-30,HOUR13,2,DRY,39.743847,-105.48102,27,M
2015-01-30,HOUR15,2,DRY,39.739791,-105.159158,39,M
2015-01-31,HOUR7,2,WET,39.743742,-105.482736,16,M
2015-01-31,HOUR19,2,DRY,39.713943,-105.368661,0,
2015-01-31,HOUR23,1,SNOWY,39.708501,-105.196869,33,M
2015-02-01,HOUR7,1,ICY W/VIS ICY ROAD TREATMENT,39.727875,-104.271334,45,M
2015-02-01,HOUR11,2,DRY,39.718417,-105.696065,38,M
2015-02-01,HOUR13,2,DRY,39.716698,-105.696332,22,M
2015-02-03,HOUR12,4,DRY,39.733153,-105.167512,33,M
2015-02-04,HOUR7,2,ICY,39.731071,-105.17014,0,U
2015-02-04,HOUR7,1,ICY,39.74025,-104.661968,28,F
2015-02-04,HOUR8,1,ICY W/VIS ICY ROAD TREATMENT,39.740037,-104.682386,41,M
2015-02-04,HOUR9,2,SLUSHY,39.74029,-105.158531,65,M
2015-02-04,HOUR10,2,SNOWY,39.709497,-105.697827,19,M
2015-02-06,HOUR15,2,DRY,39.744412,-105.488961,27,M
2015-02-06,HOUR18,2,DRY,39.740474,-105.432701,28,M
2015-02-06,HOUR18,3,DRY,39.740474,-105.432701,28,M
2015-02-07,HOUR18,2,DRY,39.709008,-105.286147,0,
2015-02-07,HOUR18,2,DRY,39.737361,-105.162235,19,M
2015-02-08,HOUR20,2,DRY,39.70908,-105.319307,54,F
2015-02-10,HOUR22,1,DRY,39.743529,-105.532264,0,
2015-02-13,HOUR9,2,DRY,39.746032,-105.459631,45,M
2015-02-13,HOUR18,3,DRY,39.73898,-105.160184,62,M
2015-02-14,HOUR14,2,DRY,39.7162,-105.190965,15,M
2015-02-15,HOUR16,2,SNOWY,39.71802,-105.696126,21,M
2015-02-15,HOUR16,4,ICY,39.737692,-105.431195,42,M
