DATE,Direction,HOUR,TRAFFIC
2014-07-22,S,18,1056
2014-07-22,P,19,1078
2014-07-22,S,19,958
2014-07-22,P,20,778
2014-07-22,S,20,740
2014-07-22,P,21,642
2014-07-22,S,21,548
2014-07-22,P,22,370
2014-07-22,S,22,422
2014-07-22,P,23,246
2014-07-22,S,23,343
2014-07-23,P,0,166
2014-07-23,S,0,247
2014-07-23,P,1,86
2014-07-23,S,1,155
2014-07-23,P,2,78
2014-07-23,S,2,104
2014-07-23,P,3,92
2014-07-23,S,3,141
2014-07-23,P,4,124
2014-07-23,S,4,227
2014-07-23,P,5,271
2014-07-23,S,5,491
2014-07-23,P,6,483
2014-07-23,S,6,913
2014-07-23,P,7,727
2014-07-23,S,7,1126
2014-07-23,P,8,911
2014-07-23,S,8,1389
2014-07-23,P,9,1148
2014-07-23,S,9,1606
2014-07-23,P,10,1330
2014-07-23,S,10,1898
2014-07-23,P,11,1397
2014-07-23,S,11,1868
2014-07-23,P,12,1535
2014-07-23,S,12,1675
2014-07-23,P,13,1684
2014-07-23,S,13,1540
2014-07-23,P,14,1866
2014-07-23,S,14,1712
2014-07-23,P,15,1832
2014-07-23,S,15,1536
2014-07-23,P,16,1765
2014-07-23,S,16,943
2014-07-23,P,17,1438
2014-07-23,S,17,1613
2014-07-23,P,18,1199
2014-07-23,S,18,1197
2014-07-23,P,19,821
2014-07-23,S,19,895
2014-07-23,P,20,962
2014-07-23,S,20,717
2014-07-23,P,21,612
2014-07-23,S,21,623
2014-07-23,P,22,403
2014-07-23,S,22,429
2014-07-23,P,23,264
2014-07-23,S,23,301
2014-07-24,P,0,160
2014-07-24,S,0,242
2014-07-24,P,1,103
2014-07-24,S,1,160
2014-07-24,P,2,97
2014-07-24,S,2,136
2014-07-24,P,3,94
2014-07-24,S,3,142
2014-07-24,P,4,116
2014-07-24,S,4,239
2014-07-24,P,5,273
2014-07-24,S,5,503
2014-07-24,P,6,478
2014-07-24,S,6,845
2014-07-24,P,7,681
2014-07-24,S,7,1133
2014-07-24,P,8,1003
2014-07-24,S,8,1521
2014-07-24,P,9,1124
2014-07-24,S,9,1656
2014-07-24,P,10,1338
2014-07-24,S,10,2134
2014-07-24,P,11,1429
2014-07-24,S,11,2262
2014-07-24,P,12,1568
2014-07-24,S,12,2035
2014-07-24,P,13,1640
2014-07-24,S,13,2022
2014-07-24,P,14,1910
2014-07-24,S,14,2018
2014-07-24,P,15,1919
2014-07-24,S,15,1888
2014-07-24,P,16,1971
2014-07-24,S,16,1860
2014-07-24,P,17,1804
2014-07-24,S,17,1522
2014-07-24,P,18,1476
2014-07-24,S,18,1509
2014-07-24,P,19,1151
2014-07-24,S,19,1231
2014-07-24,P,20,901
2014-07-24,S,20,914
2014-07-24,P,21,683
2014-07-24,S,21,660
2014-07-24,P,22,444
2014-07-24,S,22,458
2014-07-24,P,23,202
2014-07-24,S,23,176
2014-07-25,P,0,214
2014-07-25,S,0,381
2014-07-25,P,1,111
2014-07-25,S,1,163
2014-07-25,P,2,86
2014-07-25,S,2,123
2014-07-25,P,3,96
2014-07-25,S,3,153
2014-07-25,P,4,116
2014-07-25,S,4,273
2014-07-25,P,5,258
2014-07-25,S,5,493
2014-07-25,P,6,527
2014-07-25,S,6,966
2014-07-25,P,7,648
2014-07-25,S,7,1134
2014-07-25,P,8,1017
2014-07-25,S,8,1592
2014-07-25,P,9,1343
2014-07-25,S,9,2507
2014-07-25,P,10,1312
2014-07-25,S,10,2583
2014-07-25,P,11,1296
2014-07-25,S,11,2581
2014-07-25,P,12,1326
2014-07-25,S,12,2627
2014-07-25,P,13,1463
2014-07-25,S,13,2601
2014-07-25,P,14,1575
2014-07-25,S,14,2473
2014-07-25,P,15,2282
2014-07-25,S,15,2533
2014-07-25,P,16,2430
2014-07-25,S,16,2522
2014-07-25,P,17,2293
2014-07-25,S,17,2291
2014-07-25,P,18,2258
2014-07-25,S,18,2252
2014-07-25,P,19,1734
2014-07-25,S,19,2573
2014-07-25,P,20,1046
2014-07-25,S,20,2002
2014-07-25,P,21,774
2014-07-25,S,21,1078
2014-07-25,P,22,541
2014-07-25,S,22,758
2014-07-25,P,23,333
2014-07-25,S,23,460
2014-07-26,P,0,202
2014-07-26,S,0,287
2014-07-26,P,1,129
2014-07-26,S,1,172
2014-07-26,P,2,87
2014-07-26,S,2,201
2014-07-26,P,3,82
2014-07-26,S,3,213
2014-07-26,P,4,127
2014-07-26,S,4,415
2014-07-26,P,5,208
2014-07-26,S,5,978
2014-07-26,P,6,405
2014-07-26,S,6,1629
2014-07-26,P,7,684
2014-07-26,S,7,2198
2014-07-26,P,8,1026
2014-07-26,S,8,2544
2014-07-26,P,9,1492
2014-07-26,S,9,2750
2014-07-26,P,10,1874
2014-07-26,S,10,2595
2014-07-26,P,11,2210
2014-07-26,S,11,2516
2014-07-26,P,12,2256
2014-07-26,S,12,2451
2014-07-26,P,13,2438
2014-07-26,S,13,2529
2014-07-26,P,14,2585
2014-07-26,S,14,2390
2014-07-26,P,15,2467
2014-07-26,S,15,2248
2014-07-26,P,16,2438
2014-07-26,S,16,2281
2014-07-26,P,17,2472
2014-07-26,S,17,1860
2014-07-26,P,18,2130
2014-07-26,S,18,1319
2014-07-26,P,19,1670
2014-07-26,S,19,1041
2014-07-26,P,20,1300
2014-07-26,S,20,766
2014-07-26,P,21,1027
2014-07-26,S,21,648
2014-07-26,P,22,659
2014-07-26,S,22,504
2014-07-26,P,23,424
2014-07-26,S,23,332
2014-07-27,P,0,255
2014-07-27,S,0,189
2014-07-27,P,1,131
2014-07-27,S,1,117
2014-07-27,P,2,110
2014-07-27,S,2,107
2014-07-27,P,3,92
2014-07-27,S,3,130
2014-07-27,P,4,108
2014-07-27,S,4,238
2014-07-27,P,5,178
2014-07-27,S,5,467
2014-07-27,P,6,363
2014-07-27,S,6,728
2014-07-27,P,7,721
2014-07-27,S,7,1067
2014-07-27,P,8,1325
2014-07-27,S,8,1454
2014-07-27,P,9,2312
2014-07-27,S,9,2013
2014-07-27,P,10,2802
2014-07-27,S,10,2358
2014-07-27,P,11,2647
2014-07-27,S,11,2366
2014-07-27,P,12,2661
2014-07-27,S,12,2232
2014-07-27,P,13,2636
2014-07-27,S,13,2139
2014-07-27,P,14,2708
2014-07-27,S,14,2009
2014-07-27,P,15,2441
2014-07-27,S,15,1753
2014-07-27,P,16,2609
2014-07-27,S,16,1610
2014-07-27,P,17,2593
2014-07-27,S,17,1336
2014-07-27,P,18,2646
2014-07-27,S,18,1142
2014-07-27,P,19,2693
2014-07-27,S,19,957
2014-07-27,P,20,2054
2014-07-27,S,20,832
2014-07-27,P,21,1431
2014-07-27,S,21,588
2014-07-27,P,22,772
2014-07-27,S,22,359
2014-07-27,P,23,421
2014-07-27,S,23,313
2014-07-28,P,0,200
2014-07-28,S,0,170
2014-07-28,P,1,151
2014-07-28,S,1,131
2014-07-28,P,2,93
2014-07-28,S,2,125
2014-07-28,P,3,92
2014-07-28,S,3,112
2014-07-28,P,4,149
2014-07-28,S,4,253
2014-07-28,P,5,387
2014-07-28,S,5,525
2014-07-28,P,6,826
2014-07-28,S,6,907
2014-07-28,P,7,1171
2014-07-28,S,7,1168
2014-07-28,P,8,1230
2014-07-28,S,8,1373
2014-07-28,P,9,1438
2014-07-28,S,9,1681
2014-07-28,P,10,1648
2014-07-28,S,10,2036
2014-07-28,P,11,1750
2014-07-28,S,11,2056
2014-07-28,P,12,1904
2014-07-28,S,12,1818
2014-07-28,P,13,2030
2014-07-28,S,13,1571
2014-07-28,P,14,2203
2014-07-28,S,14,1621
2014-07-28,P,15,1611
2014-07-28,S,15,1340
2014-07-28,P,16,2187
2014-07-28,S,16,1485
2014-07-28,P,17,1665
2014-07-28,S,17,1175
2014-07-28,P,18,1316
2014-07-28,S,18,1008
2014-07-28,P,19,901
2014-07-28,S,19,742
2014-07-28,P,20,847
2014-07-28,S,20,664
2014-07-28,P,21,522
2014-07-28,S,21,556
2014-07-28,P,22,391
2014-07-28,S,22,395
2014-07-28,P,23,211
2014-07-28,S,23,252
2014-07-29,P,0,116
2014-07-29,S,0,189
2014-07-29,P,1,92
2014-07-29,S,1,114
2014-07-29,P,2,73
2014-07-29,S,2,94
2014-07-29,P,3,75
2014-07-29,S,3,110
2014-07-29,P,4,98
2014-07-29,S,4,205
2014-07-29,P,5,252
2014-07-29,S,5,436
2014-07-29,P,6,548
2014-07-29,S,6,769
2014-07-29,P,7,732
2014-07-29,S,7,1000
2014-07-29,P,8,888
2014-07-29,S,8,1200
2014-07-29,P,9,1162
2014-07-29,S,9,1414
2014-07-29,P,10,1315
2014-07-29,S,10,1663
2014-07-29,P,11,1456
2014-07-29,S,11,1687
2014-07-29,P,12,1524
2014-07-29,S,12,1389
2014-07-29,P,13,1404
2014-07-29,S,13,1160
2014-07-29,P,14,1772
2014-07-29,S,14,1594
2014-07-29,P,15,1682
2014-07-29,S,15,1323
2014-07-29,P,16,1577
2014-07-29,S,16,1252
2014-07-29,P,17,1429
2014-07-29,S,17,1160
2014-07-29,P,18,1076
2014-07-29,S,18,1069
2014-07-29,P,19,933
2014-07-29,S,19,858
2014-07-29,P,20,608
2014-07-29,S,20,638
2014-07-29,P,21,429
2014-07-29,S,21,479
2014-07-29,P,22,378
2014-07-29,S,22,347
2014-07-29,P,23,196
2014-07-29,S,23,241
2014-07-30,P,0,115
2014-07-30,S,0,168
2014-07-30,P,1,113
2014-07-30,S,1,125
2014-07-30,P,2,73
2014-07-30,S,2,122
2014-07-30,P,3,85
2014-07-30,S,3,117
2014-07-30,P,4,106
2014-07-30,S,4,208
2014-07-30,P,5,221
2014-07-30,S,5,406
2014-07-30,P,6,548
2014-07-30,S,6,737
2014-07-30,P,7,747
2014-07-30,S,7,889
2014-07-30,P,8,919
2014-07-30,S,8,1124
2014-07-30,P,9,1147
2014-07-30,S,9,1466
2014-07-30,P,10,1327
2014-07-30,S,10,1550
2014-07-30,P,11,1390
2014-07-30,S,11,1615
2014-07-30,P,12,1470
2014-07-30,S,12,1526
2014-07-30,P,13,1133
2014-07-30,S,13,1098
2014-07-30,P,14,1557
2014-07-30,S,14,1773
2014-07-30,P,15,1605
2014-07-30,S,15,1602
2014-07-30,P,16,1492
2014-07-30,S,16,1062
2014-07-30,P,17,1218
2014-07-30,S,17,1564
2014-07-30,P,18,1043
2014-07-30,S,18,1111
2014-07-30,P,19,858
2014-07-30,S,19,830
2014-07-30,P,20,644
2014-07-30,S,20,689
2014-07-30,P,21,473
2014-07-30,S,21,550
2014-07-30,P,22,327
2014-07-30,S,22,387
2014-07-30,P,23,195
2014-07-30,S,23,230
2014-07-31,P,0,143
2014-07-31,S,0,221
2014-07-31,P,1,113
2014-07-31,S,1,149
2014-07-31,P,2,81
2014-07-31,S,2,128
2014-07-31,P,3,103
2014-07-31,S,3,133
2014-07-31,P,4,103
2014-07-31,S,4,216
2014-07-31,P,5,267
2014-07-31,S,5,451
2014-07-31,P,6,511
2014-07-31,S,6,705
2014-07-31,P,7,748
2014-07-31,S,7,948
2014-07-31,P,8,931
2014-07-31,S,8,1105
2014-07-31,P,9,1218
2014-07-31,S,9,1712
2014-07-31,P,10,1409
2014-07-31,S,10,1899
2014-07-31,P,11,1317
2014-07-31,S,11,1776
2014-07-31,P,12,1484
2014-07-31,S,12,1872
2014-07-31,P,13,1540
2014-07-31,S,13,1901
2014-07-31,P,14,1669
2014-07-31,S,14,1933
2014-07-31,P,15,1736
2014-07-31,S,15,1822
2014-07-31,P,16,1699
2014-07-31,S,16,1771
2014-07-31,P,17,1476
2014-07-31,S,17,1642
2014-07-31,P,18,1195
2014-07-31,S,18,1375
2014-07-31,P,19,1103
2014-07-31,S,19,1174
2014-07-31,P,20,871
2014-07-31,S,20,853
2014-07-31,P,21,612
2014-07-31,S,21,679
2014-07-31,P,22,442
2014-07-31,S,22,477
2014-07-31,P,23,263
2014-07-31,S,23,290
2014-08-01,P,0,172
2014-08-01,S,0,218
2014-08-01,P,1,110
2014-08-01,S,1,181
2014-08-01,P,2,89
2014-08-01,S,2,101
2014-08-01,P,3,82
2014-08-01,S,3,172
2014-08-01,P,4,120
2014-08-01,S,4,241
2014-08-01,P,5,269
2014-08-01,S,5,467
2014-08-01,P,6,552
2014-08-01,S,6,850
2014-08-01,P,7,718
2014-08-01,S,7,1225
2014-08-01,P,8,789
2014-08-01,S,8,1218
2014-08-01,P,9,1243
2014-08-01,S,9,2266
2014-08-01,P,10,1427
2014-08-01,S,10,2623
2014-08-01,P,11,1674
2014-08-01,S,11,2519
2014-08-01,P,12,1963
2014-08-01,S,12,2604
2014-08-01,P,13,2006
2014-08-01,S,13,2566
2014-08-01,P,14,1923
2014-08-01,S,14,2586
2014-08-01,P,15,1943
2014-08-01,S,15,2726
2014-08-01,P,16,1899
2014-08-01,S,16,2497
2014-08-01,P,17,1847
2014-08-01,S,17,2785
2014-08-01,P,18,1488
2014-08-01,S,18,2833
2014-08-01,P,19,1268
2014-08-01,S,19,2707
2014-08-01,P,20,913
2014-08-01,S,20,1897
2014-08-01,P,21,772
2014-08-01,S,21,1034
2014-08-01,P,22,511
2014-08-01,S,22,700
2014-08-01,P,23,306
2014-08-01,S,23,418
2014-08-02,P,0,205
2014-08-02,S,0,274
2014-08-02,P,1,129
2014-08-02,S,1,194
2014-08-02,P,2,97
2014-08-02,S,2,149
2014-08-02,P,3,100
2014-08-02,S,3,175
2014-08-02,P,4,99
2014-08-02,S,4,447
2014-08-02,P,5,215
2014-08-02,S,5,901
2014-08-02,P,6,444
2014-08-02,S,6,1345
2014-08-02,P,7,773
2014-08-02,S,7,1988
2014-08-02,P,8,1019
2014-08-02,S,8,2511
2014-08-02,P,9,1466
2014-08-02,S,9,2556
2014-08-02,P,10,1784
2014-08-02,S,10,2401
2014-08-02,P,11,1959
2014-08-02,S,11,2492
2014-08-02,P,12,2017
2014-08-02,S,12,2687
2014-08-02,P,13,2259
2014-08-02,S,13,2611
2014-08-02,P,14,2537
2014-08-02,S,14,2500
2014-08-02,P,15,2713
2014-08-02,S,15,2416
2014-08-02,P,16,2745
2014-08-02,S,16,2457
2014-08-02,P,17,2682
2014-08-02,S,17,2026
2014-08-02,P,18,2421
2014-08-02,S,18,1232
2014-08-02,P,19,1706
2014-08-02,S,19,1020
2014-08-02,P,20,1715
2014-08-02,S,20,902
2014-08-02,P,21,1151
2014-08-02,S,21,621
2014-08-02,P,22,827
2014-08-02,S,22,495
2014-08-02,P,23,506
2014-08-02,S,23,358
2014-08-03,P,0,272
2014-08-03,S,0,268
2014-08-03,P,1,158
2014-08-03,S,1,213
2014-08-03,P,2,115
2014-08-03,S,2,137
2014-08-03,P,3,99
2014-08-03,S,3,105
2014-08-03,P,4,113
2014-08-03,S,4,233
2014-08-03,P,5,205
2014-08-03,S,5,408
2014-08-03,P,6,402
2014-08-03,S,6,700
2014-08-03,P,7,754
2014-08-03,S,7,1024
2014-08-03,P,8,1270
2014-08-03,S,8,1512
2014-08-03,P,9,2190
2014-08-03,S,9,2018
2014-08-03,P,10,2967
2014-08-03,S,10,2508
2014-08-03,P,11,2836
2014-08-03,S,11,2524
2014-08-03,P,12,2649
2014-08-03,S,12,2485
2014-08-03,P,13,2851
2014-08-03,S,13,2445
2014-08-03,P,14,2808
2014-08-03,S,14,2086
2014-08-03,P,15,2770
2014-08-03,S,15,1939
2014-08-03,P,16,2678
2014-08-03,S,16,1544
2014-08-03,P,17,2716
2014-08-03,S,17,1326
2014-08-03,P,18,2798
2014-08-03,S,18,1112
2014-08-03,P,19,2744
2014-08-03,S,19,895
2014-08-03,P,20,2182
2014-08-03,S,20,780
2014-08-03,P,21,1481
2014-08-03,S,21,591
2014-08-03,P,22,743
2014-08-03,S,22,462
2014-08-03,P,23,364
2014-08-03,S,23,346
2014-08-04,P,0,182
2014-08-04,S,0,170
2014-08-04,P,1,129
2014-08-04,S,1,128
2014-08-04,P,2,88
2014-08-04,S,2,93
2014-08-04,P,3,105
2014-08-04,S,3,131
2014-08-04,P,4,158
2014-08-04,S,4,245
2014-08-04,P,5,385
2014-08-04,S,5,539
2014-08-04,P,6,800
2014-08-04,S,6,763
2014-08-04,P,7,1171
2014-08-04,S,7,1177
2014-08-04,P,8,1105
2014-08-04,S,8,1416
2014-08-04,P,9,1501
2014-08-04,S,9,1682
2014-08-04,P,10,1785
2014-08-04,S,10,2134
2014-08-04,P,11,2017
2014-08-04,S,11,1953
2014-08-04,P,12,1880
2014-08-04,S,12,1774
2014-08-04,P,13,2102
2014-08-04,S,13,1639
2014-08-04,P,14,2135
2014-08-04,S,14,1598
2014-08-04,P,15,1691
2014-08-04,S,15,1279
2014-08-04,P,16,1940
2014-08-04,S,16,1429
2014-08-04,P,17,1929
2014-08-04,S,17,931
2014-08-04,P,18,1383
2014-08-04,S,18,1111
2014-08-04,P,19,1032
2014-08-04,S,19,839
2014-08-04,P,20,655
2014-08-04,S,20,613
2014-08-04,P,21,570
2014-08-04,S,21,483
2014-08-04,P,22,325
2014-08-04,S,22,353
2014-08-04,P,23,245
2014-08-04,S,23,299
2014-08-07,P,0,170
2014-08-07,S,0,259
2014-08-07,P,1,114
2014-08-07,S,1,158
2014-08-07,P,2,86
2014-08-07,S,2,105
2014-08-07,P,3,101
2014-08-07,S,3,172
2014-08-07,P,4,126
2014-08-07,S,4,255
2014-08-07,P,5,274
2014-08-07,S,5,489
2014-08-07,P,6,512
2014-08-07,S,6,821
2014-08-07,P,7,786
2014-08-07,S,7,1099
2014-08-07,P,8,973
2014-08-07,S,8,1435
2014-08-07,P,9,1203
2014-08-07,S,9,1836
2014-08-07,P,10,1503
2014-08-07,S,10,1938
2014-08-07,P,11,1480
2014-08-07,S,11,1730
2014-08-07,P,12,1780
2014-08-07,S,12,1988
2014-08-07,P,13,1760
2014-08-07,S,13,1930
2014-08-07,P,14,1863
2014-08-07,S,14,1869
2014-08-07,P,15,1934
2014-08-07,S,15,1895
2014-08-07,P,16,1911
2014-08-07,S,16,1821
2014-08-07,P,17,1781
2014-08-07,S,17,1667
2014-08-07,P,18,1364
2014-08-07,S,18,1506
2014-08-07,P,19,1016
2014-08-07,S,19,1386
2014-08-07,P,20,752
2014-08-07,S,20,963
2014-08-07,P,21,609
2014-08-07,S,21,729
2014-08-07,P,22,440
2014-08-07,S,22,527
2014-08-07,P,23,282
2014-08-07,S,23,543
2014-08-08,P,0,180
2014-08-08,S,0,308
2014-08-08,P,1,111
2014-08-08,S,1,141
2014-08-08,P,2,82
2014-08-08,S,2,138
2014-08-08,P,3,117
2014-08-08,S,3,142
2014-08-08,P,4,130
2014-08-08,S,4,274
2014-08-08,P,5,268
2014-08-08,S,5,548
2014-08-08,P,6,516
2014-08-08,S,6,947
2014-08-08,P,7,802
2014-08-08,S,7,1333
2014-08-08,P,8,930
2014-08-08,S,8,1756
2014-08-08,P,9,1219
2014-08-08,S,9,2385
2014-08-08,P,10,1386
2014-08-08,S,10,2437
2014-08-08,P,11,1637
2014-08-08,S,11,2460
2014-08-08,P,12,1744
2014-08-08,S,12,2515
2014-08-08,P,13,1938
2014-08-08,S,13,2581
2014-08-08,P,14,2106
2014-08-08,S,14,2378
2014-08-08,P,15,2092
2014-08-08,S,15,2367
2014-08-08,P,16,2200
2014-08-08,S,16,2746
2014-08-08,P,17,1907
2014-08-08,S,17,2855
2014-08-08,P,18,1620
2014-08-08,S,18,3006
2014-08-08,P,19,1340
2014-08-08,S,19,2677
2014-08-08,P,20,1021
2014-08-08,S,20,2240
2014-08-08,P,21,859
2014-08-08,S,21,1128
2014-08-08,P,22,520
2014-08-08,S,22,658
2014-08-08,P,23,306
2014-08-08,S,23,387
2014-08-09,P,0,236
2014-08-09,S,0,268
2014-08-09,P,1,138
2014-08-09,S,1,199
2014-08-09,P,2,87
2014-08-09,S,2,140
2014-08-09,P,3,99
2014-08-09,S,3,191
2014-08-09,P,4,103
2014-08-09,S,4,382
2014-08-09,P,5,216
2014-08-09,S,5,1113
2014-08-09,P,6,406
2014-08-09,S,6,1981
2014-08-09,P,7,713
2014-08-09,S,7,2042
2014-08-09,P,8,1033
2014-08-09,S,8,2485
2014-08-09,P,9,1465
2014-08-09,S,9,2209
2014-08-09,P,10,2046
2014-08-09,S,10,2521
2014-08-09,P,11,2449
2014-08-09,S,11,2430
2014-08-09,P,12,2434
2014-08-09,S,12,2505
2014-08-09,P,13,2490
2014-08-09,S,13,2484
2014-08-09,P,14,2503
2014-08-09,S,14,2408
2014-08-09,P,15,2467
2014-08-09,S,15,2193
2014-08-09,P,16,2784
2014-08-09,S,16,2231
2014-08-09,P,17,2303
2014-08-09,S,17,1387
2014-08-09,P,18,2026
2014-08-09,S,18,1019
2014-08-09,P,19,1744
2014-08-09,S,19,927
2014-08-09,P,20,1415
2014-08-09,S,20,711
2014-08-09,P,21,1169
2014-08-09,S,21,653
2014-08-09,P,22,756
2014-08-09,S,22,493
2014-08-09,P,23,406
2014-08-09,S,23,338
2014-08-10,P,0,274
2014-08-10,S,0,207
2014-08-10,P,1,165
2014-08-10,S,1,178
2014-08-10,P,2,120
2014-08-10,S,2,120
2014-08-10,P,3,85
2014-08-10,S,3,133
2014-08-10,P,4,126
2014-08-10,S,4,186
2014-08-10,P,5,194
2014-08-10,S,5,459
2014-08-10,P,6,387
2014-08-10,S,6,696
2014-08-10,P,7,693
2014-08-10,S,7,953
2014-08-10,P,8,1316
2014-08-10,S,8,1439
2014-08-10,P,9,2388
2014-08-10,S,9,1751
2014-08-10,P,10,2872
2014-08-10,S,10,2161
2014-08-10,P,11,2986
2014-08-10,S,11,2346
2014-08-10,P,12,2956
2014-08-10,S,12,2101
2014-08-10,P,13,2924
2014-08-10,S,13,2120
2014-08-10,P,14,2777
2014-08-10,S,14,1889
2014-08-10,P,15,2649
2014-08-10,S,15,1701
2014-08-10,P,16,2780
2014-08-10,S,16,1461
2014-08-10,P,17,2817
2014-08-10,S,17,1274
2014-08-10,P,18,2840
2014-08-10,S,18,1009
2014-08-10,P,19,2799
2014-08-10,S,19,952
2014-08-10,P,20,2101
2014-08-10,S,20,741
2014-08-10,P,21,1419
2014-08-10,S,21,570
2014-08-10,P,22,745
2014-08-10,S,22,436
2014-08-10,P,23,429
2014-08-10,S,23,328
2014-08-11,P,0,204
2014-08-11,S,0,181
2014-08-11,P,1,120
2014-08-11,S,1,133
2014-08-11,P,2,100
2014-08-11,S,2,109
2014-08-11,P,3,96
2014-08-11,S,3,126
2014-08-11,P,4,162
2014-08-11,S,4,245
2014-08-11,P,5,382
2014-08-11,S,5,586
2014-08-11,P,6,858
2014-08-11,S,6,850
2014-08-11,P,7,1151
2014-08-11,S,7,998
2014-08-11,P,8,1292
2014-08-11,S,8,1324
2014-08-11,P,9,1517
2014-08-11,S,9,1784
2014-08-11,P,10,1670
2014-08-11,S,10,1950
2014-08-11,P,11,1725
2014-08-11,S,11,1936
2014-08-11,P,12,1725
2014-08-11,S,12,1691
2014-08-11,P,13,1737
2014-08-11,S,13,1484
2014-08-11,P,14,1904
2014-08-11,S,14,1544
2014-08-11,P,15,1633
2014-08-11,S,15,1127
2014-08-11,P,16,2198
2014-08-11,S,16,1521
2014-08-11,P,17,1820
2014-08-11,S,17,1210
2014-08-11,P,18,1983
2014-08-11,S,18,1052
2014-08-11,P,19,1146
2014-08-11,S,19,810
2014-08-11,P,20,767
2014-08-11,S,20,615
2014-08-11,P,21,608
2014-08-11,S,21,544
2014-08-11,P,22,372
2014-08-11,S,22,373
2014-08-11,P,23,228
2014-08-11,S,23,236
2014-08-12,P,0,154
2014-08-12,S,0,187
2014-08-12,P,1,97
2014-08-12,S,1,118
2014-08-12,P,2,67
2014-08-12,S,2,100
2014-08-12,P,3,71
2014-08-12,S,3,124
2014-08-12,P,4,112
2014-08-12,S,4,208
2014-08-12,P,5,297
2014-08-12,S,5,477
2014-08-12,P,6,557
2014-08-12,S,6,739
2014-08-12,P,7,741
2014-08-12,S,7,975
2014-08-12,P,8,880
2014-08-12,S,8,1257
2014-08-12,P,9,1105
2014-08-12,S,9,1619
2014-08-12,P,10,1257
2014-08-12,S,10,1607
2014-08-12,P,11,1387
2014-08-12,S,11,1666
2014-08-12,P,12,1386
2014-08-12,S,12,1516
2014-08-12,P,13,1502
2014-08-12,S,13,1363
2014-08-12,P,14,2250
2014-08-12,S,14,1406
2014-08-12,P,15,1886
2014-08-12,S,15,1303
2014-08-12,P,16,1744
2014-08-12,S,16,1337
2014-08-12,P,17,1555
2014-08-12,S,17,1137
2014-08-12,P,18,1307
2014-08-12,S,18,962
2014-08-12,P,19,1004
2014-08-12,S,19,783
2014-08-12,P,20,800
2014-08-12,S,20,650
2014-08-12,P,21,605
2014-08-12,S,21,532
2014-08-12,P,22,351
2014-08-12,S,22,427
2014-08-12,P,23,239
2014-08-12,S,23,272
2014-08-13,P,0,163
2014-08-13,S,0,191
2014-08-13,P,1,106
2014-08-13,S,1,116
2014-08-13,P,2,88
2014-08-13,S,2,105
2014-08-13,P,3,95
2014-08-13,S,3,139
2014-08-13,P,4,124
2014-08-13,S,4,246
2014-08-13,P,5,291
2014-08-13,S,5,457
2014-08-13,P,6,530
2014-08-13,S,6,856
2014-08-13,P,7,771
2014-08-13,S,7,1043
2014-08-13,P,8,923
2014-08-13,S,8,1258
2014-08-13,P,9,1191
2014-08-13,S,9,1598
2014-08-13,P,10,1326
2014-08-13,S,10,1788
2014-08-13,P,11,1430
2014-08-13,S,11,1649
2014-08-13,P,12,1595
2014-08-13,S,12,1605
2014-08-13,P,13,1542
2014-08-13,S,13,1501
2014-08-13,P,14,1755
2014-08-13,S,14,1516
2014-08-13,P,15,1711
2014-08-13,S,15,1395
2014-08-13,P,16,1524
2014-08-13,S,16,1332
2014-08-13,P,17,1838
2014-08-13,S,17,1035
2014-08-13,P,18,1359
2014-08-13,S,18,1031
2014-08-13,P,19,909
2014-08-13,S,19,1044
2014-08-13,P,20,720
2014-08-13,S,20,756
2014-08-13,P,21,562
2014-08-13,S,21,560
2014-08-13,P,22,357
2014-08-13,S,22,376
2014-08-13,P,23,228
2014-08-13,S,23,253
2014-08-14,P,0,161
2014-08-14,S,0,239
2014-08-14,P,1,107
2014-08-14,S,1,143
2014-08-14,P,2,80
2014-08-14,S,2,106
2014-08-14,P,3,99
2014-08-14,S,3,132
2014-08-14,P,4,99
2014-08-14,S,4,225
2014-08-14,P,5,268
2014-08-14,S,5,464
2014-08-14,P,6,548
2014-08-14,S,6,773
2014-08-14,P,7,733
2014-08-14,S,7,1036
2014-08-14,P,8,924
2014-08-14,S,8,1300
2014-08-14,P,9,1127
2014-08-14,S,9,1658
2014-08-14,P,10,1353
2014-08-14,S,10,1842
2014-08-14,P,11,1403
2014-08-14,S,11,1887
2014-08-14,P,12,1559
2014-08-14,S,12,1761
2014-08-14,P,13,1552
2014-08-14,S,13,1606
2014-08-14,P,14,2016
2014-08-14,S,14,1874
2014-08-14,P,15,1896
2014-08-14,S,15,1916
2014-08-14,P,16,1801
2014-08-14,S,16,1753
2014-08-14,P,17,1459
2014-08-14,S,17,1428
2014-08-14,P,18,1224
2014-08-14,S,18,1310
2014-08-14,P,19,907
2014-08-14,S,19,1199
2014-08-14,P,20,763
2014-08-14,S,20,902
2014-08-14,P,21,554
2014-08-14,S,21,708
2014-08-14,P,22,374
2014-08-14,S,22,549
2014-08-14,P,23,239
2014-08-14,S,23,316
2014-08-15,P,0,154
2014-08-15,S,0,240
2014-08-15,P,1,114
2014-08-15,S,1,155
2014-08-15,P,2,89
2014-08-15,S,2,121
2014-08-15,P,3,94
2014-08-15,S,3,159
2014-08-15,P,4,114
2014-08-15,S,4,265
2014-08-15,P,5,272
2014-08-15,S,5,529
2014-08-15,P,6,451
2014-08-15,S,6,613
2014-08-15,P,7,790
2014-08-15,S,7,1585
