Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2016-01-02,HOUR7,2,DRY,39.739074,-105.431989,25,M
2016-01-02,HOUR8,1,DRY,39.74013,-104.717704,68,M
2016-01-03,HOUR7,2,DRY W/VIS ICY ROAD TREATMENT,39.728988,-105.42438,18,M
2016-01-03,HOUR17,2,DRY,39.739801,-105.159144,24,F
2016-01-04,HOUR12,1,DRY,39.715491,-105.389631,21,M
2016-01-04,HOUR15,2,DRY,39.749552,-105.548763,23,M
2016-01-04,HOUR17,1,WET,39.741308,-105.513778,36,F
2016-01-04,HOUR19,2,DRY,39.708999,-104.204016,21,F
2016-01-04,HOUR22,2,DRY,39.744582,-105.536443,80,M
2016-01-06,HOUR15,2,DRY,39.740114,-104.706189,0,
2016-01-07,HOUR6,2,DRY,39.730945,-105.170301,42,F
2016-01-07,HOUR17,2,DRY,39.719149,-105.18826,65,M
2016-01-08,HOUR19,1,DRY,39.724894,-105.179757,17,M
2016-01-09,HOUR10,2,DRY,39.712362,-105.697016,26,M
2016-01-10,HOUR18,2,DRY,39.734373,-105.165983,65,F
2016-01-10,HOUR22,1,DRY,39.713418,-105.367857,24,F
2016-01-12,HOUR6,1,DRY,39.712957,-105.305904,24,M
2016-01-12,HOUR12,2,DRY,39.729498,-105.172306,55,M
2016-01-12,HOUR16,2,DRY,39.744474,-105.456571,0,
2016-01-13,HOUR1,1,DRY,39.744203,-105.434611,31,M
2016-01-13,HOUR14,3,DRY,39.741308,-105.513778,67,M
2016-01-14,HOUR13,1,DRY,39.740289,-104.61,62,M
2016-01-14,HOUR20,2,WET,39.746291,-105.460542,52,M
2016-01-15,HOUR17,3,DRY,39.737695,-105.431191,74,M
2016-01-15,HOUR19,2,DRY,39.743474,-105.443466,27,F
2016-01-15,HOUR23,1,SNOWY,39.734574,-104.388492,27,M
2016-01-16,HOUR11,2,DRY,39.734252,-105.689652,25,M
2016-01-16,HOUR14,1,DRY,39.712697,-105.366282,74,M
2016-01-17,HOUR17,2,DRY,39.744653,-105.487463,49,M
2016-01-17,HOUR20,1,DRY,39.745222,-105.47048,23,M
2016-01-18,HOUR7,5,DRY,39.731256,-105.426689,42,M
2016-01-18,HOUR10,3,DRY,39.740481,-105.432702,25,M
2016-01-20,HOUR16,1,SNOWY,39.708025,-106.718361,48,F
2016-01-20,HOUR17,2,DRY,39.734087,-105.166343,18,M
2016-01-21,HOUR16,2,DRY,39.744297,-105.448811,23,M
2016-01-22,HOUR17,4,DRY,39.744354,-105.43495,32,M
2016-01-23,HOUR9,2,DRY,39.709078,-105.319309,0,
2016-01-23,HOUR16,2,DRY,39.71335,-105.193172,43,M
2016-01-24,HOUR8,2,DRY,39.709078,-105.319309,0,
2016-01-25,HOUR15,2,DRY,39.710096,-105.350063,25,M
2016-01-27,HOUR14,2,DRY,39.73104,-105.170181,23,M
2016-01-27,HOUR16,2,DRY,39.720089,-105.187088,47,M
2016-01-29,HOUR17,2,DRY,39.737695,-105.431191,28,M
2016-01-29,HOUR19,2,DRY,39.715081,-105.370542,22,M
2016-01-30,HOUR9,1,SNOWY W/VIS ICY ROAD TREATMENT,39.733953,-105.428168,31,F
2016-01-30,HOUR12,1,DRY,39.739722,-104.685167,33,F
2016-01-30,HOUR22,1,SNOWY,39.740037,-104.682376,29,F
2016-01-31,HOUR15,2,SNOWY,39.710096,-105.350063,26,M
2016-01-31,HOUR15,2,DRY,39.724894,-105.179757,48,M
2016-01-31,HOUR19,3,SNOWY,39.708499,-105.196871,55,M
2016-01-31,HOUR21,2,SNOWY,39.739801,-105.159144,0,
2016-02-01,HOUR7,2,ICY,39.739888,-104.627854,70,M
2016-02-01,HOUR8,1,ICY,39.738526,-104.520528,29,M
2016-02-01,HOUR9,1,SNOWY,39.714575,-105.192224,24,F
2016-02-01,HOUR11,1,SNOWY,39.709078,-105.319309,21,M
2016-02-01,HOUR12,1,SNOWY,39.744653,-105.487463,22,M
2016-02-01,HOUR12,2,ICY,39.74207,-105.494139,33,F
2016-02-01,HOUR15,1,SNOWY W/VIS ICY ROAD TREATMENT,39.725976,-105.421097,62,M
2016-02-01,HOUR16,1,SNOWY W/VIS ICY ROAD TREATMENT,39.744145,-105.478912,33,F
2016-02-01,HOUR21,2,SNOWY,39.711777,-106.701514,34,M
2016-02-03,HOUR17,1,SNOWY,39.746291,-105.460542,30,M
2016-02-04,HOUR12,2,DRY,39.740129,-104.718362,64,M
2016-02-04,HOUR19,2,DRY,39.71234,-105.193936,29,F
2016-02-06,HOUR14,2,DRY,39.723687,-105.416864,20,M
2016-02-06,HOUR20,2,DRY,39.745138,-105.440266,22,M
2016-02-07,HOUR11,2,DRY,39.72674,-105.693887,31,M
2016-02-07,HOUR14,3,DRY,39.742533,-105.493155,23,F
2016-02-08,HOUR16,1,DRY,39.721236,-105.185393,93,F
2016-02-10,HOUR11,4,DRY,39.743855,-105.480957,27,M
2016-02-10,HOUR17,2,DRY,39.740392,-105.158404,45,F
2016-02-12,HOUR16,2,DRY,39.749985,-105.666839,53,M
2016-02-12,HOUR23,1,DRY,39.737908,-104.637727,26,M
2016-02-15,HOUR14,2,DRY,39.739801,-105.159144,33,M
2016-02-15,HOUR15,1,DRY,39.748276,-105.671134,23,M
2016-02-15,HOUR18,2,DRY,39.745222,-105.47048,0,
2016-02-16,HOUR1,1,DRY,39.715081,-105.370542,32,M
2016-02-16,HOUR16,2,DRY,39.711888,-105.194267,19,F
2016-02-18,HOUR13,2,DRY,39.739801,-105.159144,27,M
2016-02-20,HOUR8,2,DRY,39.743855,-105.480957,20,M
2016-02-20,HOUR9,3,DRY,39.719178,-105.402112,0,U
2016-02-20,HOUR10,2,DRY,39.718021,-105.18943,20,F
2016-02-20,HOUR15,3,DRY,39.743855,-105.480957,27,M
2016-02-23,HOUR0,1,SLUSHY,39.738944,-105.160224,27,M
2016-02-24,HOUR17,1,DRY,39.714008,-104.217086,27,M
2016-02-25,HOUR9,2,DRY,39.740321,-105.504953,0,
2016-02-27,HOUR15,2,DRY,39.741215,-105.495956,50,F
2016-02-28,HOUR16,1,DRY,39.749919,-105.667004,52,F
2016-02-28,HOUR18,2,DRY,39.749919,-105.667004,19,M
2016-02-29,HOUR8,2,DRY,39.743543,-105.532325,29,M
2016-02-29,HOUR15,2,DRY,39.744016,-104.738917,41,M
2016-03-03,HOUR21,2,DRY,39.741308,-105.513778,36,F
2016-03-04,HOUR15,2,DRY,39.730629,-105.172304,39,F
2016-03-05,HOUR17,1,DRY,39.715445,-105.383667,58,F
2016-03-06,HOUR10,1,DRY,39.733874,-104.321313,26,M
2016-03-07,HOUR13,2,DRY,39.74785,-105.546198,30,M
2016-03-07,HOUR19,1,DRY,39.739985,-104.614153,24,M
2016-03-08,HOUR16,1,DRY,39.740676,-104.733128,34,F
2016-03-08,HOUR19,2,DRY,39.731516,-105.169581,24,F
2016-03-09,HOUR8,1,ICY,39.725703,-105.420643,68,F
2016-03-09,HOUR9,1,ICY,39.725885,-105.420945,28,F
2016-03-09,HOUR16,1,DRY,39.745563,-105.439217,28,M
2016-03-11,HOUR4,1,DRY,39.74012,-104.708021,18,F
2016-03-11,HOUR5,3,DRY,39.740106,-104.703808,17,M
2016-03-11,HOUR7,2,DRY,39.740014,-104.679811,83,M
2016-03-11,HOUR17,2,DRY,39.746291,-105.460542,26,M
2016-03-14,HOUR7,2,DRY,39.739718,-104.58886,30,M
2016-03-14,HOUR21,1,ICY,39.709494,-105.697829,0,M
2016-03-15,HOUR3,1,ICY,39.711053,-106.706908,29,M
2016-03-15,HOUR23,1,ICY W/VIS ICY ROAD TREATMENT,39.749361,-105.548535,55,M
2016-03-17,HOUR12,2,DRY,39.741475,-105.522983,21,M
2016-03-18,HOUR0,1,SNOWY,39.741308,-105.513778,34,M
2016-03-18,HOUR12,4,WET,39.711888,-105.194267,57,M
2016-03-18,HOUR12,2,WET,39.714575,-105.192224,61,M
2016-03-18,HOUR13,2,ICY,39.743855,-105.480957,54,F
2016-03-18,HOUR14,2,ICY,39.743855,-105.480957,29,F
2016-03-18,HOUR15,2,ICY,39.743855,-105.480957,18,M
2016-03-18,HOUR15,2,ICY,39.743855,-105.480957,51,M
2016-03-18,HOUR15,2,ICY,39.745222,-105.47048,36,M
2016-03-19,HOUR6,1,SNOWY,39.736278,-105.163583,52,F
2016-03-19,HOUR16,2,DRY,39.743855,-105.480957,54,F
2016-03-21,HOUR23,1,DRY,39.71528,-105.383009,27,M
2016-03-22,HOUR9,2,DRY,39.738121,-104.436058,27,F
2016-03-22,HOUR18,1,DRY,39.74411,-105.441947,19,M
2016-03-23,HOUR8,1,SLUSHY,39.745138,-105.440266,56,M
2016-03-23,HOUR10,2,ICY,39.745222,-105.47048,54,M
2016-03-23,HOUR12,2,SNOWY,39.72853,-104.273951,50,M
2016-03-24,HOUR10,2,SLUSHY,39.740128,-104.718855,60,M
