Date,Time,Vehicles,CONDITION,Latitude,Longitude,Driver Age,Driver Sex
2014-01-01,HOUR2,1,DRY,39.715214,-104.220196,26,M
2014-01-01,HOUR8,2,SNOWY,39.74021,-104.71604,17,F
2014-01-01,HOUR10,2,SNOWY,39.738658,-104.644386,29,M
2014-01-01,HOUR12,1,DRY,39.714281,-105.311318,18,M
2014-01-01,HOUR15,2,WET,39.747885,-105.15042,42,F
2014-01-01,HOUR16,1,ICY,39.733901,-104.319316,44,M
2014-01-01,HOUR16,6,ICY,39.730355,-104.295918,31,M
2014-01-01,HOUR18,3,ICY,39.739866,-104.654323,20,M
2014-01-02,HOUR9,2,DRY,39.726733,-105.422002,42,F
2014-01-03,HOUR17,2,DRY,39.73984,-105.159293,27,F
2014-01-04,HOUR6,1,SNOWY,39.738218,-104.440155,18,F
2014-01-04,HOUR9,1,ICY,39.733901,-104.319316,18,M
2014-01-04,HOUR11,2,ICY,39.708433,-106.691931,55,M
2014-01-04,HOUR13,3,SNOWY,39.73984,-105.159293,37,M
2014-01-04,HOUR13,2,ICY,39.738187,-104.414107,28,M
2014-01-04,HOUR14,3,SNOWY,39.746313,-105.460502,38,F
2014-01-04,HOUR18,2,ICY,39.727366,-104.26852,18,M
2014-01-04,HOUR21,1,ICY,39.749692,-105.548822,25,F
2014-01-04,HOUR22,1,SNOWY,39.708558,-105.197047,30,M
2014-01-05,HOUR0,1,ICY,39.721332,-105.185546,21,M
2014-01-05,HOUR21,1,ICY W/VIS ICY ROAD TREATMENT,39.725194,-105.179547,36,M
2014-01-06,HOUR0,1,SNOWY,39.712941,-105.193638,18,F
2014-01-09,HOUR13,2,DRY,39.73984,-105.159293,18,F
2014-01-10,HOUR6,2,ICY,39.712625,-105.304159,31,M
2014-01-10,HOUR6,1,ICY,39.712625,-105.304159,61,F
2014-01-10,HOUR7,3,ICY,39.712625,-105.304159,0,
2014-01-10,HOUR7,2,ICY,39.710283,-105.295155,24,F
2014-01-10,HOUR19,1,ICY,39.728031,-105.693535,27,F
2014-01-10,HOUR21,1,ICY,39.728031,-105.693535,31,F
2014-01-11,HOUR12,2,DRY,39.745032,-105.436478,0,
2014-01-11,HOUR13,2,DRY,39.730995,-105.170467,50,F
2014-01-12,HOUR12,2,ICY,39.724201,-105.694989,48,M
2014-01-12,HOUR13,1,ICY,39.733136,-105.690868,49,M
2014-01-17,HOUR20,2,DRY,39.739025,-105.431997,37,M
2014-01-17,HOUR23,2,DRY,39.715554,-105.375386,31,M
2014-01-18,HOUR12,1,DRY,39.744607,-105.680158,38,F
2014-01-19,HOUR3,1,DRY,39.709197,-105.348504,18,F
2014-01-19,HOUR16,1,DRY,39.71356,-105.307706,49,M
2014-01-20,HOUR8,2,DRY,39.740041,-104.603997,70,M
2014-01-23,HOUR5,1,ICY,39.741664,-104.718358,28,M
2014-01-23,HOUR7,1,SNOWY,39.746313,-105.460502,25,M
2014-01-23,HOUR9,2,ICY,39.723276,-105.182498,36,M
2014-01-23,HOUR16,2,DRY,39.712365,-105.697087,32,M
2014-01-24,HOUR14,3,DRY,39.73984,-105.159293,0,
2014-01-25,HOUR10,2,DRY,39.737691,-105.431198,51,F
2014-01-27,HOUR14,1,SLUSHY,39.743567,-105.443484,43,M
2014-01-27,HOUR14,1,SNOWY,39.745291,-105.470488,29,F
2014-01-27,HOUR14,1,ICY,39.746313,-105.460502,25,F
2014-01-27,HOUR17,2,SNOWY,39.73984,-105.159293,23,F
2014-01-27,HOUR18,2,SNOWY,39.715491,-105.393704,60,M
2014-01-28,HOUR10,1,SNOWY,39.740231,-105.500373,33,M
2014-01-28,HOUR14,1,DRY,39.741269,-104.73419,84,M
2014-01-31,HOUR6,1,ICY,39.74014,-104.688018,51,F
2014-01-31,HOUR7,1,ICY,39.740146,-104.690353,20,M
2014-01-31,HOUR8,1,ICY,39.733826,-104.352811,18,M
2014-01-31,HOUR9,2,ICY,39.728659,-104.273725,0,
2014-01-31,HOUR18,1,ICY W/VIS ICY ROAD TREATMENT,39.717431,-105.398875,19,M
