System Code,Rd_Number,Rd_Section,Crash Date,Crash Time,Latitude,Longitude,Crash Type,Total Vehicles,Weather Condition,TU-1 Age,TU-1 Sex 
Interstate Highway,070A,292.70,2/12/2021,09:31:00,39.739289,-104.650583,Guardrail Face,1.0,Sleet or Hail,29.0,F
Interstate Highway,070A,252.50,2/12/2021,20:33:00,39.713886,-105.313056,Concrete Highway Barrier,1.0,Clear,23.0,M
Interstate Highway,070A,248.40,2/13/2021,11:55:00,39.71498,-105.377051,Guardrail Face,1.0,Clear,36.0,F
Interstate Highway,070A,254.00,2/13/2021,21:02:00,39.709008,-105.286147,Sideswipe Same Direction,2.0,Sleet or Hail,,
Interstate Highway,070A,316.00,2/14/2021,10:47:00,39.715184,-104.220504,Guardrail Face,1.0,Sleet or Hail,30.0,F
Interstate Highway,070A,250.00,2/14/2021,14:45:00,39.710105,-105.350078,Sideswipe Same Direction,2.0,Clear,42.0,M
Interstate Highway,070A,240.80,2/15/2021,10:25:00,39.740272,-105.499445,Sideswipe Same Direction,2.0,Clear,24.0,F
Interstate Highway,070A,244.50,2/15/2021,10:37:00,39.744354,-105.434951,Head-On,3.0,Clear,24.0,F
Interstate Highway,070A,241.00,2/15/2021,12:17:00,39.74382,-105.49039,Rear-End,3.0,Clear,18.0,
Interstate Highway,070A,240.50,2/15/2021,14:06:00,39.74124,-105.51419,Rear-End,2.0,Clear,17.0,M
Interstate Highway,070A,241.50,2/15/2021,17:44:00,39.7437,-105.48227,Guardrail Face,1.0,Clear,27.0,F
Interstate Highway,070A,306.00,2/17/2021,01:15:00,39.736798,-104.402732,Other Non-Fixed Object Describe in Narrative),1.0,Clear,39.0,M
Interstate Highway,070A,260.60,2/17/2021,07:55:00,39.72061,-105.18687,Sideswipe Same Direction,2.0,Clear,35.0,M
Interstate Highway,070A,246.10,2/17/2021,16:40:00,39.724683,-105.418762,Rear-End,2.0,Sleet or Hail,50.0,M
Interstate Highway,070A,246.10,2/17/2021,16:40:00,39.724683,-105.418762,Rear-End,2.0,Sleet or Hail,47.0,F
Interstate Highway,070A,228.01,2/18/2021,10:10:00,39.717183,-105.696256,Rear-End,2.0,Clear,24.0,M
Interstate Highway,070A,270.000,2/18/2021,15:03:00,39.74602,-104.98877,Broadside,2.0,Clear,53.0,F
Interstate Highway,070A,317.00,2/18/2021,18:50:00,39.708874,-104.203692,Wild Animal,1.0,Clear,37.0,M
Interstate Highway,070A,248.10,2/19/2021,17:46:00,39.715021,-105.382002,Sideswipe Same Direction,2.0,Clear,35.0,M
Interstate Highway,070A,238.20,2/19/2021,20:45:00,39.747851,-105.546227,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,293.99,2/19/2021,23:30:00,39.739875,-104.628091,Wild Animal,1.0,Clear,38.0,M
Interstate Highway,070A,241.85,2/20/2021,09:55:00,39.74475,-105.48639,Concrete Highway Barrier,1.0,Clear,36.0,M
Interstate Highway,070A,289.00,2/20/2021,19:49:00,39.740125,-104.719879,Rear-End,2.0,Sleet or Hail,28.0,M
Frontage Road,070A,304.35,2/21/2021,13:28:00,39.73692,-104.43363,Rear-End,2.0,Clear,28.0,M
Interstate Highway,070A,240.25,2/21/2021,19:10:00,39.74133,-105.51308,Other Non-Fixed Object Describe in Narrative),1.0,Clear,21.0,F
Interstate Highway,070A,246.00,2/23/2021,00:45:00,39.725705,-105.420646,Parked Motor Vehicle,2.0,Clear,37.0,F
Interstate Highway,070A,259.90,2/23/2021,05:52:00,39.713394,-105.19313,Rear-End,2.0,Clear,29.0,M
Interstate Highway,070A,262.00,2/23/2021,09:45:00,39.73138,-105.17064,Rear-End,2.0,Clear,24.0,M
Interstate Highway,070A,253.96,2/24/2021,11:30:00,39.709045,-105.286876,Other Non-Collision,1.0,Clear,39.0,M
Interstate Highway,070A,305.00,2/24/2021,22:10:00,39.738084,-104.421545,Sideswipe Same Direction,2.0,Sleet or Hail,45.0,M
Interstate Highway,070A,262.57,2/25/2021,09:45:00,39.7398,-105.159147,Sideswipe Same Direction,2.0,Clear,23.0,M
Interstate Highway,070A,248.10,2/25/2021,18:30:00,39.715021,-105.382002,Rear-End,2.0,Clear,28.0,F
Interstate Highway,070A,249.00,2/25/2021,18:30:00,39.713428,-105.367893,Sideswipe Same Direction,2.0,Clear,47.0,F
Interstate Highway,070A,248.10,2/25/2021,18:30:00,39.715021,-105.382002,Guardrail Face,1.0,Clear,23.0,M
Interstate Highway,070A,240.50,2/25/2021,20:45:00,39.74406,-105.48407,Sideswipe Same Direction,2.0,Rain,28.0,M
Frontage Road,070A,288.24,2/26/2021,03:50:00,39.73986,-104.73854,Sideswipe Opposite Direction,2.0,Fog,21.0,M
Interstate Highway,070A,289.00,2/27/2021,06:55:00,39.740125,-104.719879,Parked Motor Vehicle,2.0,Clear,,
Interstate Highway,070A,261.90,2/27/2021,16:30:00,39.73375,-105.166761,Vehicle Debris or Cargo,2.0,Clear,,
Interstate Highway,070A,304.45,2/27/2021,16:47:00,39.738104,-104.430026,Rear-End,2.0,Clear,56.0,M
Interstate Highway,070A,249.35,2/28/2021,02:40:00,39.712293,-105.361672,Large Rocks or Boulder,1.0,Clear,31.0,M
Interstate Highway,070A,315.00,3/1/2021,12:11:00,39.719642,-104.238259,Fence,1.0,Clear,29.0,M
Interstate Highway,070A,310.00,3/2/2021,15:24:00,39.734248,-104.328627,Bridge Structure,1.0,Clear,32.0,M
Interstate Highway,070A,261.70,3/4/2021,08:33:00,39.73175,-105.16986,Sideswipe Same Direction,2.0,Clear,46.0,M
Interstate Highway,070A,252.00,3/4/2021,12:17:00,39.70909,-105.31933,Concrete Highway Barrier,1.0,Sleet or Hail,44.0,M
Interstate Highway,070A,308.00,3/4/2021,16:47:00,39.73287,-104.366477,Fence,1.0,Sleet or Hail,57.0,F
Interstate Highway,070A,296.24,3/5/2021,02:58:00,39.739661,-104.584405,Rear-End,2.0,Clear,20.0,M
Interstate Highway,070A,296.00,3/5/2021,05:19:00,39.739718,-104.588825,Guardrail Face,1.0,Clear,35.0,F
Interstate Highway,070A,245.10,3/6/2021,06:28:00,39.736441,-105.430189,Rear-End,2.0,Clear,19.0,F
Interstate Highway,070A,240.00,3/6/2021,22:14:00,39.74137,-105.51427,Sideswipe Same Direction,2.0,Clear,46.0,M
Interstate Highway,070A,261.03,3/7/2021,00:35:00,39.74602,-104.98877,Guardrail Face,1.0,Clear,27.0,M
Interstate Highway,070A,252.25,3/7/2021,01:00:00,39.71149,-105.316407,Sign,1.0,Clear,25.0,M
Interstate Highway,070A,305.20,3/7/2021,17:00:00,39.738078,-104.418795,Sideswipe Same Direction,2.0,Clear,46.0,F
Interstate Highway,070A,242.50,3/8/2021,18:57:00,39.74564,-105.46636,Rear-End,2.0,Clear,40.0,M
Interstate Highway,070A,154.50,3/10/2021,05:30:00,39.711783,-106.701514,Sideswipe Same Direction,2.0,Sleet or Hail,35.0,M
Interstate Highway,070A,253.00,3/10/2021,07:30:00,39.712506,-105.304211,Rear-End,2.0,Sleet or Hail,63.0,M
Interstate Highway,070A,253.00,3/10/2021,07:30:00,39.712506,-105.304211,Rear-End,2.0,Sleet or Hail,31.0,M
Interstate Highway,070A,290.50,3/11/2021,04:20:00,39.74006,-104.689506,Overturning/Rollover,1.0,Clear,62.0,M
Interstate Highway,070A,241.50,3/11/2021,14:00:00,39.74477,-105.48641,Concrete Highway Barrier,1.0,Clear,51.0,M
Interstate Highway,070A,262.00,3/11/2021,14:40:00,39.734671,-105.165609,Rear-End,2.0,Clear,27.0,M
Interstate Highway,070A,246.00,3/12/2021,06:00:00,39.725705,-105.420646,Ditch,1.0,Sleet or Hail,38.0,F
Interstate Highway,070A,246.10,3/12/2021,12:45:00,39.724683,-105.418762,Overturning/Rollover,1.0,Sleet or Hail,51.0,M
Interstate Highway,070A,245.50,3/14/2021,11:10:00,39.731254,-105.426701,Rear-End,2.0,Sleet or Hail,25.0,M
Interstate Highway,070A,247.00,3/15/2021,09:53:00,39.719182,-105.402122,Guardrail Face,1.0,Clear,45.0,M
Interstate Highway,070A,254.00,3/15/2021,10:14:00,39.709008,-105.286147,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,289.16,3/15/2021,15:45:00,39.740317,-104.719273,Rear-End,3.0,Clear,,
Interstate Highway,070A,291.50,3/15/2021,18:40:00,39.740031,-104.673448,Parked Motor Vehicle,2.0,Clear,20.0,M
Interstate Highway,070A,294.00,3/18/2021,00:32:00,39.739887,-104.627974,Rear-End,2.0,Clear,41.0,F
Interstate Highway,070A,289.16,3/18/2021,06:15:00,39.74089,-104.71597,Approach Turn,2.0,Clear,37.0,M
Interstate Highway,070A,245.50,3/18/2021,08:40:00,39.731254,-105.426701,Rear-End,2.0,Clear,28.0,F
Interstate Highway,070A,245.50,3/18/2021,08:40:00,39.731254,-105.426701,Rear-End,4.0,Clear,18.0,F
Interstate Highway,070A,228.90,3/18/2021,19:45:00,39.729283,-105.692937,Large Rocks or Boulder,1.0,Clear,55.0,M
Interstate Highway,070A,240.00,3/19/2021,23:48:00,39.74104,-105.51518,Guardrail Face,1.0,Clear,29.0,F
Interstate Highway,070A,240.64,3/20/2021,02:07:00,39.7406,-105.50231,Concrete Highway Barrier,1.0,Clear,44.0,M
Interstate Highway,070A,298.90,3/20/2021,14:00:00,39.738838,-104.535312,Delineator/Milepost,1.0,Clear,49.0,M
Interstate Highway,070A,243.70,3/20/2021,17:21:00,39.744297,-105.448811,Sideswipe Opposite Direction,2.0,Clear,38.0,M
Interstate Highway,070A,244.26,3/21/2021,18:09:00,39.745558,-105.439233,Sideswipe Same Direction,2.0,Sleet or Hail,45.0,F
Interstate Highway,070A,241.50,3/21/2021,18:35:00,39.74482,-105.47404,Rear-End,2.0,,22.0,M
Interstate Highway,070A,243.90,3/21/2021,19:26:00,39.74621,-105.46552,Guardrail Face,1.0,Snow,19.0,M
Interstate Highway,070A,300.00,3/21/2021,21:13:00,39.738404,-104.514771,Overturning/Rollover,1.0,Sleet or Hail,34.0,M
Interstate Highway,070A,242.00,3/21/2021,21:28:00,39.74408,-105.47925,Sideswipe Same Direction,3.0,Blowing Snow,,
Interstate Highway,070A,305.00,3/22/2021,06:15:00,39.738084,-104.421545,Guardrail Face,1.0,Sleet or Hail,48.0,M
Interstate Highway,070A,305.000,3/23/2021,12:26:00,39.73832,-104.42157,Tree,1.0,Snow,,
Interstate Highway,070A,231.00,3/23/2021,18:00:00,39.749898,-105.667087,Guardrail Face,1.0,Sleet or Hail,32.0,M
Interstate Highway,070A,231.00,3/23/2021,18:00:00,39.749898,-105.667087,Cable Rail,1.0,Sleet or Hail,18.0,M
Interstate Highway,070A,244.20,3/23/2021,18:15:00,39.745146,-105.440268,Sideswipe Same Direction,2.0,Sleet or Hail,17.0,M
Interstate Highway,070A,304.00,3/24/2021,05:29:00,39.738127,-104.440155,Sideswipe Same Direction,2.0,Clear,25.0,F
Interstate Highway,070A,243.90,3/24/2021,07:54:00,39.743715,-105.445294,Guardrail Face,0.0,Clear,45.0,M
Interstate Highway,070A,290.00,3/28/2021,18:09:00,39.740092,-104.699352,Sideswipe Same Direction,2.0,Clear,66.0,M
Interstate Highway,070A,248.90,3/30/2021,09:40:00,39.7143,-105.36915,Guardrail Face,3.0,Sleet or Hail,21.0,F
Interstate Highway,070A,295.50,3/31/2021,00:01:00,39.739834,-104.598022,Guardrail Face,1.0,Sleet or Hail,24.0,F
Frontage Road,070A,289.16,3/31/2021,14:07:00,39.73792,-104.71386,Approach Turn,2.0,Clear,62.0,M
Interstate Highway,070A,242.75,4/1/2021,14:36:00,39.746291,-105.465799,Guardrail Face,1.0,Clear,17.0,F
Interstate Highway,070A,228.00,4/2/2021,14:10:00,39.716698,-105.696332,Rear-End,3.0,Clear,38.0,M
Interstate Highway,070A,230.70,4/2/2021,17:40:00,39.747929,-105.671985,Rear-End,2.0,Clear,27.0,M
Interstate Highway,070A,261.03,4/4/2021,08:24:00,39.725314,-105.179109,Rear-End,2.0,Clear,,
Interstate Highway,070A,304.00,4/4/2021,10:17:00,39.738127,-104.440155,Other Non-Collision,2.0,Clear,58.0,M
Interstate Highway,070A,246.59,4/5/2021,15:00:00,39.72074,-105.40993,Sign,1.0,Clear,40.0,M
Interstate Highway,070A,245.05,4/5/2021,17:06:00,39.73706,-105.430701,Vehicle Debris or Cargo,3.0,Clear,,
Interstate Highway,070A,316.00,4/6/2021,02:00:00,39.715184,-104.220504,Guardrail Face,1.0,Clear,55.0,M
Interstate Highway,070A,246.72,4/6/2021,14:10:00,39.720599,-105.407443,Rear-End,3.0,Clear,31.0,M
Interstate Highway,070A,288.30,4/8/2021,00:17:00,39.740189,-104.73107,Sign,1.0,Clear,28.0,F
Interstate Highway,070A,246.00,4/9/2021,11:59:00,39.725705,-105.420646,Rear-End,2.0,Clear,19.0,F
Interstate Highway,070A,243.50,4/10/2021,16:50:00,39.7432,-105.45262,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,154.10,4/12/2021,11:05:00,39.710915,-106.708613,Sideswipe Same Direction,2.0,Clear,60.0,M
Interstate Highway,070A,297.00,4/12/2021,22:18:00,39.739483,-104.570423,Wild Animal,1.0,Clear,50.0,M
Interstate Highway,070A,229.80,4/13/2021,00:15:00,39.740391,-105.684916,Guardrail Face,1.0,Sleet or Hail,19.0,F
Interstate Highway,070A,246.50,4/13/2021,03:55:00,39.72155,-105.411136,Overturning/Rollover,1.0,Sleet or Hail,27.0,M
Frontage Road,070A,289.28,4/15/2021,17:12:00,39.73792,-104.71386,Broadside,2.0,Snow,18.0,M
Interstate Highway,070A,240.50,4/15/2021,17:41:00,39.740317,-105.504952,Parked Motor Vehicle,2.0,Sleet or Hail,27.0,F
Interstate Highway,070A,243.00,4/15/2021,17:50:00,39.746291,-105.460542,Sideswipe Same Direction,2.0,Sleet or Hail,,
Interstate Highway,070A,154.00,4/15/2021,18:10:00,39.710874,-106.709195,Guardrail Face,1.0,Sleet or Hail,22.0,M
Interstate Highway,070A,293.10,4/16/2021,07:30:00,39.738394,-104.643143,Sign,1.0,Sleet or Hail,24.0,M
Interstate Highway,070A,250.00,4/16/2021,11:20:00,39.710105,-105.350078,Light Pole/Utility Pole,1.0,Sleet or Hail,31.0,M
Interstate Highway,070A,244.50,4/16/2021,23:30:00,39.744354,-105.434951,Concrete Highway Barrier,1.0,Sleet or Hail,27.0,M
Interstate Highway,070A,260.29,4/17/2021,00:19:00,39.717893,-105.18956,Guardrail Face,1.0,Sleet or Hail,27.0,M
Interstate Highway,070A,262.00,4/17/2021,07:30:00,39.734671,-105.165609,Sideswipe Same Direction,2.0,Sleet or Hail,67.0,F
Interstate Highway,070A,296.10,4/19/2021,17:05:00,39.739694,-104.586981,Overturning/Rollover,1.0,Sleet or Hail,56.0,M
Interstate Highway,070A,296.00,4/19/2021,17:35:00,39.7399,-104.58602,Rear-End,2.0,Fog,29.0,M
Interstate Highway,070A,260.00,4/19/2021,18:13:00,39.714325,-105.192405,Overturning/Rollover,0.0,Sleet or Hail,23.0,M
Interstate Highway,070A,296.00,4/19/2021,18:50:00,39.739718,-104.588825,Rear-End,2.0,Sleet or Hail,41.0,F
Interstate Highway,070A,289.00,4/20/2021,00:22:00,39.740125,-104.719879,Parked Motor Vehicle,2.0,Sleet or Hail,48.0,M
Interstate Highway,070A,314.00,4/20/2021,05:00:00,39.72395,-104.255677,Bridge Structure,1.0,Clear,22.0,M
Interstate Highway,070A,242.80,4/20/2021,08:55:00,39.74581,-105.4661,Guardrail Face,1.0,Clear,26.0,F
Interstate Highway,070A,245.00,4/20/2021,10:35:00,39.737692,-105.431195,Sideswipe Same Direction,2.0,Clear,45.0,M
Interstate Highway,070A,315.00,4/20/2021,12:24:00,39.719642,-104.238259,Fence,1.0,Clear,29.0,M
Interstate Highway,070A,242.00,4/20/2021,15:00:00,39.74495,-105.47428,Concrete Highway Barrier,1.0,Clear,27.0,M
Interstate Highway,070A,262.25,4/21/2021,12:25:00,39.736912,-105.162803,Rear-End,2.0,Clear,38.0,F
Interstate Highway,070A,248.70,4/21/2021,16:50:00,39.71554,-105.37211,Guardrail Face,2.0,Sleet or Hail,31.0,F
Interstate Highway,070A,242.50,4/21/2021,21:26:00,39.74498,-105.46824,Guardrail Face,1.0,,25.0,F
Interstate Highway,070A,244.10,4/22/2021,12:20:00,39.74531,-105.44,Other Non-Fixed Object Describe in Narrative),1.0,Clear,52.0,M
Interstate Highway,070A,303.50,4/23/2021,07:01:00,39.738147,-104.449532,Fence,1.0,Clear,33.0,M
Interstate Highway,070A,305.70,4/23/2021,15:36:00,39.7376944,-104.4084722,Rear-End,2.0,Clear,63.0,M
Interstate Highway,070A,260.90,4/24/2021,15:15:00,39.72312,-105.18256,Rear-End,2.0,Clear,52.0,F
Interstate Highway,070A,260.29,4/25/2021,21:40:00,39.717893,-105.18956,Other Fixed Object (Describe in Narrative),1.0,Clear,43.0,M
Interstate Highway,070A,293.00,4/27/2021,16:14:00,39.738611,-104.644946,Wild Animal,1.0,Clear,67.0,F
Interstate Highway,070A,153.50,4/27/2021,18:11:00,39.708013,-106.718361,Large Rocks or Boulder,1.0,Rain,49.0,F
Interstate Highway,070A,247.00,4/28/2021,06:33:00,39.719182,-105.402122,Embankment,1.0,Sleet or Hail,59.0,F
Interstate Highway,070A,153.70,4/29/2021,20:58:00,39.709957,-106.715142,Delineator/Milepost,1.0,Clear,22.0,M
Interstate Highway,070A,287.68,5/1/2021,02:40:00,39.7453889,-104.7415083,Overturning/Rollover,1.0,Clear,22.0,M
Interstate Highway,070A,262.57,5/1/2021,12:34:00,39.73919,-105.15849,Rear-End,2.0,Clear,60.0,F
Interstate Highway,070A,260.00,5/2/2021,19:33:00,39.71399,-105.19181,Sideswipe Same Direction,2.0,Rain,19.0,M
Interstate Highway,070A,247.30,5/3/2021,09:14:00,39.716195,-105.397067,Overturning/Rollover,1.0,Sleet or Hail,40.0,F
Interstate Highway,070A,230.90,5/4/2021,03:30:00,39.74968,-105.66761,Large Rocks or Boulder,1.0,Clear,51.0,M
Frontage Road,070A,288.07,5/7/2021,21:45:00,39.73978,-104.73843,Sideswipe Opposite Direction,1.0,Clear,68.0,F
Interstate Highway,070A,252.00,5/8/2021,11:32:00,39.70908,-105.319307,Sideswipe Same Direction,2.0,Clear,49.0,M
Interstate Highway,070A,293.00,5/9/2021,07:03:00,39.738611,-104.644946,Guardrail Face,1.0,Clear,30.0,M
Interstate Highway,070A,294.00,5/9/2021,07:10:00,39.739887,-104.627974,Sideswipe Same Direction,2.0,Clear,60.0,M
Interstate Highway,070A,247.50,5/10/2021,19:54:00,39.715337,-105.393546,Overturning/Rollover,1.0,Sleet or Hail,38.0,M
Interstate Highway,070A,288.02,5/21/2021,12:20:00,39.74259,-104.736544,Vehicle Debris or Cargo,2.0,Clear,46.0,M
Interstate Highway,070A,261.02,5/21/2021,15:30:00,39.72536,-105.17964,Rear-End,2.0,Clear,19.0,F
Interstate Highway,070A,240.25,5/21/2021,21:05:00,39.74085,-105.51607,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,246.94,5/22/2021,18:50:00,39.71969,-105.40302,Other Non-Collision,1.0,Rain,1.0,
Interstate Highway,070A,252.60,5/28/2021,13:00:00,39.71443,-105.31144,Sideswipe Same Direction,2.0,Clear,61.0,M
Interstate Highway,070A,299.000,5/29/2021,02:50:00,39.73884,-104.53598,Rear-End,2.0,Clear,23.0,M
Interstate Highway,070A,293.00,5/30/2021,02:57:00,39.73795,-104.63926,Rear-End,2.0,Rain,19.0,M
Interstate Highway,070A,312.00,6/1/2021,17:30:00,39.729343,-104.291091,Sideswipe Same Direction,2.0,Clear,53.0,M
Interstate Highway,070A,295.00,6/2/2021,19:20:00,39.73989,-104.60335,Sideswipe Same Direction,2.0,Clear,26.0,M
Interstate Highway,070A,239.00,6/3/2021,02:45:00,39.743,-105.52846,Concrete Highway Barrier,1.0,Clear,36.0,M
Interstate Highway,070A,154.00,6/6/2021,17:09:00,39.71045,-106.71352,Vehicle Debris or Cargo,2.0,Clear,,
Interstate Highway,070A,256.00,6/7/2021,00:06:00,39.7101,-105.29437,Other Non-Fixed Object Describe in Narrative),1.0,Clear,41.0,M
Interstate Highway,070A,256.00,6/7/2021,00:06:00,39.7101,-105.29437,Other Non-Fixed Object Describe in Narrative),1.0,Clear,26.0,M
Interstate Highway,070A,256.00,6/7/2021,00:06:00,39.7101,-105.29437,Wild Animal,1.0,Clear,23.0,F
Interstate Highway,070A,246.00,6/9/2021,11:00:00,39.72126,-105.4101,Sideswipe Same Direction,2.0,Clear,61.0,M
Interstate Highway,070A,260.28,6/9/2021,19:57:00,39.71258,-105.1912,Overturning/Rollover,1.0,Clear,29.0,M
Interstate Highway,070A,253.126,6/11/2021,23:02:00,39.71187,-105.30199,Rear-End,2.0,Clear,30.0,M
Interstate Highway,070A,247.00,6/12/2021,08:30:00,39.719182,-105.402122,Sideswipe Same Direction,2.0,Clear,69.0,F
Interstate Highway,070A,263.00,6/13/2021,03:07:00,39.73501,-105.16567,Wild Animal,1.0,Clear,21.0,F
Interstate Highway,070A,315.00,6/14/2021,07:51:00,39.719642,-104.238259,Sideswipe Same Direction,2.0,Clear,19.0,M
Interstate Highway,070A,253.52,6/14/2021,20:20:00,39.71327,-105.31491,Tree,1.0,Clear,18.0,F
