System Code,Rd_Number,Rd_Section,Crash Date,Crash Time,Latitude,Longitude,Crash Type,Total Vehicles,Weather Condition,TU-1 Age,TU-1 Sex 
Interstate Highway,070A,313.0,6/9/2022,09:30:00,39.728311,-104.273074,Rear-End,2.0,Clear,16.0,F
Interstate Highway,070A,240.50,6/9/2022,14:45:00,39.74093,-105.51586,Sideswipe Same Direction,2.0,Clear,67.0,M
Interstate Highway,070A,303.000,6/10/2022,21:00:00,39.73815,-104.45888,Wild Animal,1.0,Clear,20.0,F
Interstate Highway,070A,292.0,6/11/2022,13:30:00,39.7402,-104.663214,Embankment,1.0,Clear,32.0,M
Interstate Highway,070A,295.0,6/11/2022,23:30:00,39.739931,-104.607227,Rear-End,2.0,Clear,21.0,M
Interstate Highway,070A,300.0,6/12/2022,02:40:00,39.73848,-104.51269,Sideswipe Same Direction,2.0,Clear,27.0,M
Frontage Road,070A,289.16,6/12/2022,13:40:00,39.73797,-104.71597,Broadside,2.0,Cloudy,45.0,F
Interstate Highway,070A,244.28,6/12/2022,19:15:00,39.74565,-105.43871,Rear-End,2.0,Clear,29.0,M
Interstate Highway,070A,239.900,6/13/2022,12:57:00,39.74104,-105.51532,Guardrail Face,1.0,Clear,54.0,M
Interstate Highway,070A,239.63,6/13/2022,18:16:00,39.74055,-105.52115,Parked Motor Vehicle,2.0,Clear,52.0,M
Interstate Highway,070A,301,6/14/2022,02:16:00,39.7381,-104.4828,Rear-End,2.0,Clear,20.0,M
Interstate Highway,070A,254.269,6/14/2022,23:29:00,39.70805,-105.28144,Guardrail Face,1.0,Clear,26.0,F
Interstate Highway,070A,262.56,6/15/2022,15:22:00,39.73915,-105.1592,Rear-End,2.0,Clear,23.0,F
Interstate Highway,070A,262.00,6/15/2022,15:27:00,39.72854,-105.1739,Guardrail Face,6.0,Clear,60.0,M
Interstate Highway,070A,244.270,6/18/2022,01:30:00,39.74565,-105.43923,Crash Cushion/Traffic Barrel,1.0,Clear,,
Interstate Highway,070A,289.16,6/18/2022,10:35:00,39.740803,-104.715601,Overturning/Rollover,1.0,Clear,32.0,M
Interstate Highway,070A,297.800,6/19/2022,08:59:00,39.73945,-104.55603,Wild Animal,1.0,Clear,29.0,F
Interstate Highway,070A,298.0,6/19/2022,10:30:00,39.73963,-104.55391,Sideswipe Same Direction,2.0,Wind,,
Interstate Highway,070A,260.00,6/19/2022,19:14:00,39.714325,-105.192405,Rear-End,2.0,Clear,24.0,F
Interstate Highway,070A,227.597,6/20/2022,13:58:00,39.71086,-105.69725,Rear-End,2.0,Clear,37.0,F
Interstate Highway,070A,293.0,6/20/2022,14:53:00,39.74001,-104.65467,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,262.25,6/23/2022,16:49:00,39.736912,-105.162803,Rear-End,2.0,Clear,55.0,M
Interstate Highway,070A,262.56,6/24/2022,23:08:00,39.73628,-105.16327,Ditch,1.0,Clear,,
Interstate Highway,070A,241.000,6/25/2022,17:13:00,39.74451,-105.48556,Wild Animal,1.0,Clear,31.0,M
Interstate Highway,070A,288.00,6/26/2022,06:40:00,39.7403,-104.72674,Guardrail Face,1.0,Clear,26.0,M
Interstate Highway,070A,227.532,6/26/2022,18:53:00,39.70993,-105.69768,Rear-End,4.0,Clear,57.0,M
Interstate Highway,070A,246.000,6/27/2022,18:32:00,39.72581,-105.42062,Wild Animal,1.0,Clear,33.0,F
Interstate Highway,070A,246.900,6/27/2022,21:01:00,39.71969,-105.40377,Wild Animal,1.0,Clear,52.0,F
Interstate Highway,070A,247.000,6/27/2022,21:20:00,39.71935,-105.40275,Wild Animal,1.0,Clear,74.0,M
Interstate Highway,070A,288.416,6/27/2022,22:17:00,39.74011,-104.72837,Sideswipe Same Direction,2.0,Clear,50.0,M
Interstate Highway,070A,250.00,6/29/2022,15:18:00,39.7092,-105.34817,Wild Animal,1.0,Rain,54.0,M
Interstate Highway,070A,262.13,6/30/2022,05:08:00,39.73653,-105.16303,Overturning/Rollover,1.0,Clear,16.0,M
Interstate Highway,070A,262.57,6/30/2022,12:29:00,39.74034,-105.159863,Broadside,2.0,Cloudy,30.0,F
Interstate Highway,070A,287.553,6/30/2022,16:36:00,39.74652,-104.74329,Sideswipe Same Direction,2.0,Clear,33.0,M
Interstate Highway,070A,262.0,7/1/2022,12:00:00,39.73061,-105.17234,Rear-End,2.0,Clear,30.0,F
Interstate Highway,070A,301,7/1/2022,17:45:00,39.738326,-104.496104,Sideswipe Same Direction,3.0,Clear,25.0,M
Interstate Highway,070A,244.462,7/1/2022,18:26:00,39.7448,-105.4356,Rear-End,2.0,Cloudy,21.0,M
Interstate Highway,070A,298.50,7/2/2022,04:25:00,39.73921,-104.55313,Rear-End,2.0,Clear,27.0,M
Interstate Highway,070A,290.000,7/2/2022,22:04:00,39.74034,-104.70077,Concrete Highway Barrier,3.0,Clear,54.0,M
Interstate Highway,070A,248.875,7/3/2022,03:52:00,39.7144,-105.3696,Wild Animal,1.0,Clear,52.0,F
Interstate Highway,070A,247.095,7/5/2022,01:30:00,39.71855,-105.40002,Ditch,1.0,Clear,75.0,M
Interstate Highway,070A,259.94,7/7/2022,08:45:00,39.71645,-105.19126,Rear-End,3.0,Clear,,
Interstate Highway,070A,227.500,7/7/2022,11:43:00,39.70939,-105.69781,Concrete Highway Barrier,1.0,Clear,75.0,M
Interstate Highway,070A,291.983,7/10/2022,01:29:00,39.74017,-104.66379,Sideswipe Same Direction,3.0,Clear,19.0,F
Interstate Highway,070A,293.400,7/10/2022,02:50:00,39.73813,-104.63774,Guardrail Face,1.0,Clear,27.0,F
Interstate Highway,070A,239.745,7/10/2022,17:04:00,39.74181,-105.52419,Rear-End,2.0,Clear,50.0,M
Interstate Highway,070A,288.838,7/10/2022,21:40:00,39.74,-104.7221,Rear-End,2.0,Clear,46.0,M
Interstate Highway,070A,153.705,7/11/2022,03:30:00,39.7103056,-106.7153056,Fence,1.0,Clear,23.0,M
Interstate Highway,070A,288.371,7/11/2022,05:00:00,39.74032,-104.72945,Concrete Highway Barrier,1.0,Clear,,
Interstate Highway,070A,244.943,7/11/2022,15:30:00,39.73847,-105.43149,Concrete Highway Barrier,1.0,Clear,58.0,M
Interstate Highway,070A,249.0,7/11/2022,18:00:00,39.71556,-105.37216,Parked Motor Vehicle,2.0,Clear,26.0,M
Interstate Highway,070A,246.878,7/12/2022,16:31:00,39.7198,-105.4044,Overturning/Rollover,1.0,Clear,44.0,F
Interstate Highway,070A,261.620,7/13/2022,13:20:00,39.72994,-105.17273,Sideswipe Same Direction,2.0,Clear,65.0,F
Interstate Highway,070A,259.820,7/16/2022,11:21:00,39.71404,-105.1932,Overturning/Rollover,2.0,Cloudy,41.0,M
Interstate Highway,070A,260.690,7/16/2022,12:54:00,39.72351,-105.18179,Rear-End,3.0,Clear,,
Interstate Highway,070A,259.752,7/16/2022,16:00:00,39.71188,-105.19426,Rear-End,3.0,Rain,82.0,M
Interstate Highway,070A,242.000,7/16/2022,16:49:00,39.743847,-105.48102,Rear-End,3.0,Clear,,
Interstate Highway,070A,260.000,7/17/2022,01:12:00,39.71665,-105.19056,Rear-End,2.0,Clear,,
Interstate Highway,070A,304.776,7/17/2022,16:56:00,39.73815,-104.42476,Sideswipe Same Direction,2.0,Clear,21.0,M
Interstate Highway,070A,261.000,7/17/2022,18:32:00,39.72327,-105.18214,Rear-End,2.0,Clear,30.0,M
Interstate Highway,070A,243.900,7/17/2022,21:42:00,39.74382,-105.44565,Wild Animal,1.0,Clear,73.0,M
Interstate Highway,070A,260.000,7/18/2022,14:00:00,39.71618,-105.19156,Sideswipe Same Direction,2.0,Rain,32.0,F
Interstate Highway,070A,240.25,7/19/2022,09:13:00,39.74097,-105.51558,Concrete Highway Barrier,2.0,Clear,40.0,F
Interstate Highway,070A,297,7/19/2022,22:07:00,39.7393,-104.5597,Other Non-Fixed Object Describe in Narrative),1.0,Clear,20.0,F
Interstate Highway,070A,294.723,7/20/2022,01:45:00,39.74009,-104.61604,Overturning/Rollover,1.0,Clear,19.0,M
Interstate Highway,070A,260.000,7/20/2022,10:45:00,39.71217,-105.19408,Rear-End,2.0,Clear,,
Interstate Highway,070A,227.700,7/20/2022,16:30:00,39.71253,-105.69698,Sideswipe Same Direction,2.0,Cloudy,50.0,M
Frontage Road,070A,291.22,7/21/2022,18:30:00,39.73956,-104.67828,Approach Turn,2.0,Clear,48.0,M
Interstate Highway,070A,245.007,7/22/2022,16:48:00,39.7376,-105.43091,Sideswipe Same Direction,2.0,Clear,32.0,M
Interstate Highway,070A,292.997,7/22/2022,19:30:00,39.73889,-104.6449,Culvert or Headwall,1.0,Clear,51.0,M
Interstate Highway,070A,245.000,7/23/2022,14:55:00,39.72585,-105.42062,Rear-End,3.0,Rain,72.0,M
Interstate Highway,070A,227.612,7/24/2022,11:00:00,39.71108,-105.69718,Sideswipe Same Direction,2.0,Rain,37.0,F
Interstate Highway,070A,261.000,7/24/2022,19:10:00,39.72381,-105.18142,Sideswipe Same Direction,2.0,Rain,32.0,M
Interstate Highway,070A,239.50,7/24/2022,19:32:00,39.74363,-105.53272,Sideswipe Same Direction,2.0,Rain,40.0,F
Interstate Highway,070A,290.608,7/26/2022,16:25:00,39.7398,-104.6879,Overturning/Rollover,1.0,Clear,55.0,M
Interstate Highway,070A,243.852,7/27/2022,11:03:00,39.74424,-105.4461,Rear-End,2.0,Clear,67.0,M
Interstate Highway,070A,253.521,7/28/2022,23:18:00,39.71032,-105.29478,Wild Animal,1.0,Clear,70.0,M
Interstate Highway,070A,239.00,7/29/2022,14:45:00,39.74336,-105.53038,Sideswipe Same Direction,2.0,Rain,,
Interstate Highway,070A,247.604,7/29/2022,16:15:00,39.7149,-105.39159,Rear-End,2.0,Cloudy,27.0,F
Interstate Highway,070A,292.216,7/29/2022,20:28:00,39.74042,-104.65969,Rear-End,2.0,Clear,25.0,M
Interstate Highway,070A,302.133,7/29/2022,21:04:00,39.738247,-104.474903,Pedestrian,3.0,Clear,,
Interstate Highway,070A,238.300,7/30/2022,08:41:00,39.7471,-105.54469,Guardrail Face,1.0,Clear,39.0,F
Interstate Highway,070A,289.010,8/2/2022,06:42:00,39.74083,-104.71592,Broadside,2.0,Clear,60.0,M
Interstate Highway,070A,290.00,8/5/2022,18:08:00,39.7401,-104.69638,Overturning/Rollover,1.0,Clear,27.0,M
Interstate Highway,070A,288.15,8/6/2022,12:29:00,39.74291,-104.73707,Ground,1.0,Clear,18.0,F
Interstate Highway,070A,259.94,8/6/2022,23:10:00,39.714033,-105.193124,Concrete Highway Barrier,1.0,Clear,69.0,F
Interstate Highway,070A,261.23,8/8/2022,16:25:00,39.72717,-105.17654,Sideswipe Same Direction,2.0,Clear,39.0,F
Interstate Highway,070A,261.30,8/8/2022,16:25:00,39.72702,-105.17659,Sideswipe Same Direction,2.0,Clear,48.0,M
Interstate Highway,070A,248.00,8/10/2022,20:45:00,39.71543,-105.38361,Rear-End,3.0,Clear,38.0,M
Interstate Highway,070A,153.500,8/11/2022,04:30:00,39.70843,-106.71773,Wild Animal,1.0,Clear,69.0,M
Interstate Highway,070A,261.40,8/12/2022,22:00:00,39.72695,-105.17654,Vehicle Debris or Cargo,3.0,Clear,37.0,M
Interstate Highway,070A,154.00,8/13/2022,03:38:00,39.70905,-105.28794,Guardrail Face,1.0,Clear,58.0,M
Interstate Highway,070A,303.00,8/13/2022,09:05:00,39.73856,-104.44079,Fence,1.0,Clear,37.0,M
Interstate Highway,070A,253.10,8/14/2022,16:00:00,39.70908,-105.28691,Rear-End,2.0,Clear,38.0,M
Interstate Highway,070A,288.289,8/15/2022,09:26:00,39.74092,-104.73125,Sideswipe Same Direction,2.0,Clear,45.0,M
Interstate Highway,070A,300.00,8/15/2022,16:57:00,39.7387,-104.5178,Sideswipe Same Direction,2.0,Rain,23.0,F
Interstate Highway,070A,291.600,8/16/2022,00:31:00,39.74,-104.6719,Cable Rail,1.0,Rain,,
Interstate Highway,070A,288.200,8/16/2022,12:00:00,39.74095,-104.73355,Guardrail End,1.0,Rain,47.0,M
Interstate Highway,070A,260.00,8/16/2022,22:04:00,39.7171,-105.19074,Sideswipe Same Direction,2.0,Cloudy,38.0,M
Interstate Highway,070A,263.00,8/18/2022,23:27:00,39.7461,-105.1519,Rear-End,2.0,Clear,34.0,F
Interstate Highway,070A,253.528,8/20/2022,19:10:00,39.7097,-105.29483,Guardrail Face,1.0,Rain,16.0,F
Interstate Highway,070A,153.90,8/20/2022,21:10:00,39.7102,-106.7147,Sign,1.0,Clear,20.0,M
Interstate Highway,070A,242.506,8/21/2022,14:43:00,39.7455,-105.47029,Sideswipe Same Direction,2.0,Rain,25.0,M
Interstate Highway,070A,262.83,8/21/2022,15:20:00,39.74234,-105.15587,Rear-End,2.0,Clear,62.0,M
Interstate Highway,070A,244.00,8/22/2022,10:05:00,39.74457,-105.4418,Sideswipe Same Direction,2.0,Clear,52.0,M
Interstate Highway,070A,310.250,8/23/2022,23:30:00,39.73396,-104.32314,Wild Animal,1.0,Clear,52.0,F
Interstate Highway,070A,154.31,8/25/2022,16:13:00,39.71124,-106.70493,Embankment,1.0,Rain,27.0,M
Interstate Highway,070A,298.80,8/26/2022,02:40:00,39.73904,-104.53627,Embankment,1.0,Clear,32.0,F
Interstate Highway,070A,248,8/28/2022,00:22:00,39.71503,-105.38214,Rear-End,2.0,Clear,27.0,M
Interstate Highway,070A,244.35,8/28/2022,14:25:00,39.74545,-105.43737,Wild Animal,1.0,Clear,26.0,M
Interstate Highway,070A,246.00,8/30/2022,15:00:00,39.72908,-105.42449,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,244.328,8/31/2022,16:48:00,39.74561,-105.4379,Guardrail Face,1.0,Clear,48.0,M
Interstate Highway,070A,262.12,9/1/2022,17:40:00,39.73991,-105.15919,Rear-End,2.0,Clear,51.0,F
Interstate Highway,070A,246.039,9/2/2022,13:30:00,39.72546,-105.41975,Sideswipe Same Direction,2.0,Clear,38.0,F
Interstate Highway,070A,260.00,9/2/2022,14:20:00,39.723,-105.18327,Rear-End,2.0,Clear,26.0,F
Interstate Highway,070A,253.00,9/4/2022,11:30:00,39.70916,-105.28471,Rear-End,3.0,Clear,84.0,M
Interstate Highway,070A,260.85,9/4/2022,17:38:00,39.72341,-105.18192,Rear-End,2.0,Clear,63.0,M
Interstate Highway,070A,260.500,9/4/2022,17:38:00,39.72038,-105.18662,Rear-End,2.0,Clear,63.0,M
Interstate Highway,070A,259.80,9/4/2022,18:40:00,39.71975,-105.18752,Overturning/Rollover,1.0,Clear,60.0,M
Interstate Highway,070A,260.00,9/4/2022,20:00:00,39.71092,-105.19511,Rear-End,2.0,Clear,28.0,M
Interstate Highway,070A,241.136,9/4/2022,20:17:00,39.74225,-105.49371,Rear-End,2.0,Clear,20.0,M
Interstate Highway,070A,299.81,9/5/2022,11:57:00,39.73871,-104.51817,Sideswipe Same Direction,2.0,Clear,58.0,F
Interstate Highway,070A,289.700,9/7/2022,06:33:00,39.74033,-104.70635,Concrete Highway Barrier,1.0,Clear,25.0,M
Interstate Highway,070A,262.65,9/7/2022,16:05:00,39.740591,-105.158155,Rear-End,2.0,Clear,16.0,M
Interstate Highway,070A,262.00,9/8/2022,08:20:00,39.73658,-105.16369,Rear-End,2.0,Clear,53.0,M
Interstate Highway,070A,243.752,9/8/2022,10:45:00,39.74447,-105.44785,Sideswipe Same Direction,2.0,Clear,59.0,M
Interstate Highway,070A,288.00,9/8/2022,23:06:00,39.74101,-104.7301,Overturning/Rollover,1.0,Clear,16.0,M
Interstate Highway,070A,292.00,9/12/2022,04:30:00,39.74057,-104.66397,Overturning/Rollover,1.0,Clear,74.0,M
Interstate Highway,070A,249.00,9/12/2022,18:02:00,39.7123,-105.3612,Sideswipe Same Direction,2.0,Clear,27.0,M
Interstate Highway,070A,260.87,9/14/2022,00:32:00,39.72476,-105.17875,Embankment,1.0,Clear,37.0,F
Interstate Highway,070A,261.65,9/14/2022,14:56:00,39.73105,-105.17178,Rear-End,2.0,Cloudy,54.0,M
Interstate Highway,070A,249.075,9/14/2022,16:45:00,39.71301,-105.36657,Bridge Structure (Not Overhead),1.0,Cloudy,23.0,M
Interstate Highway,070A,261.772,9/14/2022,17:00:00,39.73267,-105.16862,Rear-End,2.0,Rain,30.0,M
Interstate Highway,070A,244.00,9/15/2022,13:45:00,39.74472,-105.43579,Rear-End,2.0,Cloudy,42.0,M
Interstate Highway,070A,215.99,9/16/2022,06:00:00,39.70861,-105.80257,Concrete Highway Barrier,1.0,Clear,70.0,M
Interstate Highway,070A,242.00,9/16/2022,13:21:00,39.74402,-105.47953,Rear-End,3.0,Clear,75.0,F
Interstate Highway,070A,259.870,9/16/2022,15:13:00,39.71299,-105.19307,Overturning/Rollover,1.0,Clear,68.0,M
Interstate Highway,070A,290.74,9/17/2022,11:42:00,39.74022,-104.68603,Cable Rail,1.0,Clear,18.0,M
Interstate Highway,070A,315.59,9/18/2022,11:05:00,39.71587,-104.21881,Rear-End,2.0,Clear,75.0,F
Interstate Highway,070A,245.00,9/19/2022,13:49:00,39.74271,-105.43312,Concrete Highway Barrier,1.0,Clear,44.0,M
Interstate Highway,070A,294.79,9/20/2022,06:15:00,39.73994,-104.61385,Guardrail End,1.0,Clear,19.0,M
Interstate Highway,070A,288.731,9/20/2022,11:40:00,39.74027,-104.72356,Concrete Highway Barrier,2.0,Clear,21.0,M
Interstate Highway,070A,301.00,9/20/2022,14:01:00,39.738237,-104.496115,Rear-End,3.0,Clear,28.0,M
Interstate Highway,070A,259.79,9/21/2022,08:00:00,39.714256,-105.196174,Sideswipe Same Direction,2.0,Clear,25.0,M
Interstate Highway,070A,262.00,9/22/2022,17:26:00,39.7348,-105.16606,Sideswipe Same Direction,4.0,Rain,58.0,M
Frontage Road,070A,289.164,9/22/2022,18:35:00,39.73796,-104.71604,Approach Turn,2.0,Clear,23.0,F
Interstate Highway,070A,261.601,9/23/2022,07:55:00,39.73062,-105.17076,Sideswipe Same Direction,2.0,Clear,34.0,M
Interstate Highway,070A,249.933,9/24/2022,06:20:00,39.71068,-105.35109,Guardrail Face,1.0,Clear,40.0,M
Interstate Highway,070A,261.64,9/27/2022,17:18:00,39.73054,-105.17244,Rear-End,2.0,Clear,28.0,M
Interstate Highway,070A,247.00,9/27/2022,20:31:00,39.71797,-105.40025,Overturning/Rollover,1.0,Clear,23.0,M
Interstate Highway,070A,243.00,9/29/2022,02:49:00,39.746319,-105.460487,Sign,1.0,Clear,25.0,M
Frontage Road,070A,288.14,9/29/2022,07:00:00,39.73986,-104.73489,Broadside,2.0,Clear,58.0,M
Interstate Highway,070A,260.084,9/30/2022,18:19:00,39.7158,-105.1925,Sideswipe Same Direction,2.0,Cloudy,,
Interstate Highway,070A,261.63,10/1/2022,16:31:00,39.73096,-105.17039,Guardrail Face,1.0,Rain,27.0,M
Interstate Highway,070A,298.00,10/2/2022,02:04:00,39.73916,-104.55224,Rear-End,2.0,Clear,,
Interstate Highway,070A,262.28,10/5/2022,08:07:00,39.73739,-105.16265,Rear-End,2.0,Clear,30.0,M
Interstate Highway,070A,262.28,10/5/2022,08:07:00,39.73739,-105.16265,Rear-End,2.0,Clear,53.0,M
Interstate Highway,070A,244.00,10/5/2022,12:45:00,39.74558,-105.43837,Sideswipe Same Direction,1.0,Clear,,
Interstate Highway,070A,228.10,10/6/2022,18:06:00,39.71804,-105.69633,Parked Motor Vehicle,2.0,Clear,32.0,M
Interstate Highway,070A,241.00,10/6/2022,19:21:00,39.74021,-105.50291,Sideswipe Same Direction,2.0,Clear,31.0,M
Interstate Highway,070A,244.26,10/8/2022,17:11:00,39.745558,-105.439233,Rear-End,2.0,Clear,35.0,F
Interstate Highway,070A,250.00,10/9/2022,00:40:00,39.71032,-105.35034,Rear-End,2.0,Clear,42.0,M
Interstate Highway,070A,229.00,10/10/2022,10:32:00,39.74228,-105.68374,Sideswipe Same Direction,2.0,Clear,26.0,F
Interstate Highway,070A,244.00,10/11/2022,16:05:00,39.74101,-105.4328,Sideswipe Same Direction,2.0,Clear,44.0,M
Interstate Highway,070A,239.65,10/12/2022,08:06:00,39.74151,-105.51128,Guardrail Face,1.0,Clear,49.0,M
Interstate Highway,070A,289.00,10/13/2022,06:55:00,39.74025,-104.709,Rear-End,2.0,Clear,33.0,M
Interstate Highway,070A,262.57,10/14/2022,04:25:00,39.73989,-105.15901,Wild Animal,1.0,Clear,40.0,M
Interstate Highway,070A,262.09,10/14/2022,12:15:00,39.73544,-105.16454,Parked Motor Vehicle,2.0,Clear,,
Interstate Highway,070A,260.30,10/14/2022,16:39:00,39.71813,-105.18917,Rear-End,2.0,Clear,44.0,M
Frontage Road,070A,291.222,10/18/2022,19:20:00,39.73964,-104.67833,Broadside,3.0,Clear,23.0,F
Interstate Highway,070A,238.54,10/19/2022,06:34:00,39.745974,-105.540676,Rear-End,2.0,Clear,59.0,M
Interstate Highway,070A,240.50,10/21/2022,23:45:00,39.74027,-105.40474,Wild Animal,1.0,Clear,52.0,M
Interstate Highway,070A,288.32,10/22/2022,03:11:00,39.7402,-104.73043,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,260.40,10/22/2022,23:10:00,39.71917,-105.18831,Guardrail Face,1.0,Clear,33.0,F
Interstate Highway,070A,304.47,10/24/2022,07:50:00,39.73766,-104.43375,Rear-End,2.0,Clear,39.0,F
Interstate Highway,070A,228.740,10/27/2022,07:24:00,39.7273,-105.69399,Pedestrian,2.0,Snow,26.0,M
Interstate Highway,070A,262.58,10/27/2022,15:25:00,39.73969,-105.15843,Rear-End,2.0,Clear,32.0,F
Interstate Highway,070A,288.323,10/28/2022,03:10:00,39.7402,-104.73043,Overturning/Rollover,1.0,Clear,26.0,F
Frontage Road,070A,310.250,10/30/2022,23:00:00,39.73337,-104.32316,Domestic Animal,1.0,Clear,,
Interstate Highway,070A,242.98,10/31/2022,10:50:00,39.74,-105.46,Sideswipe Same Direction,2.0,Clear,61.0,M
Interstate Highway,070A,304.00,11/1/2022,02:32:00,39.738119,-104.440144,Rear-End,2.0,Clear,30.0,F
Interstate Highway,070A,262.57,11/1/2022,13:30:00,39.7398,-105.159147,Sideswipe Same Direction,2.0,Clear,59.0,M
Interstate Highway,070A,244.48,11/4/2022,09:20:00,39.74471,-105.43496,Sideswipe Same Direction,2.0,Clear,46.0,M
Interstate Highway,070A,240.00,11/5/2022,04:30:00,39.74,-105.5,Concrete Highway Barrier,1.0,Clear,23.0,M
Interstate Highway,070A,154.10,11/5/2022,08:38:00,39.71094,-106.7084,Guardrail Face,1.0,Freezing Rain or Freezing Drizzle,16.0,M
Interstate Highway,070A,154.00,11/5/2022,08:40:00,39.71095,-106.70828,Sideswipe Same Direction,3.0,Cloudy,34.0,F
Interstate Highway,070A,154.10,11/5/2022,08:40:00,39.7108,-106.70991,Rear-End,2.0,Rain,30.0,M
Interstate Highway,070A,249.00,11/6/2022,16:59:00,39.71315,-105.36696,Overturning/Rollover,1.0,Clear,22.0,F
Interstate Highway,070A,259.99,11/7/2022,20:15:00,39.71436,-105.19275,Other Non-Fixed Object Describe in Narrative),1.0,Clear,58.0,M
Interstate Highway,070A,260.03,11/7/2022,20:15:00,39.71775,-105.1901,Other Non-Fixed Object Describe in Narrative),1.0,Clear,41.0,M
Interstate Highway,070A,238.24,11/9/2022,13:24:00,39.74751,-105.54563,Sideswipe Same Direction,2.0,Wind,21.0,M
Interstate Highway,070A,241.24,11/10/2022,14:30:00,39.74221,-105.49424,Sideswipe Same Direction,3.0,Clear,66.0,M
Interstate Highway,070A,254.33,11/10/2022,15:44:00,39.70792,-105.2802,Sideswipe Same Direction,2.0,Clear,80.0,F
Interstate Highway,070A,246.00,11/13/2022,14:45:00,39.72569,-105.42073,Rear-End,2.0,Clear,,
Interstate Highway,070A,304.00,11/15/2022,08:13:00,39.73834,-104.4239,Rear-End,2.0,Snow,,
Interstate Highway,070A,302.00,11/16/2022,07:20:00,39.73848,-104.4813,Wild Animal,1.0,Clear,65.0,F
Interstate Highway,070A,290.00,11/17/2022,16:30:00,39.73997,-104.68238,Sideswipe Same Direction,2.0,Snow,71.0,M
Interstate Highway,070A,294.00,11/17/2022,17:50:00,39.7402,-104.6104,Rear-End,2.0,Snow,,
Interstate Highway,070A,306.00,11/17/2022,21:00:00,39.73795,-104.42163,Overturning/Rollover,1.0,Snow,42.0,M
Interstate Highway,070A,292.000,11/17/2022,21:45:00,39.7404,-104.66324,Overturning/Rollover,1.0,Snow,30.0,M
Interstate Highway,070A,261.461,11/17/2022,23:03:00,39.72953,-105.17182,Guardrail Face,1.0,Snow,38.0,F
Interstate Highway,070A,289.10,11/18/2022,05:40:00,39.73502,-104.71724,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,297.00,11/18/2022,06:18:00,39.73911,-104.54309,Overturning/Rollover,1.0,Snow,45.0,M
Interstate Highway,070A,305.650,11/18/2022,07:40:00,39.7381,-104.40959,Sign,1.0,Snow,30.0,F
Interstate Highway,070A,306.00,11/18/2022,08:30:00,39.73809,-104.40909,Tree,1.0,Snow,38.0,M
Interstate Highway,070A,244.31,11/20/2022,02:01:00,39.74583,-105.43806,Concrete Highway Barrier,1.0,Clear,27.0,F
Interstate Highway,070A,292.00,11/21/2022,00:08:00,39.74,-104.66515,Barricade,1.0,Clear,,
Frontage Road,070A,288.14,11/21/2022,13:10:00,39.73987,-104.73491,Broadside,2.0,Clear,38.0,F
Interstate Highway,070A,249.207,11/21/2022,19:50:00,39.71234,-105.36434,Guardrail Face,2.0,Clear,23.0,M
Interstate Highway,070A,249.10,11/21/2022,20:14:00,39.71234,-105.36434,Sideswipe Same Direction,2.0,Clear,,
Interstate Highway,070A,247.05,11/22/2022,11:15:00,39.71877,-105.40117,Rear-End,2.0,Cloudy,27.0,F
Frontage Road,070A,289.164,11/23/2022,08:50:00,39.73796,-104.71613,Broadside,2.0,Clear,17.0,F
Interstate Highway,070A,240.00,11/24/2022,22:55:00,39.74135,-105.5105,Concrete Highway Barrier,1.0,Clear,20.0,M
Interstate Highway,070A,261.03,11/26/2022,15:25:00,39.72547,-105.18309,Guardrail Face,1.0,Clear,31.0,M
Interstate Highway,070A,229.00,11/26/2022,22:30:00,39.7306,-105.69263,Guardrail Face,1.0,Snow,30.0,M
Interstate Highway,070A,310.000,11/27/2022,15:55:00,39.73418,-104.34175,Domestic Animal,1.0,Clear,35.0,M
Interstate Highway,070A,244.35,11/29/2022,01:22:00,39.7452,-105.43741,Embankment,1.0,Snow,39.0,M
Interstate Highway,070A,304.350,11/29/2022,09:21:00,39.73831,-104.43386,Guardrail Face,1.0,Snow,79.0,M
Interstate Highway,070A,288.000,11/29/2022,17:20:00,39.7402,-104.7199,Rear-End,3.0,Clear,34.0,M
Interstate Highway,070A,241.75,12/1/2022,10:07:00,39.74403,-105.48348,Sideswipe Same Direction,2.0,Clear,47.0,M
Interstate Highway,070A,296.00,12/1/2022,17:20:00,39.7397,-104.5903,Vehicle Debris or Cargo,2.0,Clear,48.0,M
Interstate Highway,070A,305.500,12/1/2022,17:34:00,39.738,-104.41288,Wild Animal,1.0,Clear,53.0,F
Interstate Highway,070A,242.74,12/2/2022,19:30:00,39.74613,-105.46584,Concrete Highway Barrier,1.0,Clear,31.0,M
Interstate Highway,070A,293.000,12/3/2022,00:17:00,39.73803,-104.64111,Parked Motor Vehicle,2.0,Clear,23.0,M
Interstate Highway,070A,247.994,12/3/2022,06:00:00,39.7154,-105.38372,Wild Animal,1.0,Clear,27.0,F
Interstate Highway,070A,247.01,12/3/2022,09:15:00,39.71924,-105.4017,Rear-End,2.0,Clear,33.0,F
Interstate Highway,070A,289.500,12/3/2022,21:15:00,39.74014,-104.70945,Rear-End,3.0,Clear,62.0,M
