SYSTEM,RTE,SEC,MP,DATE,TIME,SEVERITY,LOCATION,ROAD_DESC,VEHICLES,CONTOUR,CONDITION,LIGHTING,LATITUDE,LONGITUDE,AGE_1,SEX_1,DRIVER_1
INTERSTATE,70,A,240.0,4/3/2017,1150.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.741308,-105.513778,76,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.16,4/3/2017,1907.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DAWN OR DUSK,39.711757,-105.301279,31,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.51,4/4/2017,800.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SLUSHY,DAYLIGHT,39.739229,-105.159864,24,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.0,4/4/2017,805.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DAYLIGHT,39.746291,-105.460542,71,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.0,4/4/2017,820.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DAYLIGHT,39.746291,-105.460542,27,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.98,4/4/2017,857.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,FOREIGN MATERIAL,DAYLIGHT,39.746357,-105.460919,52,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.4,4/4/2017,930.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,SNOWY,DAYLIGHT,39.710649,-105.29701,21,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.1,4/4/2017,1022.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.712034,-105.302346,70,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.4,4/4/2017,1909.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY W/VIS ICY ROAD TREATMENT,DARK-LIGHTED,39.722891,-105.695291,24,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.1,4/4/2017,2239.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,SNOWY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.718186,-105.400367,34,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,296.25,4/5/2017,508.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.73966,-104.58427,53,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,254.1,4/5/2017,1035.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.7089,-105.284318,26,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.24,4/5/2017,1040.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAYLIGHT,39.740477,-104.732566,28,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.9,4/5/2017,1045.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.741046,-105.515331,62,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.5,4/5/2017,1215.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.729498,-105.172306,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.5,4/5/2017,1215.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.729498,-105.172306,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,246.5,4/5/2017,1622.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.721552,-105.411134,47,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.0,4/5/2017,1849.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,39.724894,-105.179757,23,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,227.5,4/7/2017,1345.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.709494,-105.697829,58,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.4,4/10/2017,816.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.713081,-105.314528,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.16,4/10/2017,925.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740135,-104.715894,70,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,4/11/2017,941.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739801,-105.159144,27,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,311.4,4/13/2017,700.0,INJ,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.731193,-104.301802,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.5,4/16/2017,2115.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.731256,-105.426689,44,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.16,4/17/2017,820.0,PDO,ON,INTERSECTION RELATED,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740135,-104.715894,61,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.04,4/19/2017,1400.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.74013,-104.717868,57,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,300.65,4/20/2017,313.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.738261,-104.502169,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,295.4,4/20/2017,1427.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739857,-104.599877,33,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.51,4/20/2017,1603.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.739229,-105.159864,23,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.5,4/23/2017,630.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAWN OR DUSK,39.744354,-105.43495,27,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.03,4/24/2017,18.0,PDO,OFF RIGHT,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.749361,-105.548535,62,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.03,4/26/2017,318.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.715321,-105.383174,48,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,249.1,4/26/2017,339.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.712697,-105.366282,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,249.2,4/26/2017,350.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-LIGHTED,39.712343,-105.364483,36,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.0,4/26/2017,353.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.719178,-105.402112,50,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,4/27/2017,2022.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.739801,-105.159144,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.3,4/28/2017,1930.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.711111,-105.298789,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.5,4/29/2017,1707.0,PDO,OFF RIGHT,NON-INTERSECTION,5,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.745222,-105.47048,33,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,229.03,4/30/2017,1150.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAYLIGHT,39.730943,-105.692291,38,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,230.0,5/1/2017,645.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,WET,DAYLIGHT,39.742843,-105.683023,28,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,5/3/2017,1537.0,INJ,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739801,-105.159144,35,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,290.87,5/4/2017,845.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740045,-104.684757,0,U,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.22,5/6/2017,1035.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAYLIGHT,39.740676,-104.733128,29,M,RX/MEDICATION/DRUGS
INTERSTATE,70,A,243.25,5/6/2017,2209.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.744474,-105.456571,43,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,263.0,5/7/2017,157.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.744123,-105.153749,38,M,ALCOHOL INVOLVED
INTERSTATE,70,A,227.92,5/7/2017,700.0,INJ,ON,RAMP,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.715718,-105.696492,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,230.4,5/7/2017,1825.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,WET,DAYLIGHT,39.745973,-105.67691,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.6,5/8/2017,1410.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740112,-104.725105,60,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.8,5/8/2017,1629.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.71234,-105.193936,48,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.0,5/9/2017,1528.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.743543,-105.532325,41,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,304.95,5/12/2017,1900.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.738087,-104.422316,45,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,249.7,5/12/2017,2140.0,PDO,ON,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DARK-UNLIGHTED,39.711955,-105.355138,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,254.08,5/13/2017,608.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.708932,-105.284645,29,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.5,5/13/2017,1114.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.708499,-105.196871,17,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.53,5/13/2017,1945.0,INJ,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.73942,-105.159624,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.0,5/16/2017,1745.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.740128,-104.718526,67,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.8,5/18/2017,200.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,39.71234,-105.193936,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.0,5/18/2017,545.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,SLUSHY,DAWN OR DUSK,39.746291,-105.460542,22,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.7,5/18/2017,622.0,PDO,ON,NON-INTERSECTION,3,CURVE ON-GRADE,SNOWY,DAYLIGHT,39.71554,-105.372108,43,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.2,5/18/2017,811.0,FAT,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,WET,DAYLIGHT,39.741,-104.733631,30,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.8,5/18/2017,1321.0,INJ,ON,RAMP,2,CURVE ON-GRADE,WET,DAYLIGHT,39.71234,-105.193936,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,254.0,5/18/2017,1810.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,WET,DAYLIGHT,39.709013,-105.286143,61,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.4,5/22/2017,2114.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,WET,DARK-UNLIGHTED,39.710649,-105.29701,38,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.16,5/25/2017,130.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.740135,-104.715894,33,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,154.14,5/26/2017,1538.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.710985,-106.707827,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.9,5/28/2017,1135.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.743715,-105.445296,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.0,5/29/2017,2007.0,PDO,ON,RAMP,2,CURVE ON-LEVEL,DRY,DAYLIGHT,39.740128,-104.718526,63,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.9,5/30/2017,1720.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.726678,-105.422066,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.0,5/31/2017,21.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,39.742593,-104.736523,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,250.2,6/1/2017,1320.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.707926,-105.347319,39,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.5,6/1/2017,1643.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740321,-105.504953,39,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.5,6/1/2017,1651.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.708499,-105.196871,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.1,6/2/2017,345.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.71569,-105.191362,61,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.16,6/2/2017,1155.0,INJ,ON,AT INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.740135,-104.715894,62,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,6/4/2017,1714.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739801,-105.159144,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.4,6/4/2017,1815.0,INJ,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.732641,-105.427348,42,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,246.1,6/4/2017,1910.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.724684,-105.418762,24,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,6/5/2017,806.0,PDO,ON,AT INTERSECTION,3,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739801,-105.159144,60,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,305.37,6/6/2017,45.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.738068,-104.414539,31,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.22,6/7/2017,602.0,INJ,ON,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAYLIGHT,39.740676,-104.733128,36,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.0,6/7/2017,828.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.734373,-105.165983,49,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,290.6,6/7/2017,1530.0,INJ,OFF LEFT,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,WET,DAYLIGHT,39.740061,-104.689703,59,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,316.6,6/8/2017,2031.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,39.711671,-104.210986,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.1,6/8/2017,2055.0,PDO,ON,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.718186,-105.400367,44,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.1,6/10/2017,1727.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAYLIGHT,39.736441,-105.430189,48,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.5,6/11/2017,358.0,PDO,ON,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DARK-UNLIGHTED,39.710187,-105.295232,33,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.57,6/11/2017,1611.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.72085,-105.185966,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.5,6/11/2017,1804.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.715337,-105.393546,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.0,6/12/2017,2254.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.741308,-105.513778,49,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.16,6/15/2017,1742.0,INJ,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740135,-104.715894,17,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.2,6/16/2017,1430.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740137,-104.715236,56,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.64,6/16/2017,2105.0,PDO,ON,RAMP,2,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.730945,-105.170301,66,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.62,6/17/2017,1758.0,PDO,ON,RAMP,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.731067,-105.169178,43,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.54,6/18/2017,1818.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.720565,-105.186387,44,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,154.0,6/19/2017,945.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.710828,-106.709972,41,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,263.4,6/19/2017,1030.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.748952,-105.149442,41,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,303.6,6/20/2017,300.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.738148,-104.447386,50,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.08,6/20/2017,745.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.718406,-105.4007,48,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.8,6/20/2017,1243.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.744752,-105.537234,75,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.18,6/21/2017,1815.0,PDO,ON,RAMP,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.741087,-104.733988,56,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.5,6/22/2017,2015.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,WET,DAWN OR DUSK,39.744354,-105.43495,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.1,6/23/2017,1820.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-LEVEL,DRY,DAYLIGHT,39.748676,-105.547626,50,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.0,6/25/2017,1400.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.743855,-105.480957,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.0,6/25/2017,1530.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.741215,-105.495956,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.56,6/26/2017,1624.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.720755,-105.186106,23,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.95,6/26/2017,1641.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.733897,-105.166582,51,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.16,6/26/2017,2342.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.711757,-105.301279,27,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,293.1,6/27/2017,1955.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAYLIGHT,39.738406,-104.643247,23,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.02,6/27/2017,2253.0,PDO,ON,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.737431,-105.431007,46,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,6/28/2017,1339.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.739801,-105.159144,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,292.0,6/28/2017,1630.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740176,-104.664077,46,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.8,6/30/2017,1330.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.71234,-105.193936,21,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,6/30/2017,1342.0,PDO,ON,AT INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.739801,-105.159144,17,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,250.03,7/1/2017,1339.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.709824,-105.349603,34,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.1,7/1/2017,1820.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.718186,-105.400367,46,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.0,7/2/2017,620.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAYLIGHT,39.742593,-104.736523,32,M,ALCOHOL INVOLVED
INTERSTATE,70,A,262.57,7/2/2017,1618.0,PDO,ON,INTERSECTION RELATED,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.739801,-105.159144,23,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.1,7/3/2017,405.0,INJ,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.740022,-104.680544,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.1,7/3/2017,415.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,39.740022,-104.680544,32,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,304.56,7/3/2017,1925.0,FAT,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.738094,-104.427967,33,M,ALCOHOL INVOLVED
INTERSTATE,70,A,304.35,7/3/2017,2200.0,PDO,OFF LEFT,RAMP,1,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,39.738115,-104.433458,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.8,7/5/2017,1120.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.746641,-105.464847,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,246.6,7/8/2017,715.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.721164,-105.40971,56,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,250.1,7/8/2017,845.0,PDO,ON,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAYLIGHT,39.709095,-105.3486,62,M,NO IMPAIRMENT SUSPECTED
