0,1
4.360197,9.188829
5.4626617,9.050719
4.324336,9.170778
5.4607086,9.046258
-6.8669305,3.7488985
-7.3323913,3.7813632
4.3500524,9.17288
5.46283,9.050653
4.3608966,9.169274
5.466699,9.050118
4.346338,9.170823
5.46012,9.043871
4.334809,9.151097
-4.5506144,-3.2556279
4.3080287,9.125324
-1.2487369,4.6783485
9.847124,6.20545
9.847542,6.203434
4.252285,9.036561
-1.2616079,4.6604347
11.434255,4.8318186
11.414291,4.849585
4.0122395,9.192118
-4.6126165,-3.2870893
-6.950282,4.2085676
-7.3852944,4.116032
4.013792,9.085605
-4.597988,-3.2893186
4.000851,9.090748
-4.5974197,-3.2956197
-9.750861,-6.262015
-9.783159,-6.2951956
3.0809536,3.746922
2.7634406,3.8084066
3.1175637,3.680479
2.7947505,3.7859597
3.9732249,9.1362
-4.598159,-3.3213224
3.0232873,3.7585173
3.074335,3.61981
3.9450133,9.152109
-4.606604,-3.329198
3.9546566,9.139413
-4.6135216,-3.3340287
3.938208,9.163501
-4.6222706,-3.339832
3.9246173,9.134082
-4.6066813,-3.2964005
4.1496577,8.705611
-4.6078687,-3.3266857
4.5026717,9.28065
-5.3398786,-1.7483034
4.5007095,9.279819
-5.3393483,-1.7544123
4.51332,9.293826
-5.3381886,-1.7555953
4.507999,9.284858
-5.338331,-1.7541709
4.4980445,9.258063
-5.341183,-1.752719
4.48903,9.214589
-5.334709,-1.7480254
4.446055,9.098409
-5.316402,-1.7421335
4.4432445,9.074848
-1.21931,4.646624
4.379553,8.625769
-1.2175295,4.6537786
-0.17996809,6.4918056
-0.39727592,5.983027
4.3826995,8.59237
-1.2318751,4.6303697
4.374671,8.569218
-1.2469555,4.5972853
4.3793216,8.56584
-1.249759,4.5622244
4.3831,8.531852
-1.2594903,4.5685554
4.371476,8.426753
-1.2564495,4.560036
4.364105,8.377331
-1.2650082,4.5804877
4.375982,8.379683
-1.2626739,4.5811625
4.3710217,8.374224
-1.2902589,4.5577464
4.356679,8.327906
-1.2579906,4.5683227
4.2951717,8.503727
-1.2574875,4.566724
4.2738914,8.495512
-1.2628453,4.580242
4.2590256,8.49695
