0,1
-7.005159,4.36735
-5.310923,10.212251
-6.9981933,4.367522
-5.315826,10.211541
-6.6339264,9.29361
-6.8974743,9.543721
-6.996744,4.362532
-5.3018723,10.215583
-6.9911547,4.369931
-5.3034983,10.217729
-6.9741583,4.366563
-5.2823706,10.215071
-6.999835,4.3547025
-5.0721583,10.255539
-7.001296,4.337055
-5.0121827,10.132073
-11.867315,5.5585556
-11.87546,5.5494637
-7.0263996,4.276343
-4.967284,10.198784
-9.049358,17.702377
-9.059692,17.696455
3.7119563,4.8239775
-4.9238715,10.3299885
-6.5619984,9.14909
-6.7949195,9.510801
3.7308476,4.8245173
-4.883375,10.314473
3.731824,4.82774
-4.876046,10.315619
-2.8499753,22.991314
-2.853283,22.99426
-3.335171,13.518701
-3.5082285,13.257301
-3.4398959,13.508726
-3.5470772,13.226277
3.712038,4.8172936
-4.7860503,10.3402405
-3.353018,13.451481
-3.4638212,13.472331
3.7030447,4.8086805
-4.7618623,10.361119
3.691263,4.806512
-4.75793,10.367957
3.7115552,4.803887
-4.7548566,10.367071
3.6955013,4.8053856
-4.7513895,10.368722
-6.9814095,4.2301
-4.684559,10.389182
-1.392608,14.278874
-5.5528784,10.531586
-1.3322544,14.271915
-5.5599227,10.546376
-1.3621151,14.265007
-5.6024923,10.54975
-1.3529996,14.26406
-5.558179,10.533278
-1.3473742,14.252297
-5.554301,10.540065
-1.3286518,14.210265
-5.5637465,10.533808
-1.2599928,14.098617
-5.5252557,10.496508
-1.2619542,14.092014
-4.9660664,9.981765
-0.9745588,13.761187
-4.969942,9.990187
13.537255,10.508702
13.6016035,9.974109
-0.96665716,13.761371
-4.95064,10.022217
-0.91589206,13.710942
-4.9065614,10.059757
-0.9200492,13.7212
-4.873263,10.063411
-0.9167245,13.709813
-4.868703,10.0664425
-0.8565803,13.660803
-4.866361,10.064344
-0.827256,13.654058
-4.855177,10.089298
-0.83598965,13.643923
-4.8641844,10.078364
-0.8397087,13.653698
-4.821401,10.127589
-0.8417185,13.678231
-4.802406,10.133228
-1.0576607,13.449752
-4.796489,10.135557
-1.0604441,13.431851
-4.777106,10.143662
-1.0430046,13.382873
-4.7763853,10.152794
-1.1093657,13.3937025
-4.7600284,10.137812
-1.1096772,13.395043
-4.7502103,10.134984
-1.3683077,14.285866
-5.594601,10.55963
-1.3585594,14.262163
-5.5884857,10.555022
-1.3643335,14.260672
-5.58229,10.546335
-1.3590978,14.249587
-5.586735,10.553668
-1.3585206,14.239879
-5.582233,10.535911
-1.3498455,14.237528
-5.588897,10.50458
-1.3079327,14.172829
-5.530855,10.505219
